,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.31760,0.29160,0.45830,20.79790,5.60120,5.60120,10.61640,0.10400,-2.84080,0.61890,3.65290,3.55090,102.79210,-3.97930,-13.09170,-1.69100,-2.81880,14.43840,-0.9682,-1.0938
2021-12-31,1.65040,0.28540,0.40170,19.74930,6.38960,6.38960,11.77930,2.08760,-1.06820,0.58070,4.13500,3.62800,100.60550,-1.97060,-4.95790,-0.93460,-1.40830,16.32160,0.9492,1.4586
2020-12-31,1.60900,0.26990,0.41840,15.45040,-77.16980,-77.16980,0.54090,-73.42190,-48.00770,0.54480,3.95970,3.68290,99.10800,-86.39950,-200.31770,-41.46870,-63.07930,17.62510,-1.885,-1.2987
2019-12-31,1.52010,0.15440,0.19190,18.59220,4.50540,4.50540,10.45390,3.15880,0.53700,0.44670,4.21140,3.71540,98.23980,0.78550,3.21550,0.50780,0.66420,33.59200,-0.2903,-0.7909
2018-12-31,1.65980,0.15220,0.20640,17.42360,3.06420,3.06420,9.55980,2.97240,0.85240,0.43630,4.08900,3.83260,95.23470,0.80830,3.29950,0.53970,0.68530,33.82900,5.9784,5.8813
2017-12-31,1.99670,0.14110,0.21740,17.67270,-1.65320,-1.65320,4.76740,-1.95010,-0.59960,0.30410,3.13800,2.85600,127.79990,-0.90080,-2.85360,-0.61240,-0.77370,34.02130,-1.8712,-3.0258
2016-12-31,1.50000,0.00260,0.01860,22.41250,3.49340,3.49340,7.69760,2.73660,,0.60230,3.14830,5.10420,71.51010,1.24540,3.42590,0.85170,1.24220,,0.0,0.0
2015-12-31,3.33980,0.19190,0.24670,26.93550,-0.82690,-0.82690,14.81300,-0.94680,,0.69300,4.18000,5.18740,70.36220,-3.85180,-6.48580,-2.62040,-3.11270,37.48740,-6.7267,-3.6424
2014-12-31,2.59760,0.17280,0.22070,19.57150,11.64520,11.64520,19.03390,10.70020,7.00180,0.85170,4.84680,4.53140,80.54950,9.24190,14.62360,6.00480,7.64470,43.15670,-0.3927,0.1942
2013-12-31,2.46720,0.17810,0.24460,17.04080,8.71490,8.71490,16.30750,7.66860,4.90070,0.80060,4.77680,4.35270,83.85660,6.15790,9.97020,3.94860,5.06100,40.89500,2.9584,5.0038
2012-12-31,2.52590,0.18180,0.28470,18.74910,10.26170,10.26170,17.60220,9.27860,6.13740,0.80040,4.59030,4.43630,82.27490,7.62680,12.76530,4.93460,6.24020,39.15650,0.7204,-0.0876
2011-12-31,2.79750,0.19410,0.25490,23.02960,13.11080,13.11080,19.77210,11.79470,8.76910,0.79810,4.73740,4.06540,89.78220,10.91830,19.66160,7.01490,8.79900,36.53090,1.2735,-0.387
2010-12-31,2.77380,0.19920,0.27190,22.40880,9.83070,9.83070,17.24710,8.89410,5.63340,0.62710,4.31150,3.65650,99.82170,5.73290,11.95970,3.56300,4.59080,33.06940,-1.8168,-2.0971
2009-12-31,3.85930,0.19680,0.24710,23.45820,7.57450,7.57450,14.93170,6.32240,4.35640,0.84480,4.02890,4.14590,88.03960,5.77980,7.42370,3.68040,4.64220,23.34620,3.9839,1.0161
