,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.10810,0.22800,0.29530,78.28850,4.89990,4.89990,15.81780,5.50720,4.48590,0.54480,4.20000,86.90480,6.45870,8.17400,2.44380,4.98620,24.80260,2.5943,1.8215
2021-12-31,1.05480,0.28650,0.42650,77.05220,4.35890,4.35890,17.46950,4.22320,3.90100,0.54600,4.24170,86.04990,6.22460,8.74190,2.13000,4.44100,18.51130,1.9635,2.1034
2020-12-31,1.21010,0.36660,0.57870,78.15890,4.40360,4.40360,17.19410,3.31930,2.63330,0.51850,4.47870,81.49700,4.19900,4.87700,1.36550,2.65980,14.47060,2.5537,1.828
2019-12-31,1.02690,0.24620,0.32660,76.99420,1.21390,1.21390,14.30640,1.93640,18.12140,0.57450,4.14230,88.11470,29.46510,34.31230,10.41110,22.21100,11.23160,1.7064,1.6249
2018-12-31,1.16500,0.37320,0.59550,76.13260,-1.62630,-1.62630,11.62480,-1.49590,-1.02360,0.67250,4.53860,80.42180,-2.40320,-3.09870,-0.68840,-1.50620,6.16730,0.8046,0.4218
2017-12-31,1.18750,0.44720,1.50680,73.94510,-3.35660,-3.35660,10.52800,-5.91120,-6.09050,0.54040,4.38960,83.15040,-15.00440,-20.75050,-3.29120,-8.29420,4.46850,2.7891,2.5514
2016-12-31,1.25300,0.56750,1.31230,71.31570,-27.47460,-27.47460,-14.10820,-29.50560,-29.78100,0.68390,4.30970,84.69270,-107.05190,-173.63620,-20.36860,-46.29660,2.31120,-1.0738,-1.1536
2015-12-31,1.48380,0.45570,0.83720,67.23820,-16.54580,-16.54580,-0.22940,-19.19600,-19.73450,0.55640,4.94500,73.81210,-35.00720,-42.38600,-10.98070,-19.05470,3.52530,1.0711,0.8834
2014-12-31,1.78890,0.50850,1.03440,63.55270,-22.24480,-22.24480,-3.12980,-25.71780,-26.28140,0.47910,4.28820,85.11660,-41.84690,-56.21070,-12.59080,-20.56930,2.86720,0.3659,0.4004
2013-12-31,2.43150,0.51270,1.05200,63.43840,-15.60510,-15.60510,-1.05850,-16.76600,-17.35740,0.36340,3.91960,93.12080,-18.69530,-19.41020,-6.30800,-9.11060,2.80900,-0.0561,0.1044
2012-12-31,1.99450,,,57.32300,-15.42150,-15.42150,-3.70560,-14.76330,-15.32470,0.50970,3.11800,117.06230,-15.34400,-15.38160,-7.81150,-15.34400,1.92620,0.6598,0.0907
2011-12-31,,,,,,,,,,,,,,,,,,-1.3336,-1.0228
2011-06-30,,,,65.91680,11.39880,11.39880,17.33030,12.05300,10.61090,,,,,,,,,1.3336,1.0228
2010-12-31,,,,,,,,,,,,,,,,,,0.3252,0.3936
2010-06-30,1.03930,,,62.63470,-65.08110,-65.08110,-59.17750,-67.91060,-70.03390,0.84350,4.45220,81.98160,41.68420,736.18340,-57.82670,41.68420,-4.32070,-0.3252,-0.3936
2009-12-31,1.03930,,,,,,,,,,,,67.53640,1193.16000,-93.72190,67.55910,,-0.0041,0.0043
2009-06-30,,,,59.35280,-30.18900,-30.18900,-26.96870,-30.32880,-33.81310,,,,,,,,,0.0041,-0.0043
