,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.79800,0.56420,1.30870,48.34850,16.52910,16.52910,40.67910,11.41890,9.69760,0.23960,8.49110,42.98630,6.12370,17.81950,2.32450,2.66870,124.22490,4.0945,9.6645
2021-12-31,1.84130,0.55480,1.26280,47.66930,16.70040,16.70040,41.91960,9.17710,7.53810,0.23770,9.73230,37.50420,4.59230,13.98070,1.78990,2.04450,120.14620,2.048,-4.0123
2020-12-31,1.28860,0.53200,1.17170,48.74860,17.55310,17.55310,41.54400,8.60580,6.16440,0.22210,8.86390,41.17820,3.48010,12.37450,1.37030,1.62850,119.30480,2.5936,0.6128
2019-12-31,1.33120,0.55510,1.33770,49.47660,21.02840,21.02840,44.36260,12.45200,9.12330,0.23210,8.07120,45.22250,5.73780,25.93100,2.11660,2.55280,103.62900,0.8956,6.8381
2018-12-31,1.00040,0.60110,1.54980,48.62670,19.27150,19.27150,43.74290,8.53840,7.20390,0.25050,8.04870,45.34880,5.06090,736.68200,1.80470,2.01860,89.43390,4.0747,-5.7939
2017-12-31,1.80980,0.59200,1.47160,49.79550,18.51960,18.51960,42.94320,6.56600,5.33330,0.23370,7.58000,48.15330,3.40130,439.12740,1.24650,1.38790,86.66450,4.168,-10.1306
2016-12-31,1.42660,0.60150,1.54830,49.58820,17.13020,17.13020,40.83850,4.42580,3.51050,0.28650,9.11550,40.04150,2.62050,17.32050,0.90740,1.04420,61.13840,-0.9062,10.4987
2015-12-31,1.96770,0.66960,2.37530,52.62040,20.81330,20.81330,40.68330,7.74060,6.88860,0.26320,9.33630,39.09470,6.83960,12.88220,1.81310,2.25960,44.20910,2.1334,-0.4353
2014-12-31,2.31600,0.66780,2.04570,50.98220,20.83930,20.83930,41.31410,3.46730,-10.62070,0.31400,9.30710,39.21720,-11.48510,-23.26920,-3.35040,-3.81550,40.21420,1.103,1.0779
2013-12-31,1.62610,0.62440,1.69120,50.55650,21.41120,21.41120,42.60900,5.21560,4.39830,0.28730,11.64670,31.33950,3.90890,7.79760,1.28290,1.46820,49.58890,-0.1333,2.1919
2012-12-31,1.16580,0.55990,1.30140,49.95080,20.81710,20.81710,43.17320,9.99390,7.41920,0.30760,11.51960,31.68510,5.62180,12.16270,2.11970,2.47410,47.42990,-0.0644,-0.3992
2011-12-31,1.70390,0.58520,1.58750,47.04840,19.53990,19.53990,43.80150,8.28550,6.05360,0.27060,11.25890,32.41890,4.73170,9.85750,1.59670,1.96290,41.82920,3.4944,1.8609
2010-12-31,2.44580,0.51800,1.08940,45.48170,16.18470,16.18470,40.26830,4.07740,3.08310,0.26890,10.28050,35.50420,1.92570,3.79110,0.81410,0.92830,40.73290,-0.1924,-4.1401
2009-12-31,2.30740,0.54560,1.25580,45.22210,20.51870,20.51870,42.31120,12.35430,7.86750,0.29050,13.62590,26.78720,5.87160,9.25230,2.28530,2.66830,30.07720,8.9599,-0.3541
