,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-01-31,1.79570,0.22220,0.28960,46.25840,-7.79110,-7.79110,24.95240,-10.83490,-9.43520,0.20180,3.32920,4.25560,85.76870,-2.68140,21.45450,-1.90440,-2.08570,18.54520,-0.1938,-0.2466
2021-01-31,1.50140,0.10530,0.14140,50.13140,-8.70320,-8.70320,13.82500,-10.85140,-9.34010,0.27580,5.51970,5.53210,65.97860,-3.28720,-33.48430,-2.57590,-2.94090,12.49010,0.6892,0.6507
2020-01-31,2.16500,0.14220,0.16580,50.27270,-9.01610,-9.01610,12.74360,29.57890,58.69940,0.24240,4.15570,5.48220,66.57860,18.25630,274.79350,14.23120,15.65970,13.08040,-0.4764,-0.5428
2019-01-31,2.19110,0.19170,0.23710,50.88970,1.50990,1.50990,20.42360,-0.16220,-6.24940,0.28610,5.09920,5.81150,62.80620,-2.45120,23.91820,-1.78790,-1.98130,11.09530,-0.1113,-0.1151
2018-01-31,5.61320,,,60.68230,17.83580,17.83580,21.44940,18.72860,21.61870,0.51170,5.57070,8.59210,42.48110,10.45880,20.16390,9.19960,10.45880,8.35110,1.8132,1.8482
2017-01-31,4.61390,,,55.77720,5.66740,5.66740,10.96130,6.40720,0.91920,0.49500,5.95620,6.86080,53.20100,1.85770,3.68440,1.60950,1.85770,7.95830,-1.0945,-1.1071
2016-01-31,2.41040,,,45.97030,-28.64210,-28.64210,-23.99360,-27.96260,-31.17780,0.47820,6.99710,8.04980,45.34280,-17.83620,-34.75400,-13.56900,-17.83620,8.15670,-0.9979,-0.9502
2015-01-31,5.24660,,,50.52730,12.54740,12.54740,15.87420,13.18900,11.96920,0.61810,5.83920,8.64040,42.24360,9.40110,15.67960,8.22150,9.40110,9.99170,0.5116,0.5225
2014-01-31,4.35930,,,51.13000,8.24490,8.24490,12.78830,8.99590,9.26210,0.62450,4.78270,7.50700,48.62120,6.74350,12.14200,5.78460,6.74350,9.30710,-0.4064,-0.4173
2013-01-31,4.25300,,,52.86620,9.29920,9.29920,13.83520,9.78940,9.67560,0.60220,5.96400,9.59500,38.04070,6.83640,12.97550,5.82670,6.83640,8.82210,0.0572,0.0785
2012-01-31,5.22250,,,56.79970,17.80550,17.80550,21.86700,18.24500,18.12800,0.58830,4.13930,8.33130,43.81060,12.26740,21.65420,10.66460,12.26740,8.59050,-0.5259,-0.5351
2011-01-31,5.79480,,,59.21050,24.95070,24.95070,29.73290,25.20730,25.03200,0.56990,6.00240,7.86210,46.42530,16.37360,26.65160,14.26490,16.37360,8.37440,0.522,0.4497
2010-01-31,4.46750,0.00010,0.00060,56.29510,11.90000,11.90000,19.26370,12.22040,12.58890,0.54300,5.08030,7.86920,46.38360,8.00040,15.77070,6.83540,7.99950,6.92100,0.1614,0.2167
2009-01-31,3.80890,0.00060,0.00110,51.64910,5.59810,5.59810,14.61830,5.78980,4.99030,0.66840,4.59230,13.28480,27.47510,3.84540,9.53080,3.33560,3.84290,6.21210,1.0799,0.9637
