,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.44470,0.58690,1.60990,100.00000,33.57070,33.57070,50.68570,26.58230,21.62450,0.13650,8.46430,43.12240,10.65900,12.51910,2.95100,4.40340,42.30220,-1.8297,-4.011
2021-12-31,0.72580,0.58630,1.50520,100.00000,30.43260,30.43260,46.61580,41.73030,32.13740,0.15070,14.29090,25.54070,17.30610,20.50660,4.84370,7.15910,40.18480,0.0824,2.9835
2020-12-31,0.66160,0.59120,1.69570,100.00000,33.04210,33.04210,49.03360,24.46390,18.77150,0.15250,11.76640,31.02070,10.98540,14.48420,2.86280,4.49100,35.59890,0.1943,-0.9328
2019-12-31,0.62840,0.58540,1.54520,100.00000,33.62880,33.62880,49.75070,23.07480,17.20220,0.15920,12.27890,29.72580,10.14540,13.63940,2.73790,4.20590,33.85270,-0.0591,-0.3153
2018-12-31,0.37300,0.56370,1.46850,100.00000,32.03490,32.03490,47.87790,22.87790,16.48260,0.16210,11.42860,31.93750,9.63510,13.43640,2.66220,4.20390,32.45450,-0.395,-1.0843
2017-12-31,0.30970,0.54680,1.43450,100.00000,37.32500,37.32500,51.98090,27.16710,12.68990,0.17230,12.34190,29.57400,7.91090,10.65800,2.18660,3.58500,30.17740,0.8939,0.2402
2016-12-31,0.32780,0.52460,1.37640,100.00000,32.85890,32.85890,47.09270,23.31920,14.17320,0.17870,12.27510,29.73500,8.96900,12.08370,2.53220,4.26350,29.29860,0.5622,-0.2948
2015-12-31,0.42860,0.53780,1.29850,100.00000,34.02980,34.02980,47.95820,24.75470,15.06810,0.18320,12.38820,29.46340,9.42760,12.70350,2.76090,4.35780,28.32030,0.5445,-0.6389
2014-12-31,0.46330,0.52540,1.21120,100.00000,33.31120,33.31120,47.39290,23.58020,14.04850,0.18770,12.97850,28.12360,8.74870,11.59970,2.68110,4.15180,27.42730,1.0888,1.3248
2013-12-31,0.46280,0.52520,1.24260,100.00000,32.92810,32.92810,47.06500,21.11840,12.81700,0.19080,13.46080,27.11590,7.84720,10.53970,2.45890,3.72570,26.50430,-0.3729,-3.7775
2012-12-31,0.50200,0.53960,1.25880,100.00000,32.38010,32.38010,45.69460,22.08850,12.54660,0.19390,13.96420,26.13830,8.40830,11.53900,2.53820,3.86980,25.11460,0.7994,3.9173
2011-12-31,0.93860,0.55840,1.39260,100.00000,30.12250,30.12250,43.31790,18.89110,11.61240,0.18040,14.09820,25.88980,7.19880,10.01310,2.06360,3.17590,24.13920,0.154,-0.658
2010-12-31,1.31720,0.56750,1.37640,100.00000,28.49750,28.49750,41.42350,16.80700,10.48230,0.18140,12.38290,29.47600,6.17950,8.69920,1.81080,2.67260,23.58750,0.88,1.1717
2009-12-31,0.82180,0.57010,1.36960,100.00000,7.73760,7.73760,21.20490,-4.63690,-10.17630,0.17030,10.25320,35.59860,-5.49880,-7.98530,-1.63540,-2.36110,22.93660,3.5451,-1.1172
