,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.39890,0.57000,2.11350,66.97640,56.32760,56.32760,69.98800,50.55670,38.20180,0.35870,7.46930,48.86640,58.95230,-252.26350,14.97030,25.34970,11.42660,-0.4121,6.2559
2021-12-31,0.49100,0.45180,1.16590,65.33200,37.01120,37.01120,52.64570,31.93910,27.05380,0.31540,7.21510,50.58860,21.35800,194.20980,7.77530,11.70810,17.58410,0.6141,0.3241
2020-12-31,0.55510,0.50010,1.19110,65.11410,42.13890,42.13890,57.99770,36.06240,31.40480,0.30010,4.95720,73.63050,24.23100,-23.39430,8.64610,12.11230,16.57190,0.7199,0.6684
2019-12-31,0.49930,0.53980,1.39380,62.53310,26.73090,26.73090,39.29650,21.80200,17.25670,0.36950,5.57670,65.45110,19.90000,-14.98470,6.37690,9.15850,13.85620,0.1894,0.2603
2018-12-31,0.48660,0.49760,1.31520,62.99950,34.82530,34.82530,47.36340,30.04890,24.99690,0.40590,6.13500,59.49480,28.91430,-23.77020,10.14690,14.52770,12.62790,1.1446,0.8598
2017-12-31,0.44680,0.54260,1.56270,63.46260,37.34850,37.34850,48.61090,32.21150,25.87640,0.35630,5.73120,63.68610,28.83040,-19.90600,9.22050,13.18590,11.67770,1.0337,0.8602
2016-12-31,0.80580,0.63120,1.79150,64.19410,38.47230,38.47230,49.98000,32.76360,29.63110,0.43080,6.37040,57.29650,33.88620,-20.00890,9.74910,12.49790,7.98250,-0.5668,-0.4951
2015-12-31,0.40870,0.62340,2.29280,65.24110,39.95000,39.95000,52.91650,38.85390,28.82940,0.31480,5.87680,62.10830,35.53210,-18.56370,8.71520,13.38220,8.09800,1.047,0.929
2014-12-31,0.49850,0.83910,6.80870,63.94380,44.18280,44.18280,54.39170,39.30540,27.95050,0.61020,5.00070,72.98980,167.73830,-25.23920,15.09380,26.98340,1.33650,-0.0489,-0.0696
2013-12-31,1.10130,0.69900,2.33000,60.98750,38.49510,38.49510,47.09890,33.76190,21.83240,0.63710,7.06400,51.67060,62.51290,-31.64560,13.66820,18.81850,3.27000,0.2156,-0.1985
2012-12-31,0.66720,0.83200,5.71780,63.29800,40.64560,40.64560,48.21290,35.50280,23.37910,0.59650,6.27370,58.17950,124.20750,-20.98510,13.44990,20.86170,1.52390,0.5592,0.4712
2011-12-31,1.29750,1.09830,-11.22840,62.98630,40.38660,40.38660,47.12440,35.94070,23.73340,0.77310,6.27000,58.21350,-266.47990,-25.36160,17.03040,26.19730,-0.59950,0.3649,0.227
2010-12-31,0.33350,1.39820,-7.33600,59.28530,38.73300,38.73300,44.84620,35.72300,21.30750,0.93530,7.52520,48.50340,-211.94310,-25.60350,19.92890,84.40000,-0.67290,0.011,0.0161
2009-12-31,0.75050,1.07100,-17.00100,52.16710,29.40370,29.40370,36.41220,25.76220,12.32730,1.03020,9.67530,37.72480,-362.28230,-19.96110,12.70010,25.70530,-0.19410,1.7918,1.5794
