,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.49020,1.24270,20.71810,16.70150,0.03840,7.93090,8.80990,0.68480,3.61100,47.43980,9.8629,9.8629
2021-12-31,0.45810,1.02620,34.86640,24.50910,0.04240,13.66520,14.82570,1.19290,6.62430,48.92430,-3.3097,-3.3097
2020-12-31,0.53420,1.46440,4.16560,2.97000,0.03080,2.22510,2.41110,0.18750,0.91860,44.81450,-1.0247,-1.0247
2019-12-31,0.54830,1.76980,30.85980,21.51410,0.04370,12.14050,13.59330,1.04830,4.85520,45.46800,-5.9348,-5.9348
2018-12-31,0.53750,1.69910,33.70740,24.43660,0.04470,13.15830,14.80110,1.20660,5.36860,43.01570,3.7446,3.7446
2017-12-31,0.51960,1.57770,31.88530,23.93870,0.04400,12.29200,13.49410,1.15080,5.18590,42.53790,3.5137,3.5137
2016-12-31,0.55990,1.75490,38.01320,24.11090,0.04380,12.52940,13.82660,1.14220,4.83900,39.97060,-2.8554,-2.8554
2015-12-31,0.50720,1.53210,40.23320,25.67720,0.04680,13.55800,15.05180,1.30210,5.91620,38.07660,-0.2395,-0.2395
2014-12-31,0.49820,1.33570,40.88510,26.30560,0.04920,14.21750,16.21690,1.39930,6.39430,35.83160,-7.4393,-7.4393
2013-12-31,0.47220,1.20980,40.04980,25.63980,0.05350,14.36210,17.28660,1.45870,6.85910,32.52860,-0.2075,-0.2075
2012-12-31,0.44490,1.16140,36.09910,22.82140,0.05540,13.26320,16.06290,1.36110,6.76520,30.17500,8.372,8.372
2011-12-31,0.46940,1.23120,32.38370,20.56840,0.05560,12.44550,15.80620,1.23380,6.07060,26.92330,-0.9997,-0.9997
2010-12-31,0.55110,1.66070,27.35650,16.74710,0.05520,10.62330,14.51630,1.00650,4.44520,24.30300,-2.7044,-2.7044
2009-12-31,0.64060,2.12340,26.85550,11.92220,0.05390,11.96420,17.49010,1.01850,3.98060,22.08290,6.2711,6.2711
