,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.02070,0.84560,5.47680,41.31610,19.77210,19.77210,23.87890,22.53600,20.34630,0.52680,1.28360,284.36640,190.58180,-45.19780,10.71760,29.42550,1.27930,-1.059,-1.1479
2021-12-31,0.97300,0.89430,8.46010,42.88080,22.14840,22.14840,26.25420,18.44680,15.89100,0.57470,1.78330,204.67730,226.60290,-38.44280,9.13240,23.95360,0.90300,0.443,0.3922
2020-12-31,0.99970,0.94270,16.43730,41.54090,20.00620,20.00620,24.67220,17.68560,15.39400,0.50910,1.26520,288.48210,398.87460,-25.79900,7.83780,22.87480,0.45380,-0.0091,-0.0321
2019-12-31,0.96520,1.01240,-81.75440,41.67720,17.64900,17.64900,22.51850,24.96930,19.99770,0.60420,1.60530,227.37580,-2679.24100,-34.12770,12.08310,33.17760,-0.09450,0.3151,0.5421
2018-12-31,0.88120,1.09920,-11.08360,40.95070,20.07370,20.07370,24.80900,17.73560,15.24000,0.62130,1.46570,249.02720,-274.98390,-23.44890,9.46890,27.27040,-0.70220,0.2216,0.025
2017-12-31,0.81620,1.19330,-6.17340,39.30450,8.61290,8.61290,21.77110,6.29040,-10.08450,0.59840,1.31880,276.76790,113.36990,14.63900,-6.03480,-21.91410,-1.07060,-0.5254,-0.4958
2016-12-31,0.87530,0.75540,3.08810,39.76100,8.98040,8.98040,13.83390,6.30110,4.66910,0.57570,1.44650,252.34130,28.06470,-8.65940,2.68800,6.86500,1.87370,0.0382,0.0681
2015-12-31,1.12060,0.69600,2.28910,41.65620,20.23090,20.23090,25.15820,17.17450,15.27800,0.58030,1.65740,220.23000,59.63410,-34.00300,8.86640,18.13110,2.79640,0.1246,0.0438
2014-12-31,1.24910,0.74100,2.86100,41.19350,20.33990,20.33990,25.18900,17.26710,15.20190,0.56690,1.69210,215.70490,65.54910,-32.57290,8.61850,16.97740,2.49360,0.0034,0.0241
2013-12-31,1.29500,0.79230,3.81370,41.62760,19.98200,19.98200,24.72390,16.72500,14.40640,0.54760,1.69460,215.39080,72.27300,-27.52060,7.88830,15.01400,2.01290,-0.0064,-0.0708
2012-12-31,1.25760,0.81070,4.28360,43.61320,23.47830,23.47830,27.82270,20.63270,18.11010,0.59850,1.81880,200.68300,109.06870,-32.90250,10.83810,20.64270,1.64410,0.0988,0.049
2011-12-31,1.13580,0.80020,4.00450,43.51170,25.22130,25.22130,28.72860,23.21080,21.22230,0.60550,1.77650,205.46460,130.24140,-36.97920,12.84910,26.02500,1.44460,0.366,0.3798
2010-12-31,1.36460,0.84950,5.64600,42.64260,25.03710,25.03710,28.42450,22.05400,17.52270,0.65490,1.97050,185.23080,156.15240,-45.33630,11.47530,23.49580,0.89100,-0.2511,-0.2665
2009-12-31,1.19510,0.89610,8.62380,43.44760,25.23210,25.23210,28.26540,22.25790,16.69680,0.69130,2.12780,171.53620,240.11310,-37.24280,11.54300,24.95000,0.51490,1.7377,1.6355
