,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,2.05600,0.52410,1.29570,28.20860,17.95040,17.95040,21.55510,10.17690,8.29430,0.61140,5.14200,6.77410,53.88160,14.85550,-65.28770,5.07320,7.07030,68.97500,-0.9502,-1.8829
2021-06-30,1.81390,0.43890,0.78260,27.16800,16.52300,16.52300,20.67270,15.66080,12.17000,0.70530,4.99830,6.57070,55.55000,20.76220,-55.17890,8.58780,11.64910,65.14870,3.7271,4.7859
2020-06-30,1.59920,0.55080,1.35570,24.84920,12.75360,12.75360,16.67850,11.00250,8.77640,0.68860,5.24000,7.38540,49.42170,19.26270,-22.15430,6.04560,8.65360,48.55290,2.8255,2.3634
2019-06-30,2.43450,0.52210,1.19100,25.35800,14.57660,14.57660,17.62250,13.61340,10.64580,0.81470,6.36960,6.71980,54.31690,25.55370,-120.18650,8.67670,12.21140,46.45200,1.3387,1.4361
2018-06-30,1.59040,0.42410,0.84510,24.92340,13.45690,13.45690,16.71570,11.90200,7.41690,0.93360,6.62290,6.66620,54.75400,18.09420,-64.14920,6.92760,10.42130,44.29660,2.1961,2.3669
2017-06-30,1.40750,0.48000,1.11450,24.19330,12.44840,12.44840,15.40150,11.04500,8.17510,0.77660,5.88520,6.23040,58.58390,18.67820,-37.45100,6.35150,9.71290,39.54700,0.7505,0.3093
2016-06-30,2.20120,0.36680,0.65830,22.33450,10.36910,10.36910,13.07000,9.81210,7.10200,0.94400,7.52000,7.12760,51.20970,17.62990,107.19010,6.70770,11.16310,34.16620,-0.5509,-0.1549
2015-06-30,2.31620,0.34780,0.57700,24.04470,11.89260,11.89260,14.39020,11.26710,7.96220,1.03520,7.42450,7.84580,46.52160,19.82460,87.93710,8.24600,12.92920,36.86210,0.23,0.2138
2014-06-30,1.86660,0.18460,0.34890,22.90970,10.54600,10.54600,13.09370,11.77910,7.87720,0.99560,7.42750,7.11230,51.31930,15.63030,45.21810,7.84530,12.74540,44.74600,1.308,1.5632
2013-06-30,1.57130,0.20670,0.49290,22.50380,10.55690,10.55690,13.13550,10.07250,7.28680,1.03790,7.32300,7.07060,51.62220,16.52510,77.29600,7.56550,13.10940,38.45880,-2.0384,-2.3444
2012-06-30,1.80940,0.23460,0.35260,24.24780,12.69050,12.69050,15.13940,11.99380,8.76180,1.17690,7.10940,6.59840,55.31620,23.55390,130.61480,10.34430,18.02730,32.78550,2.8138,2.5929
2011-06-30,1.80060,0.23550,0.32180,23.96280,12.07400,12.07400,14.82630,11.45100,8.49780,1.13400,6.64760,6.24200,58.47440,19.26180,81.22570,9.71040,14.72470,35.38780,-0.4009,-0.7428
2010-06-30,1.62770,0.24070,0.39850,21.47570,8.69610,8.69610,12.32370,7.55330,5.54440,1.00840,6.69740,6.24600,58.43780,12.47620,106.37650,5.61400,9.47320,27.65420,0.5424,1.308
2009-06-30,1.55740,0.29720,0.53350,20.63890,8.12180,8.12180,11.59200,6.62610,4.93270,1.04600,6.52130,7.27370,50.18100,11.72630,294.02860,5.17600,8.24120,27.10760,6.9395,5.4539
