,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.66810,0.27100,0.41540,69.86110,28.37970,28.37970,40.70140,23.86540,84.60290,0.19910,14.54630,6.12520,59.58990,6.14550,-12.41470,3.65300,4.47990,151.15740,-12.0128,-12.1246
2021-12-31,0.77550,0.38120,0.68510,70.49530,25.67750,25.67750,40.65130,21.34760,23.84460,0.20380,20.60980,6.14750,59.37350,6.96400,-9.56230,3.39590,4.30960,109.60950,4.4625,4.3172
2020-12-31,0.71690,0.46370,0.91230,70.31370,26.92170,26.92170,39.41430,21.41260,23.61030,0.16740,7.23260,4.78630,76.25950,6.42950,-6.32410,2.80460,3.44810,99.90280,0.5199,0.6249
2019-12-31,0.83400,0.32990,0.55580,66.41920,28.09610,28.09610,36.89740,43.51800,37.39450,0.26110,7.99400,4.75820,76.71050,17.27790,-27.37350,9.05630,11.57780,91.18060,0.2104,0.2655
2018-12-31,1.11220,0.38960,0.63860,63.17420,26.89940,26.89940,34.09040,23.08520,18.19230,0.34040,10.01940,5.82040,62.71060,12.20390,-17.32720,6.19300,7.44870,74.84040,1.7708,1.7853
2017-12-31,0.86700,0.38820,0.75110,62.17690,26.26590,26.26590,33.90990,22.45690,21.09170,0.32180,8.50510,5.69040,64.14340,14.15880,-17.89060,6.78800,8.66270,66.96200,2.5246,2.34
2016-12-31,1.22920,0.50080,1.07270,61.54250,27.82660,27.82660,34.32020,24.81860,17.37780,0.26460,8.01040,5.05440,72.21400,11.37700,-10.11040,4.59760,5.67880,56.93670,0.2607,0.2504
2015-12-31,2.24690,0.38120,0.61730,60.42460,28.69360,28.69360,34.51090,27.97970,19.43020,0.35230,7.46700,5.86980,62.18300,13.13600,-22.78620,6.84540,8.12840,52.53240,0.8114,0.8293
2014-12-31,2.40800,0.31530,0.46290,59.21690,28.15820,28.15820,33.82900,25.96020,18.20070,0.42250,7.47080,5.83850,62.51610,13.58540,-33.40290,7.69070,9.30130,47.49380,0.322,0.3476
2013-12-31,2.13550,0.36810,0.58510,58.14870,26.01380,26.01380,31.97740,23.28910,16.62360,0.39560,6.61320,5.34330,68.31020,12.77680,-22.65460,6.57660,8.07410,42.42240,1.2002,1.1615
2012-12-31,1.14670,0.28960,0.54830,55.84510,25.30780,25.30780,30.55750,22.93920,16.14710,0.42330,6.92510,5.00080,72.98820,13.10730,-25.71070,6.83570,9.31180,37.39940,0.6937,0.7217
2011-12-31,2.01280,0.24110,0.33960,54.18360,23.61520,23.61520,28.71000,21.62920,15.27470,0.52580,6.25870,5.56120,65.63310,13.37200,-55.81490,8.03180,10.14790,33.04880,0.9465,0.8286
2010-12-31,1.84950,0.31200,0.48750,53.43950,21.55370,21.55370,26.80840,18.79180,13.51910,0.47070,6.22200,4.98190,73.26530,11.72630,-29.83020,6.36310,8.06730,28.93010,1.2091,1.1922
2009-12-31,1.82160,0.30060,0.47650,50.89300,19.29070,19.29070,24.46330,16.57670,11.68390,0.47360,5.62950,4.67100,78.14240,9.88980,-28.65150,5.53360,6.91650,25.86570,3.9593,3.6804
