,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,1.14700,0.60490,1.56730,19.38940,8.51900,8.51900,12.83000,7.66640,5.53490,0.83460,4.80690,7.51630,48.56130,19.68120,-29.09680,4.67690,7.77600,2.78480,0.0677,0.0159
2021-06-30,1.21200,0.56200,1.30450,21.24250,10.27140,10.27140,14.81220,9.27610,7.30110,0.74830,5.08740,6.89970,52.90100,19.72620,-39.08760,5.53290,8.64000,3.14070,0.075,0.0326
2020-06-30,1.14120,0.56260,1.33010,20.34010,7.97240,7.97240,13.26600,6.61690,4.90860,0.75830,5.42140,7.71530,47.30830,13.31340,-23.58280,3.79520,5.82360,3.00060,0.2085,0.1755
2019-06-30,1.14710,0.48340,1.07550,19.02090,8.37390,8.37390,13.15290,6.38610,4.54640,0.55100,3.92010,5.07320,71.94650,7.68320,-24.38340,2.54010,3.96950,3.49320,-0.3336,-0.2424
2018-12-31,1.75970,0.52590,1.11900,19.68510,8.77770,8.77770,12.87560,6.98550,5.51850,1.14530,5.30230,9.22600,39.56200,18.56240,90.53350,6.32040,8.80090,2.61990,0.2389,0.1354
2018-06-30,0.71620,0.79460,6.97200,19.92470,10.66520,10.66520,14.50460,7.75720,6.17230,1.02890,5.49180,6.75790,54.01110,84.35430,-34.79240,6.47640,17.32530,0.60140,-0.0585,0.1164
2017-12-31,1.85720,0.56220,1.30150,19.43060,3.01520,3.01520,12.07060,1.30250,2.32320,1.09360,5.25640,9.01760,40.47640,7.82550,45.58680,2.54060,3.42620,2.59390,0.0279,-0.0887
2017-06-30,,,,21.00650,10.06590,10.06590,14.21160,7.86510,6.19710,,,,,,,,,,-0.1211,0.0298
2016-12-31,2.02310,0.54810,1.22660,21.63870,10.27120,10.27120,14.31920,8.76290,5.89850,1.07770,5.71150,8.66940,42.10210,18.75050,312.02130,6.35680,8.47350,2.66450,-0.2046,-0.1899
2015-12-31,1.89950,0.52860,1.15070,21.45210,10.06040,10.06040,13.94360,8.93800,5.87760,1.16670,6.08100,9.02150,40.45890,20.03480,223.77410,6.93160,9.44440,2.48940,0.6257,0.5448
2014-12-31,2.67510,0.47790,0.93710,19.77900,9.38640,9.38640,13.54440,8.37340,4.39970,1.20290,6.05140,8.75180,41.70590,16.68530,79.35610,6.62180,8.71170,2.86130,-0.2236,-0.3249
2013-12-31,2.49960,0.45760,0.85250,19.55500,7.82290,7.82290,12.07390,6.47140,4.74910,1.08910,5.55310,7.27430,50.17670,11.42570,43.55200,4.68350,6.19730,3.24190,-0.0908,-0.0802
2012-12-31,2.37170,0.46350,0.86930,18.58150,6.72620,6.72620,11.18340,5.26220,3.75250,1.09510,5.63820,7.10420,51.37840,9.07430,36.72910,3.55740,4.86840,3.11770,0.0091,0.0057
2011-12-31,2.27130,0.49560,0.99230,17.10030,6.90250,6.90250,11.04140,5.48970,3.40620,1.23200,6.83050,7.99920,45.62930,11.83870,60.18640,4.33520,5.97090,3.01470,0.1228,0.0775
2010-12-31,2.17240,0.39970,0.66750,18.47360,8.28960,8.28960,12.62670,6.76940,4.16550,1.12810,5.84960,7.58150,48.14360,10.87980,29.38540,4.89290,6.53080,3.50990,-0.2373,-0.2892
2009-12-31,3.82080,0.39860,0.67980,19.92190,7.97310,7.97310,12.50490,6.83750,4.18890,0.89460,7.05250,7.51000,48.60190,8.23630,13.62270,3.88190,4.95290,3.07110,0.9005,0.7525
