,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.14710,0.44710,0.87500,35.02950,7.30540,7.30540,8.87950,7.11710,5.35260,1.33950,3.23210,10.09470,36.15760,31.08730,-198.38130,7.16990,17.18730,26.99300,1.5827,1.8764
2021-12-31,1.17850,0.40750,0.68770,35.15610,6.16260,6.16260,7.70460,6.36100,4.76290,1.31480,3.14570,10.49550,34.77670,25.65560,494.97740,6.26240,15.20110,24.63970,-5.1575,-5.8854
2020-12-31,1.20690,0.43880,0.83190,34.19420,2.50910,2.50910,7.22310,2.29400,-0.17600,1.23040,3.10380,10.62160,34.36400,5.07750,-82.63500,1.21570,2.84930,22.29240,8.1963,8.9942
2019-12-31,1.24150,0.43120,0.92710,33.44140,5.19860,5.19860,6.66680,4.90400,3.54460,1.19640,3.38650,7.18050,50.83210,17.49360,-717.37150,4.41410,9.94950,25.41990,-1.4909,-1.7815
2018-12-31,1.28390,0.41190,0.90530,32.79400,6.14940,6.14940,7.50150,5.90930,4.81520,1.32710,3.13400,6.74980,54.07550,21.58800,-1095.38100,5.90970,12.69510,23.79100,1.6586,1.1353
2017-12-31,1.33590,0.42400,0.93670,30.08440,6.12270,6.12270,7.15090,6.18850,3.78170,1.31390,3.02360,6.73480,54.19590,17.80400,-683.58700,4.96890,10.25510,23.62150,-0.7972,-0.8345
2016-12-31,1.40160,0.14640,0.27280,29.98500,6.83610,6.83610,7.79750,7.00370,4.48010,1.73150,3.34550,7.91290,46.12700,21.42700,42.09240,7.75720,18.29050,21.61150,-1.2872,-1.5054
2015-12-31,1.40970,0.07330,0.19780,29.81570,7.35870,7.35870,8.28590,7.35390,4.61830,1.87610,3.57480,8.38450,43.53280,22.33680,39.25970,8.66410,20.69880,21.05030,2.4843,2.4625
2014-12-31,1.56040,0.13120,0.23110,29.94310,7.32790,7.32790,8.29470,7.28570,4.63630,1.86040,3.53100,8.19370,44.54630,21.47370,36.93510,8.62560,18.65740,21.63350,-1.6681,-1.5798
2013-12-31,1.64040,0.12960,0.22770,29.97560,7.45320,7.45320,8.40470,7.41810,4.86550,1.83300,3.34620,8.45610,43.16420,20.39320,33.09920,8.91840,17.75070,21.84240,0.9915,0.8608
2012-12-31,1.93760,0.07670,0.16620,29.03130,7.80040,7.80040,8.55640,7.82960,4.97960,1.91180,3.54870,8.73400,41.79080,21.54260,25.81490,9.52010,19.88970,19.42750,1.8311,1.8333
2011-12-31,2.36250,0.15370,0.18160,28.94350,7.29990,7.29990,8.01370,7.15000,4.53590,2.00860,3.62800,8.52760,42.80230,20.52290,22.84390,9.11070,17.36900,17.69080,-0.319,-0.4032
2010-12-31,2.23900,0.08190,0.17840,29.02450,7.01620,7.01620,7.81330,6.79700,4.24280,2.05080,3.57560,8.21430,44.43490,16.96610,18.33710,8.70100,15.57670,17.77970,-1.01,-0.7103
2009-12-31,2.86360,0.15980,0.19020,29.92550,6.67120,6.67120,7.57010,6.40480,3.97290,2.00960,3.18320,8.47250,43.08050,15.19660,16.25720,7.98400,12.76850,16.54550,5.2928,4.4775
