,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,0.65450,0.32780,0.67220,47.42660,22.21430,22.21430,25.71490,22.44130,18.03410,0.68410,6.08850,15.59150,23.41020,32.15100,-89.51890,12.62120,21.22320,19.57310,-0.4769,-0.6211
2021-06-30,0.69690,0.33120,0.68560,51.24940,23.62910,23.62910,27.22220,23.14170,18.43850,0.63800,6.20220,16.10960,22.65730,31.34720,-80.12510,12.02950,20.57550,19.20160,0.4354,0.5389
2020-06-30,0.84870,0.33430,0.74060,50.31710,22.13670,22.13670,26.38340,22.31710,17.99010,0.58780,6.41140,16.98180,21.49360,28.49660,-77.92450,10.85580,18.60830,18.90470,0.6257,0.6297
2019-06-30,0.74880,0.30000,0.63250,48.63190,8.10680,8.10680,12.27910,8.96670,5.36910,0.58810,6.93000,13.67080,26.69930,8.50140,-23.45500,3.44580,5.83460,18.99590,0.406,0.5409
2018-06-30,0.82590,0.28290,0.59160,48.47980,19.99490,19.99490,24.23540,19.93960,14.19230,0.56490,7.26720,14.26210,25.59240,18.99410,-60.89290,8.33490,13.37160,21.17010,0.9423,0.671
2017-06-30,0.87700,0.24440,0.56640,49.83250,21.15960,21.15960,25.49420,20.37720,23.17780,0.54030,7.05840,14.16150,25.77410,18.61170,-77.76930,8.46640,13.81000,21.84550,-0.7728,-0.786
2016-06-30,1.09790,0.24630,0.52770,49.60260,20.58380,20.58380,25.29750,20.47350,15.70160,0.51360,6.97820,14.93230,24.44360,17.60820,-92.04150,7.88680,13.03430,21.73280,0.3606,-0.9169
2015-06-30,0.99520,0.22520,0.48130,47.62330,15.61720,15.61720,20.04690,15.56490,9.57890,0.54630,7.44250,15.48800,23.56670,13.37200,-125.90400,6.39950,10.18350,23.22710,0.2606,1.6509
2014-06-30,0.93750,0.22060,0.50610,47.54100,18.69600,18.69600,22.91770,18.15700,15.30890,0.51570,5.77450,11.65060,31.32870,15.47670,-73.14530,7.38770,11.87030,25.81380,-0.2698,-0.2275
2013-06-30,0.79870,0.21760,0.45910,50.08360,17.24620,17.24620,20.96840,17.69810,13.81500,0.57530,5.78820,12.31040,29.64980,16.20940,-60.67810,7.86500,12.47210,25.05520,0.5586,-0.2457
2012-06-30,0.87970,0.24770,0.46500,49.50250,15.89520,15.89520,19.80220,15.27690,12.80390,0.62010,6.16140,13.51450,27.00800,14.56080,-44.14750,6.91900,10.75020,23.30240,0.076,0.7382
2011-06-30,0.80500,0.24470,0.47080,50.85450,19.10510,19.10510,22.60430,18.49110,14.25820,0.58620,5.40170,12.92490,28.24000,17.52060,-52.73880,8.45510,12.99290,24.58730,-0.7642,-1.7908
2010-06-30,0.77350,0.25800,0.48560,52.24520,20.28180,20.28180,24.28870,19.16790,16.13700,0.60520,5.80230,14.53930,25.10440,18.03630,-44.82220,8.46600,13.10520,21.60680,0.4747,1.1569
2009-06-30,0.70890,0.24580,0.58330,49.55280,20.04590,20.04590,24.06450,18.79290,17.51900,0.56880,5.62350,13.14150,27.77450,17.20970,-41.49830,7.92090,12.70910,21.72850,4.73,4.0481
