,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-01-31,1.56140,0.93370,14.08500,72.54820,-42.89350,-42.89350,-28.49970,-49.39970,-50.08470,0.46170,2.04620,178.38180,-601.10930,99.66290,-23.12430,-39.84810,1.39190,1.987,2.1868
2021-01-31,2.14620,0.59090,1.44460,75.44860,-34.99560,-34.99560,-19.98080,-40.41690,-40.72780,0.37990,2.00090,182.41920,-56.96220,-1714.33400,-15.47210,-23.30160,9.77040,0.6982,1.057
2020-01-31,2.15110,0.46170,0.85760,81.78040,-12.17240,-12.17240,-1.48230,-14.05940,-14.27210,0.43370,2.81250,129.77990,-16.83820,-71.91080,-6.18940,-9.06470,12.67160,-3.9276,-4.4511
2019-01-31,3.23260,0.51810,1.07500,80.88330,-13.93080,-13.93080,-5.15010,-14.59730,-15.28430,0.40060,3.83900,95.07720,-18.12460,-29.77770,-6.12360,-8.73480,10.19300,0.1549,0.1425
2018-01-31,2.30390,,,80.41380,-14.16280,-14.16280,-7.47180,-14.42640,-14.53010,0.61190,3.30240,110.52420,-16.81380,-20.63560,-8.89100,-16.81380,7.92050,0.3725,0.5645
2017-01-31,2.03840,,,79.75200,-35.62050,-35.62050,-28.31510,-36.24060,-36.82420,0.54900,3.95990,92.17450,-43.15410,-54.05360,-20.21830,-43.15410,5.86980,0.2794,0.3458
2016-01-31,2.44550,,,82.92700,-43.07420,-43.07420,-40.15830,-42.88290,-41.70520,0.43490,3.67950,99.19850,-32.43750,-40.60100,-18.13930,-32.43750,6.53330,0.3597,0.0711
2015-01-31,2.88430,,,84.83440,-47.86470,-47.86470,-45.09370,-47.64960,-48.15440,0.36130,3.51110,103.95510,-26.69500,-27.69920,-17.40000,-26.69500,6.58360,0.1652,0.1374
2014-01-31,4.77650,,,88.16180,-25.87610,-25.87610,-23.66480,-26.10580,-26.10770,0.29090,3.63080,100.52780,-10.06590,-10.48490,-7.59450,-10.06590,6.76060,0.1216,0.1461
2013-01-31,3.22120,,,89.23120,-11.07500,-11.07500,-8.72560,-18.07950,-18.43790,0.50950,3.11100,117.32460,-15.44180,-15.44180,-9.39470,-15.44180,2.35380,-0.1269,0.1562
2012-01-31,1.01650,2.27700,-3.12280,90.40590,-7.18090,-7.18090,-5.42820,-8.94010,-9.08730,1.47110,3.50660,104.08960,26.39390,1499.58700,-13.36850,-1914.98200,-0.03170,0.2358,-0.0774
2011-01-31,1.13070,,0.05020,89.95250,-4.97240,-4.97240,-3.52630,-5.55660,-5.74530,1.70770,4.68230,77.95340,10.42650,-110.44690,-9.81160,-110.44690,0.18060,0.4101,0.352
2010-01-31,,,,90.60000,-20.86570,-20.86570,-18.18570,-21.06290,-21.28860,,,,,,,,,0.0623,0.0374
2009-01-31,,,,100.00000,100.00000,100.00000,100.00000,100.00000,-81.36150,,,,,,,,,0.0,0.0
