,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.20340,0.07320,0.07890,78.34730,24.82140,24.82140,32.27020,24.71420,19.89560,0.62790,8.65950,42.15020,18.45470,22.19880,12.49150,17.10460,48.09220,-1.4953,-6.5429
2021-12-31,3.15430,,,80.79440,39.64500,39.64500,46.40080,40.09530,33.38450,0.71050,8.40010,43.45190,31.52650,37.47810,23.71870,31.52650,45.55970,6.7593,5.4989
2020-12-31,5.05110,,,80.58280,38.00500,38.00500,45.98730,38.59710,33.90450,0.53960,7.58400,48.12740,22.71880,26.83370,18.29450,22.71880,45.02980,0.79,0.8073
2019-12-31,4.39950,,,81.93700,33.92790,33.92790,42.04850,35.09630,26.14680,0.53010,7.42770,49.14030,18.29220,22.69630,13.85930,18.29220,35.43270,2.6047,2.1174
2018-12-31,7.19400,,,83.24620,44.61660,44.61660,52.34430,45.41890,39.59850,0.57370,7.35970,49.59450,26.28410,34.26520,22.71770,26.28410,29.47690,1.8297,-0.6563
2017-12-31,12.91570,,,86.58400,49.69620,49.69620,57.13720,50.65800,39.16070,0.48100,6.97070,52.36220,21.43190,29.37580,18.85150,21.43190,25.58400,2.6852,1.9428
2016-12-31,11.96560,,,86.29060,44.96350,44.96350,53.43730,45.29270,36.86230,0.42550,6.92160,52.73340,17.26020,26.51220,15.72790,17.26020,20.46820,1.8898,1.2387
2015-12-31,11.24780,0.00240,0.00260,84.00830,34.72220,34.72220,45.57120,34.54930,20.46520,0.36290,7.00590,52.09920,8.34050,16.07250,7.46450,8.32040,15.60270,0.8672,0.6702
2014-12-31,9.40310,0.00330,0.00650,82.72900,40.06100,40.06100,50.03210,39.38710,23.46380,0.31190,7.42910,49.13120,8.14490,20.72470,7.35630,8.11820,12.99350,1.0726,0.9264
2013-12-31,11.88180,0.01510,0.03080,76.18140,35.61990,35.61990,48.46290,34.98480,18.94060,0.43990,7.09830,51.42090,9.69620,10.91070,8.38220,9.54990,6.10260,0.9332,0.9622
2012-12-31,10.71010,0.14480,0.20040,73.19710,10.57180,10.57180,23.32480,9.70720,0.62880,0.33700,4.34960,83.91630,0.45090,0.51120,0.35090,0.38560,4.98300,-0.283,-0.4512
2011-12-31,5.12120,0.07510,0.13820,76.82570,47.31880,47.31880,56.02260,45.67500,18.00050,0.58620,6.78430,53.80090,23.34270,21.11040,15.79530,18.87860,3.69180,0.5336,0.3389
2010-12-31,5.77380,0.14510,0.21880,75.02530,52.27960,52.27960,59.32120,51.06380,18.84500,0.66020,5.29220,68.96910,39.17260,29.33200,20.26760,23.96200,1.76780,0.4369,0.2417
2009-12-31,,,,71.29990,33.71940,33.71940,43.75810,32.68980,15.70140,,,,,,,,,0.0567,0.0447
