,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.29540,0.41920,16.56790,16.56790,17.06830,15.40040,12.36790,0.32980,20.46280,21.03950,4.09010,14.41860,25.58410,1.3843,0.6731
2021-12-31,0.32890,0.49000,15.12440,15.12440,16.49590,13.56790,10.81380,0.29470,15.46280,15.86650,3.21320,10.37780,25.14500,2.0973,1.9584
2020-12-31,0.30110,0.43080,10.56110,10.56110,12.22880,8.70240,6.55240,0.28310,8.42560,8.65780,1.86310,5.88860,23.71540,1.7791,2.9884
2019-12-31,0.30030,0.42920,12.73480,12.73480,14.16970,10.79350,8.62980,0.29640,11.17930,11.49810,2.56540,7.82180,22.23900,1.7771,3.0231
2018-12-31,0.33730,0.50910,12.60170,12.60170,14.30630,10.55810,8.33040,0.30900,11.84470,12.23090,2.60710,7.84910,19.96350,-0.2894,-1.0387
2017-12-31,0.31420,0.45810,11.97260,11.97260,13.44250,10.05590,7.14520,0.31620,10.15080,10.49530,2.27710,6.96160,19.93780,-0.4902,-0.4891
2016-12-31,0.32870,0.48970,13.55250,13.55250,14.67680,11.71170,7.86390,0.32760,11.87700,12.22470,2.58290,7.97270,18.63360,-0.0755,-0.3083
2015-12-31,0.32050,0.47160,11.97500,11.97500,13.15650,10.15800,6.98950,0.33160,10.88030,11.25260,2.31980,7.39360,16.69970,0.5649,-0.7068
2014-12-31,0.34680,0.53100,15.15470,15.15470,16.40090,13.35680,9.10210,0.32830,14.04810,14.52210,2.99130,9.17550,16.21450,-0.1451,0.6879
2013-12-31,0.31750,0.46510,12.82770,12.82770,14.43630,10.90560,7.80090,0.31180,11.56460,11.86360,2.45870,7.89330,14.68580,0.4941,0.8766
2012-12-31,0.32790,0.48780,14.22210,14.22210,15.99790,12.05330,8.76770,0.28890,11.77830,12.02190,2.53350,7.91670,14.16630,0.0497,-0.4384
2011-12-31,0.30560,0.44020,12.13340,12.13340,13.84040,9.95130,7.58750,0.28020,9.87510,10.09910,2.12530,6.85690,12.80100,0.7516,0.4609
2010-12-31,0.31970,0.46990,14.94220,14.94220,16.69630,12.67780,9.44960,0.26950,12.04050,12.34180,2.54830,8.19140,11.69300,0.4501,0.3893
2009-12-31,0.30690,0.44290,10.61160,10.61160,12.39160,8.62590,6.97460,0.25570,8.58090,8.80230,1.78360,5.94700,10.22580,0.8433,0.762
