,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,2.86370,0.23980,0.38310,48.34150,8.45110,8.45110,26.57150,8.65580,8.21560,0.32760,10.96910,33.27520,3.50070,4.09690,1.99710,2.66120,98.45980,-1.7883,-4.3885
2020-12-31,2.68090,0.24220,0.40020,48.48260,13.39430,13.39430,34.60700,21.56610,20.98720,0.32180,11.40380,32.00700,10.08090,12.03960,5.71880,7.63890,86.37440,-0.9522,-0.5676
2019-12-31,2.88510,0.25310,0.38880,41.48680,5.87210,5.87210,23.71510,-0.31760,1.91850,0.35650,11.92350,30.61180,-1.32990,-1.56870,-0.75790,-0.99330,71.31560,-3.1546,-2.1525
2018-12-31,2.72790,0.23880,0.37080,49.40840,15.18550,15.18550,31.01640,26.71420,26.95620,0.34370,15.04150,24.26630,12.89920,15.32570,7.58800,9.81940,72.87560,0.4133,-1.1289
2017-12-31,1.84240,0.23080,0.36500,49.21740,18.49010,18.49010,32.34620,25.08820,21.57430,0.33690,17.87930,20.41470,15.31840,18.64010,7.26300,11.78300,52.68810,5.2362,4.8543
2016-12-31,2.16390,0.27200,0.47980,49.99400,14.24400,14.24400,26.04790,20.56600,16.48810,0.38760,15.83630,23.04840,12.56970,15.87660,6.37130,9.15050,38.26080,0.6654,1.2404
2015-12-31,2.99710,0.29720,0.43690,58.63620,17.58250,17.58250,26.41160,57.10400,50.71300,0.44900,11.31290,32.26420,40.40500,52.70310,21.93540,28.39500,35.80610,0.3449,0.2491
2014-12-31,3.24810,0.30930,0.49180,61.49940,26.10230,26.10230,34.20040,29.50840,26.88370,0.49220,13.38580,27.26770,23.27150,38.72300,12.28500,16.07410,24.15350,1.7102,0.8039
2013-12-31,3.90010,0.29810,0.43430,64.08760,35.03550,35.03550,43.33750,38.14500,32.92950,0.45000,14.38300,25.37720,25.46670,51.34250,14.58900,17.87520,19.17600,0.9985,0.7724
2012-12-31,4.20980,0.27110,0.45610,71.09060,49.54410,49.54410,56.33750,53.64220,46.87540,0.48840,17.79520,20.51110,39.68890,50.15920,22.75350,28.92930,12.01890,1.8822,1.5909
2011-12-31,3.59650,0.12390,0.15440,73.12620,52.25080,52.25080,58.35330,53.85340,45.65450,0.62130,24.18620,15.09130,41.69230,52.44790,29.16150,36.52820,,1.5828,1.192
2010-12-31,3.44160,0.01010,0.01020,72.84520,50.01750,50.01750,55.72590,51.30910,44.53700,0.71640,26.65980,13.69100,43.04370,43.98280,32.74740,42.60810,,1.0789,0.8635
2009-12-31,3.46000,,,63.66180,36.08500,36.08500,43.21210,37.84070,33.38860,0.72190,27.50530,13.27020,31.22840,32.50140,24.10790,31.22850,,0.9607,0.7876
