,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.44180,1.08110,39.59290,29.82590,0.03770,16.08050,23.30190,1.17910,7.87990,25.35460,5.4476,5.1397
2021-12-31,0.34740,0.58900,42.55290,32.17180,0.03910,13.78520,16.87070,1.31210,8.13960,32.52890,3.2865,3.3697
2020-12-31,0.39320,0.71240,27.58250,20.30700,0.03180,6.79690,7.90230,0.69720,3.74700,32.42470,-2.0176,-2.172
2019-12-31,0.41380,0.76600,40.72760,30.76830,0.04640,12.92650,15.94210,1.48320,6.94440,29.90900,-1.6333,-1.8181
2018-12-31,0.47030,1.04150,41.12750,31.50380,0.04600,14.69940,17.14090,1.50130,7.14890,25.13030,2.1683,2.3137
2017-12-31,0.47890,1.17690,44.06150,31.13450,0.04760,14.64170,16.91230,1.53430,7.00420,23.37830,-0.737,-0.694
2016-12-31,0.46990,1.11230,36.99730,24.66490,0.04200,10.35500,11.81200,1.08530,5.03920,21.62890,-0.2587,-0.2971
2015-12-31,0.49910,1.10070,38.51790,26.41690,0.04350,11.73400,13.47870,1.20950,5.38510,20.21450,0.5311,0.5747
2014-12-31,0.48860,1.06400,35.34950,24.43790,0.04140,10.34600,11.98290,1.06920,4.84130,19.00980,-2.6729,-2.4793
2013-12-31,0.39710,0.77240,39.60970,27.42800,0.05030,13.43440,16.27450,1.39980,7.52710,17.10030,2.4314,2.4341
2012-12-31,0.33980,1.03650,35.12960,24.49530,0.05160,11.77620,14.81550,1.29130,7.54950,15.60280,0.2125,0.0714
2011-12-31,0.42220,1.00120,32.76080,19.57420,0.04780,10.09880,12.83500,1.10970,5.66000,14.40630,-1.6447,-1.7118
2010-12-31,0.40430,0.81040,19.60380,10.42750,0.04320,7.22230,6.98580,0.67830,3.18550,17.68240,-1.0895,-1.0695
2009-12-31,0.43770,0.89680,16.69930,11.12560,0.04050,7.45350,7.17340,0.65000,3.07030,16.97590,5.2259,4.9118
