,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.40520,0.34390,0.52410,61.73760,18.69890,18.69890,35.21000,18.19370,14.47950,0.43560,5.32480,68.54680,12.01030,45.35400,6.30670,7.88020,27.86150,-0.5277,-0.0953
2021-12-31,2.42990,0.30370,0.43620,63.33790,22.62630,22.62630,40.44250,21.03940,18.82690,0.42530,5.12070,71.27910,14.38500,31.62490,8.00670,10.01570,28.22230,1.1171,2.2585
2020-12-31,2.54500,0.30960,0.44850,64.58350,20.59110,20.59110,37.51380,19.26370,17.41800,0.41190,4.84530,75.33080,13.10320,23.78340,7.17470,9.04600,26.12810,0.9235,-0.0909
2019-12-31,3.21870,0.33460,0.50300,65.86890,18.97000,18.97000,35.78390,18.40190,16.52030,0.41300,5.24260,69.62190,13.06840,25.45090,6.82240,8.69510,22.57990,0.4708,-0.5464
2018-12-31,2.09410,0.21500,0.48890,64.87400,13.35430,13.35430,30.90760,12.63920,10.99190,0.49700,5.65650,64.52800,9.34790,19.42400,5.46290,7.33840,19.59340,1.3221,1.3255
2017-12-31,2.94780,0.16470,0.19720,64.81220,12.62690,12.62690,28.34200,12.62300,8.94990,0.53540,5.39390,67.66950,6.62510,13.39930,4.79180,5.53400,19.79170,-0.3097,-0.9164
2016-12-31,3.49700,0.16560,0.19850,65.54050,19.86850,19.86850,34.90010,19.86220,13.65970,0.53690,6.37010,57.29910,9.94700,17.37040,7.33400,8.29940,18.61060,0.5495,1.221
2015-12-31,3.76970,0.16530,0.19800,66.97900,21.21330,21.21330,35.68860,20.77970,14.62630,0.52550,5.77670,63.18500,10.29860,17.71280,7.68600,8.59620,17.61100,0.7659,0.058
2014-12-31,3.78000,0.17040,0.20540,68.89090,24.92620,24.92620,38.31140,24.43010,17.00460,0.49080,5.95880,61.25440,11.33820,18.95680,8.34550,9.40650,16.51890,0.5299,0.2021
2013-12-31,3.91280,,,67.61010,26.23500,26.23500,37.92320,26.58900,18.59960,0.53350,5.80140,62.91540,11.16160,16.35360,9.92290,11.16160,14.72400,0.1859,-0.0291
2012-12-31,3.58910,,,61.43230,22.88930,22.88930,37.74890,23.40640,14.84690,0.52830,6.28010,58.11990,8.69610,13.26760,7.84380,8.69610,13.19450,0.5368,0.2591
2011-12-31,7.56120,,,60.83820,25.08760,25.08760,39.57810,26.51580,17.34120,0.49390,5.49240,66.45590,9.31730,12.11760,8.56550,9.31730,12.14750,0.2684,0.3368
2010-12-31,5.91430,,,70.35880,24.84180,24.84180,38.88550,25.63260,16.72750,0.43510,5.83690,62.53370,7.86280,10.30060,7.27770,7.86280,11.66970,-0.1386,-0.5723
2009-12-31,2.32570,,0.11490,70.92980,25.99290,25.99290,40.33790,27.59240,16.97110,0.41190,5.57320,65.49190,8.39200,11.94930,6.98980,8.39200,10.15320,2.2496,1.6769
