,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,3.02560,,0.02040,59.17990,26.36850,26.36850,29.87640,26.63620,22.67800,0.90110,3.96250,6.42390,56.81950,29.18870,35.87150,20.43560,29.18870,15.73770,-2.5767,-2.7969
2021-12-31,3.19980,0.03370,0.04230,59.59300,32.42660,32.42660,35.81550,31.35280,27.40000,0.97200,6.14900,6.72340,54.28840,39.59460,49.23310,26.63370,38.26200,15.79310,1.2344,1.5235
2020-12-31,3.44630,0.14580,0.18580,57.20840,29.74260,29.74260,33.80300,28.86510,25.12110,0.85460,6.01170,6.27420,58.17440,35.52970,47.46020,21.46970,30.34880,13.28550,1.5222,1.2619
2019-12-31,3.07750,0.21050,0.26670,58.38120,24.12470,24.12470,29.38210,22.90980,20.36930,0.82340,4.85600,6.33320,57.63240,31.58230,49.82360,16.77310,24.93370,8.89460,0.749,0.5926
2018-12-31,3.63750,,0.02380,58.09180,22.55320,22.55320,27.94270,22.26770,21.50510,0.77620,5.73400,7.21260,50.60570,29.67640,44.50930,16.69170,29.67630,8.67330,-0.631,-0.7023
2017-12-31,4.99690,0.15780,0.18730,57.16790,24.58770,24.58770,29.64600,24.54420,12.06080,0.68710,8.51110,7.83260,46.60000,13.19030,15.88190,8.28710,11.10920,9.99060,0.86,0.7583
2016-12-31,4.35690,0.16170,0.19290,54.67610,-3.59160,-3.59160,17.79470,-3.14050,-2.47660,0.63470,5.84480,9.11040,40.06390,-2.37450,-2.88530,-1.57180,-1.99060,9.18110,0.2637,0.2641
2015-12-31,3.37920,,,55.84630,14.81900,14.81900,23.40490,15.43840,12.59330,0.64330,4.71350,7.75970,47.03770,10.50350,16.68440,8.10130,10.50350,9.65320,-0.2277,0.1103
2014-12-31,4.26630,,,53.33140,5.85150,5.85150,21.11050,5.78800,4.93210,0.64910,7.31500,10.91030,33.45470,3.90920,5.03250,3.20160,3.90920,9.59770,1.0705,0.7642
2013-12-31,3.02810,,0.09400,56.64140,13.35210,13.35210,23.90490,14.14090,11.55150,0.54300,4.48840,9.05810,40.29550,8.30930,12.03110,6.27220,8.30930,10.35350,-0.6096,-0.5454
2012-12-31,4.15030,0.08770,0.09750,53.48040,17.34530,17.34530,26.12840,16.05410,13.10090,0.68200,5.52840,10.79860,33.80080,12.20500,19.55020,8.93450,11.13410,9.46400,0.5383,0.4007
2011-12-31,2.94340,0.09610,0.10800,49.81050,16.19930,16.19930,23.66440,15.00430,25.88220,0.65290,4.48100,11.04970,33.03250,22.85340,45.29880,15.71560,20.65790,8.19810,-1.285,-1.3293
2010-12-31,3.23510,0.11800,0.13600,54.75700,26.49390,26.49390,32.46490,25.30690,24.57090,0.86510,6.06450,9.28060,39.32920,33.83500,37.99780,20.97330,29.84130,6.16470,1.7948,1.6975
2009-12-31,2.69020,0.17510,0.21560,38.51770,-16.05990,-16.05990,-2.62960,-18.50780,-17.21540,0.62930,5.26200,6.20770,58.79810,-20.36820,-26.41810,-10.95760,-16.80110,3.79960,0.702,0.464
