,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.34890,0.37040,0.58820,80.03570,23.13930,23.13930,29.45160,20.53940,16.19370,0.41250,3.03720,120.17650,13.63570,-71.10020,6.67940,8.58540,19.54540,0.5661,0.61
2021-09-30,1.37690,0.41390,0.70620,79.46490,21.06890,21.06890,27.84940,21.67800,26.39080,0.40090,3.34000,109.28270,23.39620,-89.58220,10.58050,13.71280,17.39860,1.1048,1.0697
2020-09-30,1.22430,0.41140,0.69900,77.07980,14.45840,14.45840,22.65250,9.23650,8.96140,0.43110,3.51240,103.91810,9.08710,-30.74400,3.86360,5.34850,12.38530,-0.4111,-0.0377
2019-09-30,1.22640,0.35760,0.55670,74.08650,5.02070,5.02070,11.21870,1.61670,-2.18690,0.47120,3.36860,108.35290,-2.28450,13.32170,-1.03060,-1.46760,10.46130,0.3253,0.0832
2018-09-30,0.86200,0.42380,0.73550,73.70790,5.84730,5.84730,12.88600,2.30760,4.18630,0.53320,9.60440,38.00330,5.94420,-10.23230,2.23210,3.42500,7.41300,0.9447,0.8565
2017-09-30,0.98180,0.44590,0.80460,71.77910,3.58800,3.58800,11.03980,-0.12080,0.53600,0.49320,7.64310,47.75540,0.70460,-1.12370,0.26430,0.39050,7.67720,-0.4469,-0.4352
2016-09-30,0.98180,0.47140,0.89190,71.44620,-3.24530,-3.24530,4.34360,-5.89130,-4.77540,0.48620,7.06840,51.63840,-6.46340,8.54420,-2.32190,-3.41630,7.32960,0.0483,0.0838
2015-09-30,1.14160,0.41810,0.77670,73.33310,3.31540,3.31540,10.04180,2.11310,3.78870,0.56800,6.36290,57.36370,5.52880,-9.50820,2.15200,3.21700,7.56230,-0.9876,-1.0409
2014-09-30,1.16840,0.40730,0.71660,72.46190,14.48640,14.48640,20.18350,13.71530,11.80530,0.61680,5.75750,63.39590,18.76050,-32.32910,7.28170,11.11870,7.42350,0.6851,0.7163
2013-09-30,1.28680,0.20790,0.27860,71.16140,9.84310,9.84310,15.76100,9.75880,11.11440,0.70730,5.64600,64.64710,15.51780,-124.22150,7.86090,12.29210,7.82200,0.0169,0.0397
2012-09-30,1.82490,0.31260,0.46410,70.36440,10.20130,10.20130,15.49500,9.61520,-2.81900,0.70090,5.77670,63.18500,-4.44000,-3446.60900,-1.97570,-3.05220,6.66870,1.1858,1.151
2011-09-30,1.27280,0.19560,0.24310,69.42730,10.03590,10.03590,15.38270,8.95910,7.32030,0.71610,5.06880,72.00850,10.38350,-671.51900,5.24180,8.35290,7.03530,-0.6557,-0.6627
2010-09-30,1.25440,,,69.53660,7.40310,7.40310,13.55940,8.13190,2.41260,0.77280,5.96670,61.17280,3.26080,12.13160,1.86430,3.26080,6.45200,0.7125,0.746
2009-09-30,1.11200,,0.07600,66.98320,2.05660,2.05660,8.62360,1.83020,3.35990,0.69480,5.63170,64.81210,4.13900,19.09680,2.33460,4.13900,6.56820,0.5937,0.3373
