,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.94460,0.31500,0.45980,43.80530,2.38300,2.38300,10.53910,-1.15490,-0.52960,1.11090,8.39500,12.13370,30.08150,-1.86380,-2.16450,-0.58830,-1.27680,14.25920,0.089,-0.2546
2021-12-31,1.13580,0.26070,0.35260,42.03250,5.29540,5.29540,12.62440,8.12030,7.10140,1.11720,8.34390,14.28420,25.55270,24.13400,27.15300,7.93340,17.84280,13.58670,-1.9786,-3.9226
2020-12-31,1.05020,0.25410,0.34060,39.56780,5.93140,5.93140,12.45360,6.26270,5.52520,1.20200,9.80490,15.73080,23.20300,22.83740,27.21240,6.64110,17.03480,9.28470,2.6573,0.4798
2019-12-31,1.09700,0.27390,0.37730,40.99000,5.18360,5.18360,12.95090,4.98210,4.13090,1.24540,8.07610,13.47630,27.08470,18.67230,24.49580,5.14460,13.55730,6.23090,0.7485,0.622
2018-12-31,1.09810,0.35040,0.53950,40.24740,5.33350,5.33350,11.92080,4.83540,4.32530,1.43180,8.10270,13.96460,26.13760,23.13030,34.73330,6.19310,15.02450,4.43470,1.2097,1.0975
2017-12-31,1.04000,0.47170,0.89300,37.06840,2.30850,2.30850,8.76170,2.13980,1.70520,1.35460,6.97540,13.51160,27.01390,10.94590,21.12260,2.30980,5.78240,2.86250,0.0854,-0.2387
2016-12-31,1.04480,0.28520,0.39900,35.09310,3.07820,3.07820,9.04650,2.86200,1.74350,1.63050,7.70130,16.30740,22.38260,12.29450,15.29580,2.84290,8.78830,2.02150,0.5152,0.3003
2015-12-31,1.05360,0.38070,0.61470,33.04020,2.08680,2.08680,7.95660,1.46530,0.55700,1.65270,6.99510,18.92570,19.28590,4.45310,6.19220,0.92050,2.75790,1.42080,0.5215,0.57
2014-12-31,1.11530,0.43490,0.76950,29.48260,0.20000,0.20000,5.53330,-0.12470,-0.27080,1.63270,7.56140,15.85670,23.01860,-2.24370,-3.24710,-0.44220,-1.26800,1.15490,0.1518,-0.0075
2013-12-31,1.07160,0.24670,0.32740,27.22690,1.00060,1.00060,5.36990,0.67960,0.36800,1.85390,7.31090,15.61820,23.37020,2.81140,3.86410,0.68230,2.11800,1.06170,0.1273,0.1748
2012-12-31,1.12070,0.27350,0.37650,24.75240,1.10650,1.10650,4.64050,0.89040,-0.06380,1.87660,7.62250,16.00550,22.80470,-0.47610,-0.69150,-0.11980,-0.34590,0.90220,0.0381,-0.1833
2011-12-31,1.17410,0.03180,0.03290,22.44110,1.79300,1.79300,4.04560,1.94270,1.31250,1.90190,7.46960,18.69970,19.51900,8.13460,10.87560,2.49620,7.87570,0.85240,0.0401,-0.049
2010-12-31,1.32540,0.18530,0.22740,22.34530,4.11060,4.11060,5.77130,4.37670,3.36800,1.81970,8.29510,21.55260,16.93530,16.78320,20.88850,6.12860,13.67360,0.76100,0.0107,-0.0544
2009-12-31,1.33040,,,22.56720,4.60650,4.60650,6.14880,4.73700,3.68030,1.77430,8.74160,24.80670,14.71380,17.15810,22.42110,6.53010,17.15810,0.59200,0.3725,0.3303
