,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.24790,1.16200,37.49350,26.04870,0.02740,12.72040,10.19390,0.75970,7.42670,275.38360,15.1401,13.5227
2021-12-31,0.13400,0.15900,47.01420,30.54880,0.02740,15.99170,12.89660,0.98100,10.80870,282.71600,5.8713,5.5466
2020-12-31,0.09100,0.10260,46.12130,31.53300,0.03270,15.98910,15.72490,1.12020,13.94850,162.52310,4.8586,4.4307
2019-12-31,0.04990,0.05520,50.14010,35.40950,0.04520,18.86660,18.41820,1.66890,17.00370,128.17640,4.89,4.5005
2018-12-31,0.11680,0.25220,53.42430,38.17330,0.04480,19.20950,19.20950,1.77650,16.96520,100.11870,5.2266,5.3281
2017-12-31,0.13870,0.40030,46.39280,26.01750,0.03680,12.01960,12.01960,1.01370,10.35270,81.75290,3.1231,3.187
2016-12-31,0.17400,0.34640,42.69530,25.50560,0.03360,10.33260,10.33260,0.87340,8.53460,72.28230,2.4782,2.4984
2015-12-31,0.19290,0.47150,43.62550,24.85690,0.03100,11.24490,11.24500,0.83880,9.07570,64.58500,1.3935,1.2093
2014-12-31,0.10020,0.11330,48.35650,19.26980,0.03480,11.81370,11.81370,1.21680,10.62960,79.56280,1.4012,1.1999
2013-12-31,0.12880,0.14950,52.92190,16.41470,0.04950,17.69160,17.69160,2.06220,15.41310,67.23420,-0.642,-0.5298
2012-12-31,0.14940,0.23950,39.93950,19.26160,0.03990,9.58890,9.58890,1.09730,8.15580,58.37800,0.5678,0.5096
2011-12-31,0.21150,0.26820,44.52920,19.04710,0.04520,12.56640,12.56640,1.41620,9.90850,51.72360,-0.0295,-0.0997
2010-12-31,0.40890,0.71300,31.91740,15.28910,0.03540,7.82580,7.82580,0.78060,4.62600,41.36170,1.2986,1.1286
2009-12-31,0.36750,0.60740,11.76430,5.81810,0.03030,0.72180,0.72180,0.08290,0.45650,35.65990,2.544,2.0771
