,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,2.23990,0.01270,0.20780,53.61600,18.73970,18.73970,22.47880,24.09020,19.24160,0.57020,42.12060,15.90530,22.94840,17.09950,17.83770,11.04910,16.88270,23.79320,0.1144,-0.0046
2020-12-31,2.30690,,0.23500,52.91830,19.73530,19.73530,24.42910,20.86700,16.37470,0.51920,55.83290,16.09700,22.67500,14.85610,15.64360,8.69090,14.85610,18.98880,1.8888,1.9052
2019-12-31,2.22540,,0.26890,53.26590,23.27880,23.27880,27.69090,27.65530,35.84930,0.52840,42.55700,14.20870,25.68850,21.51780,22.87250,12.01220,21.51780,13.92420,0.807,1.1165
2018-12-31,1.95720,,0.29680,42.29450,11.75310,11.75310,14.85550,13.31830,9.16130,0.77220,7.72310,15.65970,23.30830,14.07340,15.23260,7.44810,14.07340,10.46290,0.2418,0.1046
2017-12-31,2.60830,,0.14260,47.89600,22.46460,22.46460,23.94670,24.05000,19.79220,0.76170,5.14880,14.94640,24.42050,23.36410,23.66650,15.27370,23.36410,10.86870,-0.6169,-0.7963
2016-12-31,2.55540,,0.09920,56.74300,33.07820,33.07820,33.93600,36.39550,30.39520,0.65790,10.46490,8.98050,40.64350,30.66030,31.13710,20.32140,30.66030,8.44100,1.4865,1.4417
2015-12-31,2.94910,,0.07750,58.78040,31.89120,31.89120,32.69130,35.56700,29.53620,0.55400,11.49390,8.72290,41.84400,23.31530,23.50680,16.61160,23.31530,6.88600,0.442,0.3718
2014-12-31,4.10460,,0.08780,72.15410,40.68300,40.68300,42.17240,46.60220,40.61030,0.38590,,13.41470,27.20900,20.53120,20.59970,15.79890,20.53120,230.39490,0.1162,0.0387
2013-12-31,5.38550,,0.04840,73.04790,47.33070,47.33070,49.18700,54.10700,48.33720,0.37460,,22.84710,15.97580,22.03440,22.04650,18.10420,22.03430,,0.297,0.2861
2012-12-31,4.99620,,,68.56360,45.26040,45.26040,48.10760,52.16740,43.73340,0.42540,,30.43560,11.99250,23.31480,23.33210,18.86850,23.31480,,0.0435,0.0995
2011-12-31,6.34120,,,67.46090,45.58690,45.58690,49.60890,49.59430,44.20650,0.47200,,31.69250,11.51690,24.69210,24.80690,20.94070,24.69200,,0.3244,0.2942
2010-12-31,5.81270,,,67.33930,46.19590,46.19590,50.41040,46.77950,40.52540,0.47530,,21.49090,16.98400,22.99340,23.36970,19.29610,22.99330,,0.1896,0.2125
2009-12-31,5.78610,,,74.65430,53.86000,53.86000,57.68090,57.24490,48.89080,0.42680,,20.05800,18.19730,24.92070,25.69960,21.01950,24.92070,,0.4735,0.3814
