,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.04570,-25.10490,29.40140,29.40140,31.51700,25.29050,20.74690,0.38160,-616.78330,-28.86130,8.09080,28.16090,-2.08860,5.4479,5.1345
2021-12-31,0.87660,8.11050,17.14100,17.14100,19.81470,15.83700,10.29280,0.38200,112.95340,-16.83830,4.09810,13.93570,5.39110,-2.2885,-2.2895
2020-12-31,0.67020,2.15710,25.13100,25.13100,28.86320,22.28450,17.79320,0.34460,56.32150,-35.26120,6.28390,18.57510,15.88910,4.3123,4.6426
2019-12-31,0.65770,2.12790,19.69490,19.69490,24.81610,16.97990,13.91080,0.37450,45.60740,-28.60520,5.34940,15.61140,14.86000,0.8009,0.8373
2018-12-31,0.58690,1.48000,14.33610,14.33610,21.47630,11.56920,10.52930,0.40760,26.07250,-21.56440,4.16320,10.77160,17.57180,4.0104,3.7408
2017-12-31,0.54940,1.28360,10.65210,10.65210,19.56390,6.85140,12.26250,0.38320,9.35890,-7.99190,1.66740,4.21720,18.77220,-5.7898,-5.9146
2016-12-31,0.51480,1.12170,19.24750,19.24750,22.63790,14.89000,14.83690,0.35350,22.65000,-33.25370,4.70790,10.99030,21.11450,1.5264,1.6539
2015-12-31,0.45890,0.94070,16.74050,16.74050,20.30590,15.06330,14.60970,0.35260,20.68000,-27.42390,4.66090,11.19050,22.45740,1.0308,1.1806
2014-12-31,0.41990,0.84180,16.32210,16.32210,21.25360,14.65340,11.59820,0.40460,21.58050,-30.13270,4.80650,12.51970,23.68210,0.4901,0.3616
2013-12-31,0.31020,0.53560,14.14300,14.14300,19.51760,13.01740,9.42020,0.39060,14.00850,-33.96450,3.79490,9.66250,27.25310,1.2916,1.3744
2012-12-31,0.32240,0.53360,13.86140,13.86140,19.55010,11.98540,8.62430,0.37770,13.06860,-24.79940,3.34580,8.85570,25.10450,1.2802,1.1783
2011-12-31,0.33850,0.55320,14.14020,14.14020,19.29650,12.29730,8.67370,0.38190,12.43840,-25.72590,3.41770,8.22810,25.00000,0.3596,0.2565
2010-12-31,0.32580,0.54250,14.61470,14.61470,18.19780,12.44130,8.29420,0.29370,9.13800,-19.20550,2.61890,6.16070,24.99550,0.909,0.7861
2009-12-31,0.26890,0.36970,13.44310,13.44310,16.62940,12.49510,9.83540,0.33080,12.53910,-47.35740,2.96630,9.16680,20.39430,1.7176,1.2367
