,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.12180,0.38290,0.79220,31.04610,15.12600,15.12600,17.14950,13.58270,10.98380,0.88440,5.53060,5.75220,63.45400,29.42080,-67.46290,9.93390,18.15540,26.68040,-0.1524,-0.4953
2021-12-31,1.36160,0.41730,0.77190,31.61770,14.31270,14.31270,16.43060,12.66730,10.06900,0.78280,6.31490,5.81890,62.72680,23.22930,-57.43110,8.06870,13.53670,26.67190,0.6522,0.3952
2020-12-31,1.59160,0.41160,0.82030,30.53790,12.30700,12.30700,14.67000,10.34310,6.86410,0.68600,7.27490,5.65580,64.53520,15.42530,-45.02070,5.46020,9.07580,26.91330,-1.951,-1.7206
2019-12-31,1.77410,0.40240,0.76220,30.51720,12.77240,12.77240,14.98100,10.69830,10.79010,0.63810,7.10580,5.98550,60.98080,15.86760,-102.05820,5.66210,9.48320,30.68510,2.225,2.4931
2018-12-31,1.32820,0.34620,0.57910,30.47120,12.24990,12.24990,14.53690,10.18970,10.83620,0.68900,5.11530,4.60730,79.22260,14.47880,-40.44040,5.70980,9.46650,29.20490,-0.2739,-0.5217
2017-12-31,1.26740,0.29090,0.56390,30.89260,11.72950,11.72950,14.21790,9.98690,9.17480,0.78120,6.30810,5.73080,63.69040,18.56140,-54.12070,7.36080,13.16130,28.88780,0.0874,-0.1025
2016-12-31,1.55400,0.35570,0.60580,31.09800,11.86770,11.86770,14.47490,12.89000,10.92760,0.77650,6.71660,6.07690,60.06370,21.72870,-53.56670,8.39090,13.99930,25.93880,2.498,2.6992
2015-12-31,1.26340,0.38710,0.71740,30.24880,11.21520,11.21520,13.95270,9.38220,4.99670,0.79560,6.57650,6.18460,59.01710,12.02720,-18.72070,4.22970,7.37120,22.50390,-0.2305,-0.2948
2014-12-31,1.55690,0.38230,0.69880,30.31940,10.89640,10.89640,13.47490,9.38140,7.22730,0.74520,6.61030,6.08370,59.99620,15.14710,-29.27150,5.29350,9.35620,22.99510,-0.1112,-0.1794
2013-12-31,1.67710,0.30660,0.49380,29.37700,8.94700,8.94700,11.64890,6.71710,5.01030,0.69940,7.47990,5.96210,61.22000,8.98290,-27.47820,3.62780,6.22860,25.22760,-0.1896,-0.195
2012-12-31,1.38560,0.23870,0.44670,28.81810,8.94120,8.94120,11.72560,7.07360,8.49660,0.64860,7.45940,6.41050,56.93770,10.95540,-34.23090,4.28520,8.34050,24.45590,0.3509,0.1227
2011-12-31,1.27960,0.29100,0.51920,27.27730,3.43790,3.43790,6.24730,1.47800,2.68950,0.67720,7.25960,5.97530,61.08500,2.04110,-4.18480,0.75990,1.44720,23.61070,1.4513,1.44
2010-12-31,1.46700,0.26610,0.45710,28.14920,9.00930,9.00930,12.12900,7.21870,4.58680,0.70040,7.80750,6.29490,57.98350,9.71080,-30.44780,3.91480,7.12660,24.55620,-3.2242,-3.1553
2009-12-31,1.13310,0.28820,0.57090,27.45770,6.80450,6.80450,10.04450,4.56830,3.46910,0.65070,8.02410,6.21200,58.75760,7.14630,-11.46410,2.56520,5.08700,22.38100,5.2707,4.7162
