,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.79010,0.34290,0.73960,39.28970,-110.95130,-110.95130,-84.26490,-112.41050,-115.08810,0.22960,1.44600,252.41980,-61.36780,86.82190,-26.40410,-40.32530,46.06770,-1.2241,-1.5109
2021-12-31,0.74020,0.23840,0.42980,37.43600,7.60250,7.60250,36.75150,5.68570,3.00500,0.16730,1.70330,214.28660,0.89530,-2.03750,0.51130,0.68190,77.76360,0.6611,0.4472
2020-12-31,0.80070,0.24440,0.40590,33.49270,4.39770,4.39770,34.23360,2.11920,1.25880,0.14970,1.66360,219.40130,0.33260,-0.77170,0.19560,0.25130,79.53710,1.7408,1.7761
2019-12-31,0.83720,0.25840,0.40830,36.03020,9.37770,9.37770,33.26240,3.99690,2.88400,0.12330,1.45370,251.08100,0.61270,-1.39070,0.36150,0.45440,80.54720,-0.6593,-0.6217
2018-12-31,1.19460,0.45890,0.87900,33.88340,17.30980,17.30980,34.37020,13.10700,10.04390,0.35440,3.21610,113.49100,8.61870,-10.67880,3.70640,4.66340,31.25990,0.8215,0.7724
2017-12-31,0.91950,0.41630,0.80990,33.15640,16.52050,16.52050,32.49880,11.25980,14.54780,0.35340,3.25620,112.09390,11.95930,-15.18250,5.27600,6.98030,32.49250,-0.6518,-0.6096
2016-12-31,1.35890,0.50750,1.06430,33.24650,13.91690,13.91690,27.18830,9.47800,5.94500,0.33920,3.68110,99.15470,5.54600,-5.14850,2.09750,2.73120,30.01520,1.9198,1.4892
2015-12-31,1.48430,0.54850,1.21650,33.36870,16.66160,16.66160,26.97090,15.72170,9.58160,0.25180,2.68020,136.18330,6.99480,-5.44660,2.51150,3.15800,29.03400,-0.1176,-0.2664
2014-12-31,1.54680,0.43030,0.75730,32.52770,19.81910,19.81910,29.89240,16.41980,10.58790,0.44170,3.76020,97.06960,10.73000,-16.51520,4.94470,6.11270,23.48720,0.4271,0.2826
2013-12-31,1.40610,0.39180,0.66330,32.50160,17.52980,17.52980,27.99420,13.58150,8.13240,0.43430,3.89780,93.64290,7.63810,-12.99990,3.68620,4.64560,23.18410,0.0857,-0.0617
2012-12-31,1.46740,0.38380,0.64550,31.74020,18.57030,18.57030,29.99590,14.29140,7.95750,0.42770,5.18960,70.33230,8.21660,-13.91640,4.11960,5.06290,23.09960,-0.2977,-0.3148
2011-12-31,1.23420,0.40620,0.72310,30.33450,18.65580,18.65580,30.66160,12.92310,8.34760,0.40550,5.56710,65.56320,7.43630,-10.57650,3.56510,4.41540,22.70810,0.7725,0.6864
2010-12-31,1.28650,0.42930,0.79130,30.93710,15.21690,15.21690,27.52250,11.62350,7.86110,0.36300,4.80310,75.99200,5.93910,-9.29780,2.74900,3.38960,21.73440,0.0606,0.0562
2009-12-31,1.34940,0.26150,0.38190,26.12700,7.69580,7.69580,19.52520,4.41110,2.85360,0.26510,3.94130,92.60970,1.27960,-5.16320,0.77870,0.94490,22.74660,2.9829,2.0952
