,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-11-30,1.10680,0.20530,0.29390,87.70310,34.63590,34.63590,39.49790,34.12470,27.01350,0.64810,8.52590,42.81070,33.84810,-2570.81100,17.50780,26.90050,30.41340,1.61,1.3951
2021-11-30,1.25060,0.21790,0.27860,88.18500,36.75640,36.75640,41.74850,36.14190,30.54800,0.57950,8.40520,43.42540,32.58770,1560.51800,17.70130,25.48630,31.15160,3.2229,3.3634
2020-11-30,1.47790,0.23690,0.31040,86.61800,32.92660,32.92660,38.80950,32.45260,40.87660,0.52990,9.20460,39.65420,39.65620,452.27860,21.66040,30.26290,27.69100,2.8205,2.7593
2019-11-30,0.79290,0.08590,0.39300,85.02370,29.25430,29.25430,36.03080,28.69040,26.41660,0.53810,7.27750,50.15440,28.02470,-156.80130,14.21350,25.61850,21.80120,0.8974,0.6308
2018-11-30,1.12920,0.30580,0.44060,86.76630,31.45070,31.45070,35.28240,30.94130,28.69320,0.48110,6.86390,53.17670,27.67540,-78.80330,13.80490,19.21120,19.19790,2.2777,2.097
2017-11-30,2.05470,0.18190,0.22240,86.16050,29.69380,29.69380,34.15860,29.27670,23.20010,0.50230,5.99480,60.88590,20.02340,75.19830,11.65390,16.38050,17.22070,1.4507,1.4994
2016-11-30,2.07700,0.20310,0.25480,85.99510,25.51230,25.51230,31.17530,24.51370,19.96410,0.46110,7.02780,51.93620,15.74150,72.86870,9.20500,12.54460,15.02230,1.4645,1.311
2015-11-30,2.17830,0.21410,0.27240,84.47890,18.83210,18.83210,25.91110,18.22080,13.12790,0.40890,7.13610,51.14830,8.99160,55.97540,5.36860,7.06660,14.06480,0.3655,0.4065
2014-11-30,1.84500,0.11850,0.22350,84.99950,9.95130,9.95130,17.51300,8.71400,6.47190,0.38450,7.00750,52.08670,3.96100,16.94110,2.48840,3.49150,13.62040,0.2891,0.317
2013-11-30,2.65190,0.18230,0.22510,85.53580,10.42410,10.42410,18.34540,8.78220,7.15090,0.39070,6.76080,53.98800,4.31230,21.52180,2.79360,3.52610,13.55060,-0.74,-0.5204
2012-11-30,3.45750,0.18340,0.22630,89.01410,26.80010,26.80010,33.60730,25.40590,18.91090,0.43860,7.13450,51.15950,12.49440,41.91360,8.29440,10.20290,13.48870,-0.0797,-0.2016
2011-11-30,3.01530,0.20650,0.26190,89.61470,26.07290,26.07290,32.48150,24.55330,19.75320,0.46890,6.64630,54.91750,14.40140,59.98740,9.26290,11.42730,11.76530,0.9459,0.7901
2010-11-30,3.01100,0.22570,0.29320,89.38150,26.13350,26.13350,33.83720,24.81980,20.38630,0.46680,6.85510,53.24470,14.91950,75.81830,9.51560,11.55200,10.34550,0.0101,-0.026
2009-11-30,2.92890,0.16980,0.20450,89.92710,23.44020,23.44020,33.02730,23.81380,13.12040,0.40450,7.16960,50.90910,7.90310,44.49830,5.30750,6.56150,9.35710,2.1066,1.8812
