,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.42590,0.74200,32.72960,32.72960,61.95950,2.56440,5.83200,0.09690,1.18730,1.18730,0.64250,0.68160,15.59770,0.1835,0.1055
2021-12-31,0.42510,0.73940,31.09270,31.09270,60.06270,54.60460,59.99210,0.07390,8.40440,8.40440,4.60310,4.83170,16.39510,-0.1565,-0.0575
2020-12-31,0.48570,0.94450,31.44100,31.44100,58.75520,87.70960,92.20380,0.09110,17.68670,17.68660,8.63470,9.09580,13.10980,-0.017,-0.2523
2019-12-31,0.51890,1.07850,41.21100,41.21100,65.18910,26.92300,29.33750,0.10540,8.39060,8.39050,3.76040,4.03680,11.41440,-0.1302,-0.9459
2018-12-31,0.47390,0.90070,50.00210,50.00210,76.64970,34.28560,36.89240,0.10590,9.21200,9.21190,4.53190,4.84650,12.84100,0.0654,1.3943
2017-12-31,0.49800,0.99220,35.89310,35.89310,65.93980,19.97500,30.83930,0.10210,7.96200,7.96200,3.73750,3.99660,12.97360,0.0378,-0.5004
2016-12-31,0.48390,0.93770,33.62220,33.62220,63.97090,13.73840,28.23830,0.10430,7.14690,7.14690,3.43830,3.68830,12.71160,0.2149,-0.6222
2015-12-31,0.50920,1.03750,29.44650,29.44650,58.97470,14.47720,71.24080,0.10290,14.94440,14.94430,6.82650,7.33460,12.53400,-0.3353,-1.0907
2014-12-31,0.48390,0.93760,31.22200,31.22200,58.69900,10.27340,36.79530,0.09690,7.84440,7.84420,3.74710,4.04840,11.90270,0.1361,1.6512
2013-12-31,0.46950,0.88510,28.95630,28.95630,58.88630,6.91470,20.65950,0.08920,6.04800,6.04790,2.98490,3.20830,11.64060,0.2171,0.2849
2012-12-31,0.45960,0.85050,29.35770,29.35770,62.47480,1.48190,21.76440,0.08140,3.60880,3.60880,1.82540,1.95010,12.09590,0.0775,0.3175
2011-12-31,0.45740,0.84310,29.19420,29.19420,60.02860,6.30540,13.46730,0.08460,2.89840,2.89780,1.46870,1.57220,11.99240,-0.0811,-0.6287
2010-12-31,0.44020,0.78640,27.79850,27.79850,57.74960,3.37500,11.02400,0.08410,2.32780,2.32740,1.22150,1.30280,12.69930,0.0287,1.3991
2009-12-31,0.46420,0.86640,27.62380,27.62380,56.17090,-6.76880,-6.42060,0.07840,0.07620,0.07610,0.03830,0.04080,12.62040,1.1528,-0.1631
