,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.05850,0.42590,0.74520,11.52290,0.91180,0.91180,1.98620,1.35730,0.83160,1.88040,10.89110,33.51350,4.97080,-77.95070,1.56370,2.85380,43.90530,3.6361,3.4521
2021-12-31,1.10600,0.40810,0.69930,11.27070,1.41610,1.41610,2.58770,1.43910,1.06920,1.60740,10.29430,35.45640,4.95920,-203.96950,1.70460,2.93560,46.25060,-2.3812,-2.4217
2020-12-31,1.08380,0.39190,0.64820,13.69390,2.77370,2.77370,3.90680,2.49560,1.62710,1.61690,11.45990,31.85020,6.93070,-155.32470,2.61060,4.21450,44.51580,5.9746,6.2105
2019-12-31,1.57150,0.51860,1.08430,11.84770,2.38620,2.38620,3.24760,2.38750,1.76990,1.82070,11.94800,30.54910,10.34050,35.06560,3.19320,4.97780,30.50010,0.4309,0.3884
2018-12-31,1.00230,0.37640,0.60710,14.00790,2.42530,2.42530,3.24870,2.27560,1.49710,1.94540,11.67300,31.26870,8.11770,50.82430,2.89310,5.06200,26.69960,-1.1167,-1.6165
2017-12-31,0.93260,0.40620,0.68460,11.99000,2.47820,2.47820,3.22430,2.34380,1.71140,2.21380,14.17580,25.74810,11.77160,112.69180,3.69710,6.99020,19.78820,-1.4308,-1.6919
2016-12-31,0.97010,0.44040,0.78780,13.65280,3.11030,3.11030,3.79490,2.85670,1.38400,2.01050,12.63050,28.89830,9.49400,-161.20690,2.77760,5.31250,17.18540,2.9707,2.6472
2015-12-31,0.99340,0.35930,0.56320,12.06500,3.09750,3.09750,3.75220,3.06240,1.55980,3.10120,17.79520,20.51120,16.51290,36.01610,4.87800,10.57920,9.00760,-2.4072,-2.5888
2014-12-31,1.01760,0.33400,0.50430,11.49760,2.80190,2.80190,3.33940,2.75970,1.63650,2.84340,18.15790,20.10150,14.97420,30.03450,4.48150,9.97330,7.35860,3.3827,3.2571
2013-12-31,1.15460,0.34890,0.53820,11.12030,2.54990,2.54990,3.16670,2.47630,1.51890,3.07820,25.32170,14.41450,13.03300,19.14890,4.59050,8.48610,5.61740,0.3994,0.4787
2012-12-31,1.14360,0.35960,0.56500,10.02470,1.33170,1.33170,2.14550,1.51660,0.02470,2.92370,32.25000,11.31780,7.96840,11.22250,2.73980,5.10320,4.55660,0.0517,0.0213
2011-12-31,1.12220,0.27110,0.37540,14.99960,3.91070,3.91070,5.02990,3.61410,2.13410,2.37930,33.09930,11.02740,12.56520,18.76580,5.37190,9.15830,4.60250,0.4096,0.646
2010-12-31,0.85830,0.29140,0.41480,14.27130,3.53100,3.53100,4.70000,3.46830,2.13190,2.28840,32.64990,11.17920,11.84130,19.26580,4.85530,8.39040,4.01600,-0.5629,-0.6817
2009-12-31,0.86060,0.33140,0.49680,14.28410,3.36680,3.36680,4.43930,3.35150,2.03930,2.41010,39.65810,9.20370,14.31440,23.81210,5.20850,9.57000,3.58640,1.4001,0.9313
