,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,1.27120,0.90540,9.71870,17.13910,6.81530,6.81530,7.73360,6.23320,4.74810,1.57740,18.59890,4.21910,86.51150,140.08780,-18.63420,7.48970,13.24940,5.23520,-3.4924,-3.1129
2020-12-31,1.52720,0.74830,3.02770,17.38240,6.38530,6.38530,8.68990,5.42740,4.26970,1.97630,20.07550,5.14110,70.99590,60.78950,-45.21480,8.43790,15.30060,9.14090,2.1268,2.6343
2019-12-31,1.24140,0.77370,3.45440,16.85800,6.28650,6.28650,7.76770,5.26660,4.08600,2.25420,24.52960,5.30790,68.76590,76.72600,-33.69310,9.21070,17.36300,6.71540,1.0521,0.014
2018-12-31,1.35450,0.76550,3.29020,16.66760,6.07930,6.07930,7.71470,5.17530,3.95920,2.26580,29.79000,5.43600,67.14540,65.93520,-29.22990,8.97080,15.46230,6.60260,0.9819,0.9339
2017-12-31,1.34660,0.76510,3.28280,16.51870,5.84170,5.84170,7.60070,4.45430,3.52660,2.12910,30.09160,5.55060,65.75850,53.07430,-21.87790,7.50860,12.46780,6.44180,1.2773,1.1473
2016-12-31,1.41980,0.75470,3.09360,17.02880,5.99740,5.99740,7.85870,4.92370,3.10910,1.96770,25.09820,5.68870,64.16270,40.66000,-17.24470,6.11800,9.97560,6.52210,2.0233,2.1652
2015-12-31,1.47870,0.74680,2.97450,16.28950,5.71270,5.71270,7.51270,4.98130,3.10350,1.92270,27.65940,5.86190,62.26700,36.78260,-15.03600,5.96720,9.31290,6.51550,-0.9021,-1.1083
2014-12-31,1.67130,0.77090,3.38070,15.91210,5.57370,5.57370,7.34850,3.21090,2.02820,1.98730,30.08360,7.03360,51.89410,26.15060,-9.99630,4.03070,5.99200,5.43840,0.2093,0.1878
2013-12-31,1.57810,0.81830,4.56820,16.34660,4.72300,4.72300,6.73810,1.81550,1.23320,1.81760,23.58190,6.74180,54.14020,18.65960,-4.68170,2.24150,3.38990,4.13780,0.1311,0.1183
2012-12-31,1.57050,0.96470,27.62640,16.48470,5.04140,5.04140,7.25100,1.83740,1.17490,1.77070,26.88680,7.06540,51.66050,87.17960,-3.35090,2.08040,3.07690,0.94070,0.6953,0.7267
2011-12-31,1.39580,1.00190,-556.98630,16.49070,4.90190,4.90190,7.19920,0.29470,0.17810,1.60910,24.92660,6.77850,53.84690,-234.24030,-0.44400,0.28650,0.44330,-0.05040,-1.4525,-1.4805
2010-12-31,,,,15.80240,4.00740,4.00740,6.59110,-0.42040,-0.33180,,,,,,,,,,2.9342,2.6468
