,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.07780,0.43530,0.77100,20.41970,9.83830,9.83830,13.50470,15.94450,13.37630,0.83650,29.78320,4.88420,74.73120,31.97490,-189.18080,11.18960,18.05510,99.97520,-3.5251,-3.4791
2021-12-31,1.30390,0.49710,0.98850,20.37740,15.84380,15.84380,19.31760,25.05960,19.64000,0.83770,35.01730,5.12530,71.21530,54.19310,-135.57190,16.45180,27.25360,82.70840,-3.5171,-4.54
2020-12-31,1.60170,0.57410,1.34800,20.32120,11.04650,11.04650,14.48950,10.13070,8.66600,0.82750,38.63110,5.54120,65.87040,30.14460,-41.29760,7.17130,12.83820,63.45480,0.4097,0.5956
2019-12-31,1.13260,0.59150,1.44800,21.45030,11.72840,11.72840,15.46650,7.52930,6.64280,0.82360,33.94890,5.08120,71.83300,25.49040,-20.56910,5.47110,10.41270,52.54160,3.3578,3.076
2018-12-31,1.16990,0.62900,1.69570,22.56520,12.56020,12.56020,15.21850,12.43400,10.72940,0.79930,35.63300,4.64860,78.51840,39.44060,-27.23290,8.57570,14.63070,47.98750,7.0383,5.1695
2017-12-31,2.33880,0.66880,2.01890,22.80420,12.37500,12.37500,14.20170,16.26290,11.03290,0.74030,50.43720,5.75440,63.43010,40.22720,-53.37680,8.16730,13.32500,40.96830,-0.7041,-0.8918
2016-12-31,1.21780,0.57300,1.34210,23.91730,13.26400,13.26400,15.10970,10.85160,8.26920,0.96460,23.03550,7.48890,48.73860,38.84770,-28.41050,7.97610,16.58680,30.03980,4.3006,1.6618
2015-12-31,1.16070,0.53630,1.15650,23.98200,13.07490,13.07490,15.05990,11.85920,8.45870,0.96320,22.16110,8.28090,44.07740,36.03770,-28.68260,8.14770,16.71150,30.45730,-0.9415,-0.7547
2014-12-31,1.32040,0.45020,0.81890,23.35790,13.32830,13.32830,15.25500,12.24820,8.62840,0.90240,24.76820,8.54560,42.71200,28.59710,-39.55270,7.78640,15.72190,36.36960,1.6097,0.521
2013-12-31,1.63160,0.35820,0.55820,21.81180,12.66370,12.66370,14.67090,11.60940,7.91530,0.93480,27.62460,9.18470,39.73990,18.38040,-107.37070,7.39930,11.79600,48.80540,0.1974,-0.0527
2012-12-31,1.38570,0.29230,0.41310,22.12710,12.41180,12.41180,14.43410,11.75750,7.84360,0.95010,24.60900,8.82370,41.36610,20.79040,-67.80940,7.45210,14.71290,39.77260,2.9076,3.3486
2011-12-31,1.26260,0.27570,0.38070,21.30090,12.40350,12.40350,14.46310,11.67270,8.01910,1.03940,23.80990,8.91090,40.96090,20.18190,-102.35530,8.20900,14.61710,40.71050,-0.6361,-0.4404
2010-12-31,1.37370,0.22670,0.35160,18.81110,10.04510,10.04510,12.01720,8.40710,7.29490,0.89600,25.50110,8.45390,43.17540,14.17090,219.35480,6.06180,10.95760,46.17870,1.5492,1.0693
2009-12-31,1.23620,0.24830,0.33850,17.52260,8.22420,8.22420,10.21340,7.48640,6.09760,0.91400,19.49150,8.14670,44.80330,11.30290,-84.20440,4.74020,8.49630,41.34390,6.5976,5.1346
