,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.47820,0.91660,12.57440,12.57440,47.19380,8.77860,7.18180,0.11310,2.18880,4.27380,0.91680,1.09590,62.19330,-0.4403,-5.4996
2021-12-31,0.42120,0.72780,15.67360,15.67360,50.87360,41.10790,37.97520,0.12170,9.84730,16.57990,4.80460,5.47350,64.96420,-0.4903,3.3298
2020-12-31,0.41900,0.72130,14.28230,14.28230,51.23310,10.26680,6.74610,0.10820,2.07330,3.58590,1.00550,1.14240,65.81160,-0.7267,1.4241
2019-12-31,0.48830,0.95420,18.51580,18.51580,56.88610,19.04550,15.36220,0.13910,6.53200,8.27080,2.59760,2.89050,50.78050,0.5242,-0.8606
2018-12-31,0.50550,1.02240,18.04670,18.04670,59.26340,11.26540,8.20390,0.12820,3.55010,5.23970,1.43530,1.55340,52.60100,0.852,4.1033
2017-12-31,0.43600,0.78270,18.36080,18.36080,54.09740,10.74760,7.04450,0.11480,2.61500,3.34560,1.19730,1.30810,53.77650,-0.1965,1.3479
2016-12-31,0.53220,1.13760,23.21370,23.21370,56.86720,20.64390,15.50210,0.17570,10.48350,9.86120,3.54190,3.93630,32.27470,0.3093,-3.7232
2015-12-31,0.56530,1.30030,22.79270,22.79270,55.57510,17.46930,12.32130,0.15450,9.29010,7.17080,2.64180,2.89000,30.99040,0.8302,1.3497
2014-12-31,0.54420,1.19390,16.00220,16.00220,50.48270,12.90820,8.21050,0.16970,7.09720,5.19680,2.13520,2.36880,28.86050,-0.2149,1.1305
2013-12-31,0.57640,1.36070,25.75880,25.75880,58.60090,21.70610,18.32220,0.15400,10.85650,8.78780,3.32870,3.72250,28.38750,0.4426,12.657
2012-12-31,0.55020,1.22300,28.62070,28.62070,59.42400,17.09790,13.42090,0.14500,7.38450,6.17560,2.44970,2.77800,27.95560,0.6372,-10.838
2011-12-31,0.53170,1.13940,28.63530,28.63530,59.44330,15.25200,12.31460,0.17430,8.06340,6.28300,2.65840,2.94230,24.33460,-0.131,13.2213
2010-12-31,0.57650,1.36610,27.99930,27.99930,60.52240,12.39460,6.74130,0.16240,6.79060,5.13040,1.97790,2.17290,22.53930,0.4893,-13.0539
2009-12-31,0.52190,1.09150,27.90410,27.90410,61.07040,14.48220,7.41720,0.17010,9.38170,5.58070,2.43610,2.66830,21.28290,3.6848,1.8932
