,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,1.01140,0.66400,1.97640,27.88880,13.31030,13.31030,21.43770,11.77420,9.44280,0.69890,6.02930,60.53820,28.08980,-20.39730,6.59950,9.43790,16.36060,-1.6912,-1.606
2021-06-30,0.97930,0.68240,2.14890,28.49390,13.58910,13.58910,20.29160,13.94160,10.96380,0.61500,6.08770,59.95740,30.26200,-16.41240,6.74280,9.61080,15.58230,0.321,0.4625
2020-06-30,0.99030,0.50750,1.32750,27.90680,13.79770,13.79770,20.40630,12.79530,10.21200,0.92620,6.36720,57.32490,34.34580,-50.72940,9.45850,16.91600,11.69850,-0.0808,-0.3133
2019-06-30,1.29870,0.56600,1.30410,28.20370,14.96490,14.96490,20.92520,13.92190,11.05180,1.12410,6.56960,55.55910,42.75450,-51.91130,12.42300,18.55730,9.86440,-0.5672,-0.3652
2018-06-30,1.27510,0.49050,0.96260,26.84820,13.81090,13.81090,18.70710,12.95640,9.88240,1.31020,7.04050,51.84300,39.09910,-65.35820,12.94820,19.92360,9.40930,1.4901,1.6182
2017-06-30,1.32850,0.52330,1.09790,24.97710,12.89050,12.89050,17.28870,11.78250,7.88880,1.31520,7.02730,51.94020,32.55300,-50.91140,10.37530,15.51830,8.61630,0.6712,0.3509
2016-06-30,1.86040,0.46000,0.97130,31.79500,17.26610,17.26610,21.44290,16.18570,10.61440,1.00850,6.38950,57.12500,29.41180,-187.27150,10.70420,15.88160,8.83770,0.1205,0.0318
2015-06-30,1.69270,0.42630,0.74300,32.14310,17.32980,17.32980,21.20110,16.29060,10.65620,1.13770,6.06120,60.21920,30.94420,-120.42790,12.12360,17.75290,7.84940,0.3549,0.1474
2014-06-30,1.81790,0.35270,0.54500,31.14150,16.34870,16.34870,20.15640,15.46130,10.28150,1.16690,6.02170,60.61450,27.34740,-1077.87300,11.99760,17.70090,8.04770,0.9638,0.9437
2013-06-30,1.71890,0.39130,0.64280,27.27500,13.29600,13.29600,17.13840,13.29600,8.72550,1.20440,5.49460,66.42920,25.99270,-255.54220,10.50940,15.82250,6.85710,-0.1189,-0.1584
2012-06-30,1.89470,0.38140,0.61660,25.54370,8.72150,8.72150,12.71540,8.72150,5.36570,1.15890,6.21390,58.73910,14.69720,-171.70330,6.28900,9.09160,6.81490,0.7913,0.7538
2011-06-30,0.96000,0.13490,0.65760,25.37270,12.44640,12.44640,15.78290,12.44640,7.82690,1.13810,5.32930,68.48910,21.54770,-200.93580,9.02310,18.64150,6.44540,-1.1009,-1.0215
2010-06-30,2.04030,0.28650,0.40160,26.83320,15.48520,15.48520,18.06540,15.48520,8.60040,1.23120,6.23540,58.53680,27.89000,89.50300,12.54460,19.89920,6.24690,0.6312,0.5134
2009-06-30,1.43490,0.26280,0.35650,27.15390,16.69080,16.69080,19.28120,16.69080,10.77180,0.74710,5.44090,67.08390,24.54350,56.08350,8.04050,18.09260,6.52550,1.9576,1.7684
