,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.38560,0.62770,15.79380,15.79380,29.52920,13.63360,12.89990,0.40000,9.57560,9.57560,5.24090,5.88290,9.41270,1.5624,0.7637
2021-12-31,0.43140,0.75880,-8.65050,-8.65050,18.06230,-3.52940,-0.38060,0.23400,-0.17060,-0.17060,-0.08910,-0.09700,9.02670,0.846,1.58
2020-12-31,0.46690,0.87590,-58.82720,-58.82720,-17.28400,-59.32100,-45.18520,0.12570,-11.71360,-11.71360,-5.74860,-6.24420,8.96800,-2.1447,-3.3206
2019-12-31,0.34120,0.51800,14.60960,14.60960,27.07990,17.59010,16.82210,0.44450,12.72360,12.72360,7.57420,8.38200,10.26770,-0.0455,-0.7056
2018-12-31,0.33650,0.50710,9.59450,9.59450,26.81030,23.55180,19.67780,0.45690,15.21280,15.21280,9.52030,10.09380,10.21880,0.0911,1.3423
2017-12-31,0.36090,0.56470,12.54870,12.54870,26.61960,12.08470,10.46970,0.46070,8.15480,8.15480,4.88330,5.21180,9.47370,-0.0865,0.2621
2016-12-31,0.34160,0.51880,12.59670,12.59670,26.05890,14.93550,14.03320,0.47600,10.96260,10.96260,6.75840,7.21770,9.53240,0.21,0.6461
2015-12-31,0.35250,0.54430,11.79440,11.79440,25.42060,10.72900,10.42990,0.45900,7.95330,7.95330,4.84730,5.14990,9.46820,0.0918,-0.5046
2014-12-31,0.34940,0.53710,13.04270,13.04270,26.51760,14.18910,13.75680,0.43720,10.05700,10.05700,6.08770,6.54300,9.74860,0.0864,-0.0719
2013-12-31,0.39590,0.65530,9.91100,9.91100,24.08050,4.47150,6.13630,0.40320,2.89180,2.89180,1.63880,1.74690,9.62110,0.2772,1.1652
2012-12-31,0.44100,0.78890,7.15560,7.15560,22.31670,0.45460,1.20580,0.38930,-0.11660,-0.11660,-0.06160,-0.06520,9.46590,0.13,0.2038
2011-12-31,0.46150,0.85700,6.55490,6.55490,21.08610,-0.59400,-0.31820,0.36010,-0.40220,-0.40220,-0.20630,-0.21660,9.52060,0.1627,-0.1004
2010-12-31,0.46380,0.86500,5.11350,5.11350,19.44510,-3.62300,-3.16440,0.35140,-2.00570,-2.00570,-1.02330,-1.07550,9.37240,-0.1475,-0.3498
2009-12-31,0.48450,0.93980,3.60340,3.60340,21.69290,-5.70740,-6.31200,0.32940,-3.22210,-3.17180,-1.56910,-1.63510,9.61010,0.9401,0.6897
