,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.07800,0.08460,-9.76060,-9.76060,-7.82370,-10.56890,-7.41190,0.22050,-4.61490,-4.61490,-1.63440,-4.25490,67.03370,0.7461,0.7439
2021-12-31,0.06410,0.06840,38.66040,38.66040,39.88580,38.11010,30.59190,0.30680,22.48000,22.48000,9.38610,21.03990,81.75300,2.9948,3.0257
2020-12-31,0.07690,0.08330,20.60780,20.60780,22.05410,19.89120,16.13590,0.27360,11.27070,11.27070,4.41510,10.40380,67.05410,1.8642,1.8865
2019-12-31,0.08230,0.08970,31.86520,31.86520,32.77390,31.19640,25.20190,0.31190,20.24530,20.24530,7.85970,18.57850,60.55250,0.1375,0.1136
2018-12-31,0.09960,0.11060,5.62230,5.62230,6.78750,4.64210,5.30790,0.24650,3.66400,3.66400,1.30840,3.29920,48.11430,0.842,0.8168
2017-12-31,0.09360,0.10320,13.66020,13.66020,14.61970,12.73550,18.23100,0.26240,12.67740,12.67740,4.78410,11.49110,50.29290,-0.3594,-0.3776
2016-12-31,0.10700,0.11980,15.87450,15.87450,16.75540,14.90180,10.84600,0.26730,8.37110,8.37110,2.89900,7.47530,42.94400,0.2052,0.1874
2015-12-31,0.11750,0.13320,18.16410,18.16410,19.17540,17.13340,12.32980,0.27220,9.86460,9.86460,3.35660,8.70520,39.21290,1.2038,1.198
2014-12-31,0.11700,0.13250,15.65220,15.65220,16.68350,14.58040,10.61680,0.26380,7.98720,7.98720,2.80030,7.05270,40.15270,0.4751,0.4629
2013-12-31,0.13400,0.15470,16.94990,16.94990,18.05340,15.75810,11.41030,0.25650,8.51730,8.51730,2.92720,7.37620,37.21640,0.9152,0.9096
2012-12-31,0.14580,0.17070,15.08150,15.08150,16.15180,13.76790,10.24080,0.24840,7.72050,7.72050,2.54410,6.59460,33.45400,2.3848,2.391
2011-12-31,0.15530,0.18380,5.96900,5.96900,7.07340,4.54900,4.31240,0.24320,3.25850,3.25850,1.04890,2.75260,31.06790,-1.7396,-1.6784
2010-12-31,0.14540,0.17010,14.63420,14.63420,15.72110,13.20260,9.94170,0.24990,7.45230,7.45230,2.48430,6.36890,31.06170,0.0287,0.1825
2009-12-31,0.14980,0.17630,16.32080,16.32080,17.29440,14.91160,11.06840,0.27030,9.07560,9.07560,2.99170,7.71570,29.38270,3.2235,2.9656
