,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.79260,0.56270,1.41910,66.35670,19.03980,19.03980,37.37590,15.77230,13.49760,0.20990,4.01350,12.16670,30.00000,10.14380,10.55150,2.84670,4.43630,40.59920,2.2726,2.9239
2021-12-31,0.69640,0.56100,1.38490,74.52300,20.84770,20.84770,41.17920,18.01690,15.48330,0.17890,2.75170,12.31990,29.62700,10.12310,10.56490,2.78440,4.44380,38.14130,-0.4961,-0.9074
2020-12-31,0.75830,0.54960,1.27490,77.99450,22.43700,22.43700,42.71660,17.81150,15.03280,0.18090,2.44720,12.07080,30.23820,9.65860,10.11650,2.73810,4.35060,35.84680,-1.8378,-5.2201
2019-12-31,0.57130,0.52090,1.19460,75.93910,21.43820,21.43820,40.05080,17.19120,14.01020,0.20430,2.87850,12.96050,28.16240,10.16950,10.70600,2.88250,4.87260,33.31030,-0.0464,-0.4173
2018-12-31,0.57050,0.50280,1.16250,72.59580,21.57050,21.57050,38.30870,16.81770,12.95500,0.23120,3.56940,11.60700,31.44650,10.56220,11.15190,3.01670,5.25200,31.79140,0.1551,-0.3682
2017-12-31,0.54830,0.49200,1.14920,72.69190,22.83770,22.83770,38.61350,17.89760,8.47100,0.23800,3.22990,11.98840,30.44620,7.22090,7.65000,2.03890,3.66850,30.19790,-0.0244,-0.2578
2016-12-31,0.59570,0.47650,1.08130,71.87290,21.75770,21.75770,37.31070,17.13300,10.74720,0.24600,3.24290,12.15200,30.03620,9.09590,9.64300,2.66810,4.76160,29.86400,0.3602,-0.312
2015-12-31,0.91590,0.49260,1.06880,70.36730,20.64610,20.64610,35.33950,15.54610,10.33130,0.25800,3.35870,12.54730,29.08990,8.25340,8.76140,2.47460,4.18810,29.21680,1.934,1.4574
2014-12-31,0.75320,0.47020,1.00930,68.57760,20.71700,20.71700,34.14840,16.02510,9.68110,0.27160,3.62980,12.00990,30.39150,8.65060,9.20240,2.66050,4.58270,28.25640,-0.5209,-2.3031
2013-12-31,0.80130,0.45150,0.95810,67.81430,20.28090,20.28090,33.31620,14.20010,4.95030,0.27740,3.57220,9.73000,37.51290,7.74750,8.25500,2.46170,4.24940,27.55980,-0.0304,-1.1056
2012-12-31,1.33880,0.46160,0.90990,65.99200,20.55010,20.55010,33.28140,14.34010,-16.84830,0.26010,3.44910,13.60240,26.83360,7.71390,8.23080,2.34820,4.15310,27.89370,-0.8024,-1.6562
2011-12-31,1.28570,0.45280,0.86810,61.15810,16.80220,16.80220,27.84650,11.23940,8.44180,0.26000,3.35390,11.34320,32.17790,5.41650,5.71240,1.84820,2.96370,33.25640,0.1231,0.7632
2010-12-31,1.53070,0.48120,0.98140,59.43960,11.99270,11.99270,22.76770,6.23200,1.81980,0.32490,4.38190,10.50620,34.74140,1.91530,2.02250,0.64230,0.99360,32.79530,-1.2907,2.2503
2009-12-31,1.66100,0.49630,1.01300,60.77080,19.84580,19.84580,30.86200,13.39870,8.57740,0.30100,3.57930,9.61590,37.95800,7.74190,8.78870,2.63270,3.89980,33.95110,8.9247,0.8485
