,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.05330,0.29320,0.50270,43.99900,12.36830,12.36830,28.28600,10.93600,5.91390,0.56560,9.46780,38.55160,6.78150,-17.79900,3.35770,4.79340,32.70660,0.535,0.4503
2021-12-31,1.30960,0.26490,0.36040,42.23700,23.06000,23.06000,27.91290,21.63500,15.08810,0.51280,9.45560,38.60140,14.67490,-48.56780,7.76290,10.78690,33.80160,-7.7796,-7.8217
2020-12-31,1.19300,0.25320,0.35950,36.59950,19.32250,19.32250,24.00570,19.26990,13.62670,0.52590,8.77840,41.57920,13.98070,-36.71580,7.18480,10.44130,31.21060,7.6867,7.5669
2019-12-31,2.15770,0.20540,0.25860,45.54710,21.52160,21.52160,29.10540,20.08730,14.93130,0.48810,8.56300,42.62550,11.05020,-40.46270,7.25080,8.78010,30.32430,0.8945,0.9041
2018-12-31,1.14730,0.22030,0.37500,43.95050,21.64840,21.64840,29.10650,20.62990,15.24490,0.52040,7.74060,47.15420,13.11940,-36.32330,7.99100,10.22950,29.04070,1.2828,1.3081
2017-12-31,1.30150,0.28470,0.39800,44.66380,16.68390,16.68390,25.46770,15.00160,17.79640,0.42330,9.50580,38.39780,12.87850,-26.71740,7.60770,9.21240,27.59070,0.6622,0.8588
2016-12-31,2.61510,,,80.55750,42.41220,42.41220,48.72710,43.60690,26.29780,1.47490,5.39190,67.69450,58.41460,65.68800,38.95530,58.41460,3.91090,-0.1313,-0.2037
2015-12-31,2.75850,,,84.61890,48.19220,48.19220,55.16720,48.80990,30.74720,1.72510,6.90610,52.85190,78.95400,106.39460,53.27610,78.95400,3.16300,-0.1235,-0.0093
2014-12-31,3.31370,,,100.00000,50.84060,50.84060,57.32120,50.17570,30.52240,1.60780,6.81370,53.56860,75.86530,97.59250,49.41740,75.86530,2.97300,0.5061,0.2472
2013-12-31,2.87420,,,100.00000,49.96310,49.96310,56.01190,49.58590,30.39300,1.29540,7.08020,51.55240,61.85890,73.77000,39.85580,61.85890,3.27890,0.2764,0.2919
2012-12-31,3.89090,,,100.00000,47.64380,47.64380,53.80630,47.34200,30.30300,1.51200,8.18440,44.59680,65.82200,80.13960,46.44870,65.82200,2.74000,0.0358,0.0158
2011-12-31,3.62770,,,100.00000,47.55190,47.55190,54.27910,47.24720,26.87860,1.54980,10.25950,35.57670,59.00280,71.82140,42.51890,59.00280,2.66160,0.8481,0.7704
2010-12-31,2.25200,,,100.00000,38.28400,38.28400,45.13820,37.66220,22.45830,1.72010,8.55420,42.66900,56.51550,75.69630,39.11500,56.51550,1.95230,0.1662,0.3388
2009-12-31,1.20720,,,100.00000,41.67860,41.67860,48.18560,41.59530,24.98370,0.74500,9.89120,36.90160,56.58250,71.68220,18.61200,56.58250,,1.2428,0.8241
