,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.80450,0.50330,1.45210,43.17750,21.69810,21.69810,25.33520,18.39920,15.78630,0.95160,5.04680,14.65020,24.91430,49.84980,-129.13890,15.02280,24.75820,16.09810,1.2432,1.1153
2021-12-31,0.90090,0.59710,1.82390,45.12820,22.78060,22.78060,26.29180,20.03300,16.46930,0.86160,4.98000,13.36090,27.31860,53.77930,-77.49120,14.24110,21.66640,13.37750,1.9092,1.6313
2020-12-31,1.57420,0.64630,2.05670,45.41590,21.87440,21.87440,25.49300,18.34420,15.69020,0.89250,4.61360,13.24660,27.55430,56.99200,-121.98530,13.96670,20.15620,10.74730,-0.2551,-0.8539
2019-12-31,1.05390,0.66920,2.44500,45.35890,19.98380,19.98380,23.63430,17.28950,14.39590,0.98110,5.35270,14.04770,25.98290,65.71670,-72.48170,14.08720,21.73610,8.35610,0.7881,0.5996
2018-12-31,0.92580,0.69810,3.16760,45.89010,20.84010,20.84010,24.62830,18.09840,15.11430,1.01140,5.37120,13.11310,27.83480,83.21460,-70.03350,15.20250,25.12150,6.72440,1.7374,1.5857
2017-12-31,0.96410,0.68870,3.13500,45.97710,17.47620,17.47620,23.73750,14.77850,10.41830,1.35320,5.39300,12.77560,28.57000,81.21140,-292.49210,13.62220,25.28040,4.41790,1.1389,1.2037
2016-12-31,0.95150,0.73930,3.60060,42.60030,16.87020,16.87020,20.98360,14.77760,9.67780,1.34680,5.72720,12.79740,28.52140,86.99480,-150.82800,13.03400,22.67750,3.89940,-0.9867,-0.6097
2015-12-31,0.83350,0.59780,2.31080,45.79460,14.04920,14.04920,21.16650,12.20920,6.94430,1.38210,5.33170,12.33010,29.60240,48.97090,-3187.00200,9.59800,19.69440,4.83200,1.9382,1.9685
2014-12-31,1.16090,0.50370,1.43320,44.95110,18.75920,18.75920,21.82350,17.59750,11.41120,1.31990,5.10040,12.43300,29.35730,55.73510,196.16510,15.06190,27.66020,6.87430,-1.4883,-1.6533
2013-12-31,1.76650,0.52630,1.21410,45.91120,18.72430,18.72430,21.53750,17.51060,11.48140,1.33380,5.86050,14.95270,24.41030,50.77000,97.18370,15.31450,24.05230,7.21790,0.449,0.1874
2012-12-31,1.43670,0.59350,1.81890,43.04300,16.72350,16.72350,19.88460,15.28510,9.94740,1.39740,5.97600,14.40070,25.34590,63.04350,269.04650,13.90020,25.62400,4.68470,2.238,2.5329
2011-12-31,1.74360,0.66500,2.14340,41.63760,17.35020,17.35020,20.89850,15.83420,10.34340,1.37980,5.46860,15.22100,23.98000,71.39640,249.30580,14.27160,23.92000,3.91170,-1.3571,-2.0021
2010-12-31,1.54380,0.62180,1.94890,42.58870,15.96360,15.96360,19.43950,14.26310,8.98960,1.32730,6.10130,14.53880,25.10530,54.37270,175.55860,11.93150,20.56120,4.12990,-0.7401,-1.0154
2009-12-31,1.52140,0.66400,2.02810,38.74820,14.37320,14.37320,17.81580,12.66600,8.22840,1.44180,6.24490,12.91130,28.26980,57.34200,689.43760,11.86370,19.26560,3.33480,4.654,4.064
