,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-07-31,1.39040,0.28070,0.42050,81.09380,20.20270,20.20270,26.06480,19.97490,16.23450,0.45890,23.61040,15.45930,12.56620,-47.42880,7.44930,9.03920,58.31550,1.7889,1.4404
2021-07-31,1.94240,0.17090,0.20610,82.52880,25.95250,25.95250,29.72080,26.53380,21.40560,0.62080,18.74130,19.47580,20.89370,205.37850,13.28950,17.32340,36.11910,2.7609,2.8219
2020-07-31,2.26130,0.28460,0.65980,82.05500,28.33700,28.33700,31.17590,28.62350,23.77910,0.70250,47.69570,7.65270,35.76190,53.32940,16.70480,25.58500,19.50790,0.3409,0.4091
2019-07-31,1.82810,0.09330,0.11630,82.79780,27.32900,27.32900,30.64560,27.72700,22.95110,1.07970,44.63160,8.17810,41.53110,76.32350,24.78120,37.65420,14.40930,0.711,0.599
2018-07-31,1.38960,0.12110,0.15550,83.76760,25.89210,25.89210,30.09130,25.99170,22.05810,1.17350,43.97810,8.29960,47.19460,116.17130,25.88630,41.47940,10.88870,1.9656,2.3717
2017-07-31,0.72790,0.24440,0.36040,84.41110,27.29020,27.29020,31.83220,26.75140,18.95690,1.27730,31.30120,11.66090,72.74740,2662.16200,24.21340,54.96650,5.29590,0.617,1.7056
2016-07-31,0.71700,0.29590,0.86130,83.97960,26.45930,26.45930,31.52960,25.62850,20.85640,1.10450,36.67190,9.95310,69.42290,-488.48490,18.96470,48.87810,4.50260,-0.0465,-1.1038
2015-07-31,1.46790,0.17660,0.21440,82.70520,17.60500,17.60500,30.20040,16.98470,8.70710,0.84380,23.95430,15.23740,17.71010,42.18590,8.31320,14.58330,8.39740,0.5868,0.3135
2014-07-31,1.84450,0.13950,0.16210,85.36410,30.63870,30.63870,35.28160,30.63870,21.37640,0.81580,28.28670,12.90360,27.71280,52.58940,16.40070,23.84680,10.80190,0.4608,0.4652
2013-07-31,1.87190,0.12380,0.14130,86.31530,30.61330,30.61330,37.65840,30.03040,21.74350,0.71930,20.55210,17.75980,22.85470,37.78090,14.71020,20.02480,11.78950,0.4231,0.3893
2012-07-31,1.20400,0.15390,0.18190,84.63760,30.67230,30.67230,37.02730,29.88450,20.79830,0.81300,19.52820,18.69090,27.84260,61.07110,16.31080,23.55840,9.29260,0.8896,0.9517
2011-07-31,1.24880,0.16020,0.38190,85.79300,31.37140,31.37140,39.22880,30.21170,18.38210,0.67500,14.19340,25.71620,26.29970,125.09090,13.46380,22.08670,8.70270,0.1248,-0.1471
2010-07-31,1.87960,0.26130,0.35380,82.63300,26.56480,26.56480,34.08760,25.15430,16.86750,0.65470,21.00620,17.37580,19.99290,86.63600,10.85030,14.76830,8.98810,0.6102,0.7617
2009-07-31,1.81550,0.28070,0.39030,81.40880,21.96850,21.96850,30.81380,21.00350,14.37760,0.64420,15.39110,23.71500,17.48140,87.30470,9.26230,12.57380,7.92210,2.4606,1.9091
