,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.58930,2.13840,34.59880,26.67950,0.03550,17.44570,18.01470,1.00680,5.83320,14.41510,3.5853,3.5644
2021-12-31,0.40870,0.73480,42.35330,32.78670,0.04120,16.82660,17.89040,1.40170,8.86480,18.75760,-0.5119,-0.5121
2020-12-31,0.43260,0.81690,27.46690,21.83580,0.03330,8.26440,8.78450,0.78020,4.19380,18.42740,-1.1833,-1.181
2019-12-31,0.42220,0.79470,34.13810,27.35100,0.04090,11.28290,12.09550,1.17800,5.79260,17.43570,0.5234,0.5485
2018-12-31,0.46820,0.93580,35.65880,29.13560,0.04430,13.14150,14.56440,1.33150,6.33870,15.29770,0.7088,0.7197
2017-12-31,0.48820,1.02120,31.99470,20.34520,0.04380,9.22140,10.69510,0.93760,4.39740,14.05410,-0.1323,-0.0807
2016-12-31,0.44830,0.96420,20.49110,15.96110,0.03460,5.81220,6.35780,0.57820,2.85620,14.12010,0.4603,0.3935
2015-12-31,0.48630,1.03070,30.08370,21.98430,0.04270,8.77830,9.53910,0.96600,4.38810,12.87350,-0.1638,-0.1422
2014-12-31,0.42760,0.84170,31.53980,21.77040,0.04300,9.22840,10.08100,1.00830,5.13660,12.26670,-0.1921,-0.2006
2013-12-31,0.42570,0.92320,28.86420,22.43870,0.04250,8.67480,9.44220,0.93610,4.84140,11.58610,0.3181,0.3901
2012-12-31,0.39910,0.84810,27.57650,21.48550,0.04360,8.40490,9.19310,0.94360,4.90790,11.13560,-0.5389,-0.5204
2011-12-31,0.48970,1.16590,33.15070,20.24910,0.04520,10.04050,10.75880,1.08910,4.97380,10.41130,-1.186,-1.203
2010-12-31,0.48220,1.21220,20.72120,10.19080,0.04170,7.02790,5.81640,0.66090,2.76340,12.91610,-0.2258,-0.0946
2009-12-31,0.51390,1.24760,-182.96180,-129.69740,0.01350,-15.37990,-12.67310,-1.35390,-5.61560,12.44460,3.3278,3.0223
