,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.29210,0.41260,58.04680,58.04680,84.30870,61.78440,56.22650,0.06800,6.15130,6.14450,4.04490,4.34970,62.68060,1.1667,-2.2644
2021-12-31,0.31940,0.46940,67.38180,67.38180,97.60300,69.81600,61.63690,0.08140,8.35650,8.34240,5.38350,5.67750,51.01490,0.0245,0.0617
2020-12-31,0.31690,0.46380,47.73760,47.73760,80.25810,39.36000,33.18790,0.07920,4.45840,4.45050,2.88350,3.04030,49.12840,0.436,-0.0095
2019-12-31,0.31350,0.45670,55.53820,55.53820,87.31780,53.33430,47.04680,0.08320,6.54480,6.52750,4.25120,4.48120,41.26610,0.4015,0.6659
2018-12-31,0.30060,0.42980,60.19000,60.19000,92.02970,67.26060,58.60070,0.07300,7.08440,7.06550,4.74510,4.94150,40.97880,0.0007,-3.1457
2017-12-31,0.33480,0.50320,74.63450,74.63450,105.14740,69.34590,62.71380,0.08880,9.44880,9.41400,5.97320,6.26270,35.14890,0.4628,1.2965
2016-12-31,0.36500,0.57470,26.38540,26.38540,58.84480,53.17930,47.49920,0.08370,7.03240,7.00250,4.27290,4.44680,34.91420,0.5014,0.7276
2015-12-31,0.38690,0.63120,17.30360,17.30360,55.92460,43.17580,39.26990,0.07000,5.04570,5.02430,2.94800,3.08020,35.12000,0.3243,0.1545
2014-12-31,0.38080,0.61490,18.16280,18.16280,53.41660,40.52890,35.33850,0.06830,4.89420,4.86900,2.86820,3.01500,29.80110,0.7797,-6.1968
2013-12-31,0.38860,0.63560,17.39010,17.39010,53.22510,19.20960,18.01910,0.07120,1.63060,1.61910,0.93410,0.98990,28.42120,-0.0169,6.1983
2012-12-31,0.46120,0.85610,4.74280,4.74280,43.88850,-5.24440,-4.12880,0.07180,-0.80660,-0.77250,-0.38960,-0.41620,29.82730,0.4466,0.7147
2011-12-31,0.44050,0.78740,6.66620,6.66620,44.96350,-19.21320,-13.23070,0.05130,-1.98180,-1.90200,-0.99170,-1.06410,31.46590,-0.5399,-4.2707
2010-12-31,0.46380,0.86510,-73.02500,-73.02500,-25.98010,-194.24890,-154.24830,0.05640,-22.33480,-21.29540,-10.74630,-11.41770,29.55160,0.6018,4.4839
2009-12-31,0.49390,0.97610,-4.33790,-4.33790,33.38030,-33.98790,-0.25800,0.15010,-11.57430,-10.78870,-5.18990,-5.45960,22.05120,0.4951,1.6197
