,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.37630,0.60320,38.58700,38.58700,63.46410,34.98390,39.44900,0.11270,7.89950,8.16070,4.49380,4.92730,36.20110,-0.0455,1.167
2021-12-31,0.37840,0.60870,38.77500,38.77500,63.33410,27.37200,30.99150,0.10810,5.99500,6.21120,3.39390,3.72670,35.77560,0.9177,-1.254
2020-12-31,0.39300,0.64760,13.52400,13.52400,57.46430,1.29390,4.41740,0.09290,0.78100,0.80620,0.43260,0.47410,35.80040,-0.7578,0.5952
2019-12-31,0.38390,0.62310,32.64490,32.64490,62.79010,16.08820,21.12980,0.10180,3.86740,4.02270,2.18520,2.38270,37.63490,0.1151,-0.5726
2018-12-31,0.36550,0.57600,33.91410,33.91410,63.96240,18.67580,22.22410,0.10240,3.91190,4.16170,2.30550,2.48220,38.50530,0.6511,1.7989
2017-12-31,0.34810,0.53390,24.33780,24.33780,56.90480,12.79070,16.24960,0.08830,2.65820,2.86170,1.60580,1.73300,39.37510,0.0028,2.6262
2016-12-31,0.38490,0.62580,34.37970,34.37970,61.75890,17.98160,23.41580,0.13690,7.26210,6.66460,3.72010,3.91360,25.19950,-0.0713,-3.0388
2015-12-31,0.47230,0.89520,35.92110,35.92110,63.10920,16.57340,22.63990,0.13620,6.65310,5.91420,2.79560,2.96280,21.51580,-0.0003,1.1564
2014-12-31,0.51070,1.04380,34.30950,34.30950,63.16460,18.87050,30.92190,0.12820,8.30110,7.09990,3.18710,3.37990,20.67060,0.2627,-0.0163
2013-12-31,0.49910,0.99650,33.60280,33.60280,63.11260,10.75220,26.32720,0.12500,5.48760,4.64110,2.15400,2.26860,20.23850,-0.1255,-0.0625
2012-12-31,0.52660,1.11230,35.11830,35.11830,64.56470,7.42640,-1.40610,0.12300,3.22180,2.68740,1.18800,1.24140,19.38630,0.4027,-1.4427
2011-12-31,0.51460,1.06030,35.38600,35.38600,66.43780,6.41000,6.73720,0.11800,2.30800,1.99740,0.92310,0.95550,20.87060,0.7896,0.1546
2010-12-31,0.54560,1.20070,34.62070,34.62070,62.91390,3.13060,-2.43510,0.11720,0.21140,0.17990,0.07780,0.08090,21.39320,-0.8831,-2.466
2009-12-31,0.49260,0.97070,37.25520,37.25520,63.12470,-2.59950,-11.00630,0.12040,-2.32640,-2.00750,-0.97670,-1.01350,23.83390,2.5593,3.0471
