,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.58940,0.54680,1.27770,57.88670,-3.79900,-3.79900,11.12630,-2.56250,-7.22790,0.29970,16.28180,10.53040,34.66170,-6.45710,7.56350,-1.70630,-2.92660,14.93590,-0.2338,-0.7488
2021-12-31,1.60750,0.45100,0.96200,54.93290,19.32060,19.32060,32.63930,21.76320,14.82710,0.24300,18.16750,10.88590,33.52960,12.93190,-84.59400,4.31020,7.10020,25.74620,-0.0666,-0.1708
2020-12-31,0.81980,0.46180,0.87730,54.10630,5.85250,5.85250,21.59730,-0.24750,-3.75320,0.27210,17.76750,7.07640,51.57970,-0.84910,1.71900,-0.28950,-0.45700,25.15320,-1.6027,-0.8981
2019-12-31,0.79470,0.42830,0.80790,53.56280,15.42830,15.42830,36.29220,10.19250,7.67140,0.32840,,8.00460,45.59860,7.41580,-17.29630,2.71450,4.23930,27.83550,0.2169,0.6671
2018-12-31,0.79830,0.46160,0.91040,53.48980,15.28260,15.28260,34.14110,14.56640,11.34370,0.32110,,6.45040,56.58530,10.29120,-20.10500,3.75150,5.54040,26.62650,0.2589,0.4758
2017-12-31,0.97240,0.47010,1.15730,51.53410,12.43880,12.43880,27.62880,9.42970,18.34370,0.36150,,9.71710,37.56260,21.01800,-38.40420,6.72080,11.13780,23.13030,-0.0638,0.0733
2016-12-31,0.75860,0.47810,0.99520,52.87140,14.37420,14.37420,30.15520,12.09630,7.92250,0.40560,,9.75260,37.42570,10.74290,-13.61110,3.30170,5.60700,20.21670,-0.1436,-0.2162
2015-12-31,0.75270,0.48940,1.02030,54.32870,16.88340,16.88340,31.88060,14.09530,9.09050,0.36460,,8.87980,41.10450,11.07000,-13.46640,3.39900,5.65220,20.12060,0.3526,1.0091
2014-12-31,0.90140,0.45640,0.90650,54.58940,9.22030,9.22030,23.01680,7.81820,4.86380,0.44620,,9.11730,40.03380,7.46210,-14.52190,2.26930,4.05670,17.40340,-0.4594,-0.6303
2013-12-31,0.66280,0.43100,0.81750,60.24060,23.88470,23.88470,38.17180,21.78610,14.30500,0.46350,,9.96690,36.62130,20.46520,-46.80150,6.73970,11.64510,17.50410,-0.2684,-0.8139
2012-12-31,0.71430,0.41720,0.75350,56.66150,10.19900,10.19900,24.43620,8.19170,5.70020,0.46800,,10.06830,36.25250,8.13310,-21.02750,2.76850,4.73990,16.60790,0.8909,0.9269
2011-12-31,0.74400,0.36690,0.61200,56.67400,7.27410,7.27410,24.07220,5.29970,3.11230,0.46860,,9.57770,38.10920,3.95470,-17.15600,1.54710,2.50390,17.85150,-0.0924,-0.1833
2010-12-31,0.59830,0.34500,0.59100,59.56150,15.74910,15.74910,31.41050,14.67490,15.98330,0.46130,,9.13150,39.97140,17.32920,-87.50170,7.20140,11.35030,18.93900,0.1239,-0.3707
2009-12-31,0.68160,0.38820,0.70680,58.66640,17.14100,17.14100,33.07000,15.11510,9.90750,0.45660,,8.25280,44.22740,12.18470,-38.33010,4.63150,7.45430,17.28060,5.8077,3.0133
