,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.87360,6.91100,48.82510,48.82510,73.24400,35.67870,40.37080,0.16030,68.69010,67.90200,7.42890,8.58320,10.53230,0.4202,0.2168
2021-12-31,0.86790,6.57180,47.16220,47.16220,73.07480,37.97440,43.90050,0.15150,67.39850,66.66800,7.60480,8.80480,11.23590,3.5336,3.396
2020-12-31,0.88500,7.69610,42.79560,42.79560,72.20400,22.85010,24.07440,0.13240,37.23700,36.78560,3.67190,4.23020,10.12770,-4.8289,-3.4661
2019-12-31,0.89250,8.30000,50.61150,50.61150,74.83610,34.90580,36.45840,0.18430,84.46610,83.23530,7.75880,8.95010,9.08510,0.2512,-0.638
2018-12-31,0.85990,6.13800,51.83610,51.83610,75.74590,37.11350,43.16380,0.18400,75.17810,74.33170,9.19740,10.41360,11.84990,0.5775,0.9301
2017-12-31,0.85320,5.81120,50.69970,50.69970,75.25670,33.72930,35.18200,0.17130,53.50500,52.96130,6.95930,7.77560,13.62220,0.7504,0.9009
2016-12-31,0.82250,4.63260,50.05910,50.05910,74.49130,31.76490,33.77150,0.17470,43.41920,43.03920,6.86320,7.64110,15.84260,1.0322,1.7813
2015-12-31,0.81120,4.29740,50.68020,50.68020,74.21210,30.84300,34.64390,0.17230,41.35950,41.01270,6.99940,7.74210,16.85850,0.9667,0.3451
2014-12-31,0.77800,3.50380,48.97210,48.97210,75.36980,25.97440,28.85040,0.16490,27.45970,27.25640,5.49280,6.05180,19.14970,0.0814,0.2286
2013-12-31,0.76870,3.32280,48.16770,48.16770,77.50300,24.35350,28.96890,0.13640,20.16440,20.03320,4.10150,4.63440,21.96530,0.4155,0.3513
2012-12-31,0.77030,3.35310,47.13710,47.13710,77.71170,22.03980,33.62560,0.13060,22.82650,22.67840,4.79720,5.20970,22.24270,1.4575,0.3279
2011-12-31,0.76890,3.32710,45.12210,45.12210,70.95420,22.28360,23.71950,0.16430,22.65590,22.47180,4.75230,5.19330,18.86740,0.8083,0.1705
2010-12-31,0.75620,3.10160,44.13840,44.13840,69.81100,9.32520,15.42400,0.15920,13.48360,13.37500,3.03130,3.26090,19.23030,-0.3842,0.1377
2009-12-31,0.78230,3.59450,37.26120,37.26120,64.00120,9.85190,7.49890,0.14550,7.53830,7.47180,1.49240,1.62620,18.13820,6.4086,5.007
