,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.73990,0.26350,0.35780,55.80440,9.79210,9.79210,13.89870,10.11660,8.88480,0.56840,3.78250,4.31940,84.50250,10.52490,81.17890,5.05000,7.75130,13.85910,-1.7837,-1.8011
2021-12-31,1.57560,0.28100,0.39070,57.86420,8.18300,8.18300,13.19640,6.54850,5.33640,0.53280,7.31950,4.76210,76.64740,5.85370,93.41970,2.84350,4.20910,13.42320,0.2541,0.252
2020-12-31,1.51370,0.27300,0.46820,57.89970,7.94360,7.94360,12.72190,5.96610,5.79960,0.47400,8.90300,4.61060,79.16500,5.67400,42.45720,2.74890,4.12530,13.86480,0.3068,0.3221
2019-12-31,2.07900,0.26750,0.36520,58.86540,9.94740,9.94740,14.67810,9.32200,7.76080,0.50300,,5.05330,72.22980,7.48280,31.71830,3.90370,5.48100,13.72610,-0.9107,-0.8096
2018-12-31,2.48670,0.27060,0.44350,58.98230,12.31200,12.31200,16.84130,11.46210,12.19800,0.49640,,6.15890,59.26390,11.75360,35.52230,6.05450,8.57340,13.92380,-0.848,-0.8704
2017-12-31,2.40740,0.31340,0.45640,61.10960,16.87020,16.87020,21.35780,16.14820,6.09090,0.51120,,5.90050,61.85950,6.54150,21.02160,3.11380,4.49160,12.80680,0.3726,0.5327
2016-12-31,2.28810,0.30070,0.43000,62.21320,17.82930,17.82930,21.97150,16.58080,11.87750,0.51680,,4.73400,77.10200,11.94360,33.85700,6.13780,8.35240,13.02150,0.653,0.6259
2015-12-31,1.61630,0.26360,0.42350,63.37440,18.77390,18.77390,22.40730,17.54290,13.04500,0.56430,,6.22240,58.65940,13.85320,40.64260,7.36180,10.20140,11.91250,0.5831,0.4783
2014-12-31,1.85710,0.21520,0.27420,61.77090,-9.07050,-9.07050,13.32150,-1.86510,-7.22480,0.55870,,7.72600,47.24310,-6.79600,-17.82740,-4.03680,-5.33340,11.81910,0.0113,0.0404
2013-12-31,2.56970,0.12040,0.13680,62.99720,12.12010,12.12010,16.18730,11.25490,9.41940,0.45220,,8.07380,45.20780,6.02280,14.01710,4.25920,5.29780,14.74600,0.4458,0.6558
2012-12-31,2.53210,0.12490,0.14280,62.05160,7.05780,7.05780,11.36210,6.67750,4.27220,0.44400,,9.95760,36.65550,2.66450,6.63040,1.89680,2.33160,13.76770,-0.6106,-0.7795
2011-12-31,3.02700,0.12350,0.14090,64.48180,13.90290,13.90290,17.72430,12.85090,9.55560,0.44560,,7.70470,47.37360,5.99460,13.98720,4.25690,5.25420,13.46830,0.3149,0.1669
2010-12-31,2.18370,,,66.98260,18.75260,18.75260,22.54660,19.01160,15.10760,0.48340,,6.86080,53.20090,9.37240,24.20300,7.31470,9.37240,12.57910,0.0168,-0.0404
2009-12-31,2.09260,,,65.84020,9.36980,9.36980,13.84440,9.41100,3.52840,0.43690,,7.22970,50.48630,1.97820,5.35360,1.51810,1.97820,11.21570,1.4908,1.2041
