,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.72460,0.32630,0.51970,90.84880,52.40050,52.40050,75.64990,50.11940,47.90450,0.37810,5.52000,6.57940,55.47610,31.69260,31.69260,18.11430,21.35000,18.00470,3.7906,2.9955
2021-12-31,1.11240,0.27130,0.37560,90.46600,23.35300,23.35300,60.23920,17.92540,16.88980,0.32960,6.93510,4.90460,74.42060,8.85270,8.85270,5.56670,6.45120,14.38220,2.2506,2.6051
2020-12-31,1.32890,0.33850,0.51170,82.07940,-38.10140,-38.10140,36.68070,-47.30380,-46.85180,0.17250,7.30260,4.14590,88.03840,-13.73920,-13.73920,-8.08090,-9.08860,13.38530,-1.534,0.0095
2019-12-31,1.22350,0.31160,0.45260,85.93720,12.56170,12.56170,59.90520,7.74240,9.48050,0.25010,9.88890,4.51250,80.88680,3.94960,3.98080,2.37100,2.71890,15.26760,-0.4244,-1.8332
2018-12-31,1.59440,0.31200,0.45340,85.73370,28.24470,28.24470,69.60350,24.17820,18.57000,0.27680,8.77080,5.46990,66.72910,9.03690,9.10980,5.14050,6.21770,14.80830,1.4794,-0.0599
2017-12-31,1.30390,0.31940,0.46930,79.95010,-2.58560,-2.58560,51.21340,-10.29710,-129.80270,0.20030,7.01590,4.07490,89.57360,-7.08920,-7.15950,-3.77070,-4.82500,13.77410,1.2387,0.971
2016-12-31,1.63620,0.27280,0.41430,70.17920,-22.55870,-22.55870,44.06680,-35.97030,-66.13100,0.10410,7.09560,4.32620,84.36960,-11.89780,-11.97640,-6.71190,-8.65190,20.70960,-1.2278,3.6058
2015-12-31,1.49800,0.28170,0.39220,68.09060,-46.45090,-46.45090,12.25460,-52.62140,-47.55120,0.14340,4.72520,5.08220,71.81880,-9.16830,-9.22550,-5.26450,-6.58560,27.40470,-5.7058,-8.4713
2014-12-31,1.04890,0.20120,0.30270,59.88380,14.74280,14.74280,42.33820,12.54840,28.08410,0.30140,12.18770,6.27300,58.18600,4.60990,4.71280,2.69290,3.68230,31.14330,0.6007,4.1828
2013-12-31,0.68660,0.24840,0.34100,62.63130,23.58500,23.58500,46.50770,21.13020,15.47900,0.31790,11.62640,5.30690,68.77790,4.81290,4.94030,2.61370,3.61720,27.75320,1.7753,1.6279
2012-12-31,0.74040,0.26260,0.37720,59.77770,27.79540,27.79540,44.57630,25.94020,13.22080,0.33890,13.33240,4.94870,73.75650,4.68190,4.82040,2.42450,3.45230,25.86000,-3.4796,-5.5075
2011-12-31,0.73370,0.21410,0.28060,60.12680,32.92660,32.92660,48.35370,30.29520,20.08320,0.46760,16.20220,7.51490,48.57050,10.01220,10.33510,5.47640,7.86880,24.37360,0.8929,0.4813
2010-12-31,1.24440,0.24230,0.33220,57.58770,36.13350,36.13350,53.72110,34.70490,21.96750,0.23370,1.43590,1.93860,188.27630,7.91720,8.40520,3.76290,5.99900,33.48030,0.8351,1.3583
2009-12-31,1.17450,0.27800,0.38940,61.09810,33.84560,33.84560,56.53450,32.41440,17.16330,0.18120,0.91550,1.79950,202.83960,3.26790,3.49470,1.52170,2.35950,30.94630,7.4093,3.8411
