,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.38570,0.62790,24.04210,24.04210,72.82090,27.44280,26.00150,0.06730,3.02470,4.37440,1.75630,1.85800,43.68210,1.0003,1.7033
2021-12-31,0.38060,0.61450,15.61390,15.61390,60.70450,18.86140,17.27770,0.04820,1.43560,2.22990,0.83630,0.88920,42.50130,-0.0418,-8.8206
2020-12-31,0.44450,0.80030,19.78310,19.78310,62.37530,24.96520,24.01120,0.07940,3.59880,4.26680,1.91180,1.99900,30.49440,-0.1514,4.9946
2019-12-31,0.44630,0.80590,27.41350,27.41350,68.74010,29.81100,29.33030,0.08020,4.46220,5.26400,2.35780,2.47080,29.38730,0.1362,-5.1943
2018-12-31,0.44460,0.80040,26.00430,26.00430,69.17920,27.86020,27.38390,0.08700,4.48960,5.26770,2.38920,2.49370,26.73640,0.0475,-1.0466
2017-12-31,0.45260,0.82690,23.39790,23.39790,66.28650,26.76190,24.80030,0.08650,4.32050,5.16630,2.27140,2.36490,26.00400,0.0682,2.1651
2016-12-31,0.46250,0.86040,26.99130,26.99130,69.36360,28.98360,26.15100,0.08390,4.95140,5.56230,2.40610,2.50640,26.08720,0.1929,-1.3757
2015-12-31,0.42380,0.73570,25.97330,25.97330,67.13170,28.14700,25.08450,0.08640,4.62580,5.17580,2.40480,2.50440,26.16970,0.067,0.5753
2014-12-31,0.46640,0.87410,25.00210,25.00210,65.93000,29.20190,24.37670,0.08480,5.13070,5.86890,2.44390,2.54580,25.08480,0.1635,2.0196
2013-12-31,0.43460,0.76860,23.45050,23.45050,65.41840,23.45050,26.09990,0.07860,3.75340,4.04030,1.81990,1.88370,26.12890,0.2489,0.4439
2012-12-31,0.54330,1.18940,29.50100,29.50100,63.28270,29.50100,23.63650,0.08930,7.86810,6.58840,2.61350,2.68610,18.07990,0.0877,-0.0187
2011-12-31,0.47680,0.91140,34.21570,34.21570,65.61910,34.21570,32.19980,0.09330,7.28310,6.23970,3.15930,3.23950,16.92540,0.0719,-0.749
2010-12-31,0.46420,0.86630,34.96730,34.96730,64.30030,34.96730,31.94940,0.09430,7.63340,6.29600,3.25830,3.34210,15.64440,0.1085,-6.0652
2009-12-31,0.47650,0.91030,37.05840,37.05840,66.39590,37.05840,33.13410,0.11070,10.33330,8.08100,4.07770,4.18120,14.26840,2.1887,1.5967
