,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.62510,0.68660,2.40440,24.60460,14.24580,14.24580,19.18740,14.69040,19.58030,0.36820,2.59720,4.70930,77.50540,31.28580,-37.14510,7.27010,9.80590,56.28080,0.9765,0.172
2021-12-31,1.51980,0.41180,0.87440,31.41620,22.79490,22.79490,27.22270,26.33240,22.13890,0.71290,3.84190,5.12120,71.27270,42.27460,80.25110,16.01670,24.86710,41.99990,4.3405,3.2463
2020-12-31,1.90720,0.45310,0.95580,22.86470,11.74180,11.74180,18.03710,39.80550,35.10170,0.51840,4.46010,4.55310,80.16450,51.45060,83.15350,18.37020,28.13820,34.11640,-0.3293,-0.4333
2019-12-31,1.57640,0.54050,1.34750,25.50420,13.24440,13.24440,18.89790,15.69000,13.53030,0.66450,4.51930,5.33190,68.45560,29.81370,57.14290,9.11780,13.69910,24.23990,0.1593,-0.3204
2018-12-31,1.61550,0.46780,1.04500,27.56120,18.64430,18.64430,23.52200,21.10410,16.86930,0.76830,4.95510,5.42870,67.23550,36.04620,60.53680,13.07850,19.18410,26.37870,5.6997,5.1414
2017-12-31,1.79090,0.50120,1.10370,24.60910,13.95770,13.95770,19.00650,17.50810,13.72960,0.64370,5.14330,4.99190,73.11890,26.12910,43.20800,9.03750,13.03300,24.29860,-0.3249,-0.5664
2016-12-31,2.29530,0.48890,0.99570,26.07160,17.33160,17.33160,22.80570,19.11300,16.70070,0.64480,5.53330,5.26270,69.35610,30.05630,44.70700,10.86510,15.36120,21.47730,0.4701,2.1959
2015-12-31,1.79810,0.46590,1.05370,23.22880,5.74550,5.74550,12.14310,8.60060,5.35780,0.66080,6.38710,5.72550,63.74960,10.14490,14.35720,3.34270,5.41820,19.27350,-0.4998,0.4271
2014-12-31,2.01640,0.45660,0.88470,23.75770,11.14380,11.14380,15.52490,13.83420,9.17380,0.77330,6.63170,6.52780,55.91440,20.37040,28.53890,7.12820,11.06990,20.13040,1.3777,-0.5977
2013-12-31,2.05950,0.51680,1.13520,20.96770,23.16440,23.16440,28.06450,24.71580,16.91240,0.72190,6.39930,5.38020,67.84180,40.79290,62.59240,12.20890,19.71000,17.19770,0.2651,0.4642
2012-12-31,2.09520,0.62880,1.79080,18.40140,2.72670,2.72670,7.71270,5.00160,5.79620,0.71310,7.36570,6.19500,58.91870,21.73410,47.71570,4.17780,8.06870,10.83680,0.504,1.4174
2011-12-31,1.95160,0.68180,2.24980,20.95220,5.94410,5.94410,10.54270,6.90520,6.31380,0.79400,7.50840,6.11480,59.69100,31.76730,110.93750,5.00120,10.10920,8.57070,1.1593,0.9199
2010-12-31,1.73020,0.76350,3.47520,19.93920,8.49950,8.49950,13.56880,9.09090,6.31970,0.71460,7.76720,5.47960,66.61030,46.00430,-426.00000,5.14430,10.87850,5.94510,-0.9394,-3.0584
2009-12-31,1.77720,0.84760,5.97440,19.73630,5.70640,5.70640,11.98350,4.93900,9.60250,0.60410,7.81420,5.16990,70.60110,84.30030,-97.62850,5.87260,12.84790,4.05830,3.7934,2.6732
