,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.24590,0.52980,1.26360,78.03900,16.70960,16.70960,38.97180,16.70960,13.70700,0.47680,4.33390,4.66910,78.17310,20.39010,-24.50750,6.55340,9.58840,14.99660,-1.1307,-1.2181
2021-12-31,1.52100,0.52380,1.23740,78.57070,17.45820,17.45820,40.49590,17.45820,15.07820,0.42430,4.74460,4.95090,73.72390,19.48010,-25.95570,6.41640,9.27640,16.72360,0.996,0.896
2020-12-31,1.58240,0.56060,1.33770,72.31060,-16.16020,-16.16020,8.25300,-16.16020,-21.20280,0.35890,5.67650,5.00150,72.97770,-23.74480,25.05010,-7.59190,-10.43290,17.05630,1.4276,1.5825
2019-12-31,1.60370,0.45630,0.90400,69.10310,19.02850,19.02850,25.70660,19.02850,13.15360,0.20120,1.88170,3.40210,107.28720,6.69270,-9.95430,2.66270,3.63880,23.20380,0.4792,0.5717
2018-12-31,1.66290,0.28550,0.52020,71.33550,26.45270,26.45270,29.27620,26.45270,21.80750,0.64490,5.41170,3.92570,92.97700,35.01810,76.13110,14.13990,25.01900,8.69890,1.1233,1.181
2017-12-31,1.55330,0.37060,0.67210,71.05310,24.69680,24.69680,28.49440,24.69680,4.84690,0.61920,5.15780,3.29780,110.68060,8.22990,25.83470,2.90600,5.18010,7.29050,1.3729,1.4575
2016-12-31,1.55010,0.25910,0.41040,74.42220,30.44730,30.44730,32.41370,30.44730,22.94230,0.57630,4.00400,3.50480,104.14350,27.57080,55.73140,13.37110,20.42790,9.82390,0.5665,0.3317
2015-12-31,1.29910,0.31230,0.46370,76.39490,12.54230,12.54230,14.81280,12.54230,9.45050,0.52160,3.20150,3.85210,94.75450,11.30750,26.63290,5.13730,7.77630,8.68390,-0.6313,-0.8048
2014-12-31,1.72650,0.32580,0.52270,75.23770,14.99470,14.99470,17.93560,14.99470,12.62040,0.47050,2.52050,4.68410,77.92370,13.54200,32.71000,6.01200,9.12940,9.06410,-0.248,-0.2398
2013-12-31,1.52060,0.34380,0.54740,71.80960,17.64420,17.64420,22.30090,17.64420,15.64240,0.42460,3.08340,4.87650,74.84900,16.93360,44.31470,6.68530,11.11260,9.28460,-1.979,-1.9774
2012-12-31,1.15000,0.32510,0.54220,73.83800,23.66500,23.66500,29.18680,13.27960,11.11740,0.49090,2.78210,5.71550,63.86100,18.33850,-90.12610,6.96720,12.37750,8.36690,1.2931,1.1822
2011-12-31,1.96890,0.25310,0.34610,73.64900,32.86100,32.86100,35.81720,32.86100,17.42140,0.64430,4.04480,5.67570,64.30970,33.15060,73.49450,15.95390,24.76110,9.41660,0.2184,0.2501
2010-12-31,1.96960,0.25410,0.34820,72.91620,31.15890,31.15890,34.27430,31.15890,15.85920,0.62700,4.38290,5.59890,65.19200,28.85920,64.15070,14.52250,21.52530,9.20420,0.5454,0.3874
2009-12-31,2.21100,0.29310,0.43020,72.67120,28.28580,28.28580,32.04490,29.78520,56.32710,0.60660,3.63770,5.94440,61.40260,29.89520,65.95050,14.25440,21.13320,8.65130,2.0551,1.9676
