,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.57950,1.37820,52.30460,39.20570,0.08340,32.45160,30.63830,3.33670,12.65780,54.56580,5.6202,5.4502
2021-12-31,0.57950,1.50860,59.51640,45.08380,0.10770,44.11430,41.42780,4.94280,17.08950,46.50250,-0.1191,0.0844
2020-12-31,0.66120,1.95160,24.10140,18.54220,0.05270,11.60970,10.83160,1.01070,3.55180,35.49940,0.8199,0.8573
2019-12-31,0.68430,2.16720,46.60910,35.34270,0.07220,26.17740,25.82760,2.59400,7.87270,38.23550,4.3161,4.1648
2018-12-31,0.70980,2.44640,46.87260,35.04040,0.07000,25.94870,25.59270,2.50290,7.14840,33.58010,1.1213,0.9679
2017-12-31,0.70730,2.41700,48.33290,27.75350,0.07310,20.32140,20.04010,2.09720,5.63970,30.43140,3.0261,2.8842
2016-12-31,0.69200,2.24700,50.49720,32.30660,0.07840,22.23360,21.95010,2.59240,6.50870,29.12550,2.0999,2.0403
2015-12-31,0.68620,2.18630,49.97920,31.07790,0.08330,21.43720,21.16660,2.64630,6.39390,26.73840,0.5356,0.4675
2014-12-31,0.66940,2.03490,52.51640,32.27180,0.08460,21.96900,21.70830,2.79460,6.89770,24.78700,1.0397,1.2009
2013-12-31,0.65450,1.90710,55.25360,33.81900,0.09000,24.09990,23.88780,3.11320,7.89570,22.88860,7.2238,6.7494
2012-12-31,,,,,,,,,,,-5.8481,-5.5731
2012-11-30,0.66860,2.04670,55.15060,34.06320,0.09040,25.43940,25.20960,3.11490,7.94730,19.63960,-0.7781,-0.8542
2011-11-30,0.68930,2.22480,58.01390,36.38470,0.08760,27.02010,28.55490,3.22210,8.39460,15.58540,-1.0569,-1.1556
2010-11-30,0.73280,2.74220,36.77200,19.35670,0.05680,11.84790,12.72360,1.25850,3.16610,11.85440,0.5993,0.6026
2009-11-30,0.22350,0.28780,48.51110,29.19010,0.09500,17.53610,15.98330,2.77310,11.74730,15.53730,7.0838,6.9803
