,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,1.33620,0.41800,0.71830,100.00000,21.43610,21.43610,26.78450,20.89830,14.95780,0.29490,6.54280,55.78670,10.84000,92.69930,4.75110,6.30860,24.61870,1.4605,1.4375
2021-09-30,1.72390,0.37450,0.59860,100.00000,22.25390,22.25390,26.86840,29.00960,20.81180,0.34860,5.89940,61.87090,17.73490,79.25980,8.66670,11.09370,23.53610,0.3385,0.3875
2020-09-30,1.47980,0.34860,0.53530,100.00000,18.84310,18.84310,22.59410,18.28620,14.07710,0.25670,4.51420,80.85540,7.24160,54.12970,3.62980,4.71690,21.95260,1.6676,1.9204
2019-09-30,3.04960,0.06570,0.07040,100.00000,25.87400,25.87400,29.03480,29.06480,20.89820,0.39010,6.75730,54.01540,11.34670,15.80010,8.29540,10.60070,21.27810,-3.612,-3.8775
2018-09-30,3.40730,0.06660,0.07140,100.00000,32.68920,32.68920,35.22120,35.70310,12.03640,0.43140,7.31750,49.88050,7.27570,9.43170,5.16360,6.79110,19.66370,2.1136,2.0497
2017-09-30,8.19880,0.07820,0.08480,100.00000,35.42290,35.42290,37.80550,39.87830,26.34930,0.36460,6.38010,57.20930,13.83530,16.71350,10.20700,12.75320,23.31340,-0.9286,-0.8954
2016-09-30,9.30270,0.14260,0.16630,100.00000,35.74650,35.74650,38.19890,37.77270,25.92630,0.41110,8.33190,43.80770,14.03000,17.03710,10.91820,12.02950,21.96600,-0.703,-0.7583
2015-09-30,8.23590,0.14710,0.17250,100.00000,38.08930,38.08930,40.73370,38.09930,25.45450,0.48660,9.48530,38.48050,16.84330,20.55610,12.88410,14.36550,20.70500,0.2427,0.2157
2014-09-30,7.08650,0.14960,0.17600,100.00000,37.93490,37.93490,40.55400,40.15360,27.91060,0.51910,8.93830,40.83540,19.74800,24.39390,14.74410,16.79290,19.60590,0.2093,0.2225
2013-09-30,4.42080,0.17680,0.21480,100.00000,36.58490,36.58490,39.48400,37.90360,26.75390,0.51880,7.68600,47.48890,20.31450,26.07040,14.10430,16.72270,16.93640,1.553,1.5768
2012-09-30,3.87920,0.22150,0.28450,100.00000,35.42040,35.42040,38.40590,37.71580,27.03420,0.48140,8.35220,43.70130,19.62500,25.14240,12.98510,15.27790,15.33160,-0.7766,-0.7009
2011-09-30,3.14370,0.19240,0.23820,100.00000,37.25210,37.25210,40.66390,36.75350,26.82070,0.51830,9.23440,39.52630,20.00020,26.17710,13.21740,16.15270,13.94000,0.0139,-0.0996
2010-09-30,4.58620,0.10420,0.12680,100.00000,33.46490,33.46490,38.03350,35.36310,24.57030,0.54660,8.55420,42.66900,18.77640,25.35900,13.55520,16.82050,11.50320,1.4964,1.4773
2009-09-30,4.26940,,0.01590,100.00000,28.67360,28.67360,32.99560,30.72430,21.23050,0.44300,7.20870,50.63340,11.84490,16.06250,9.55060,11.84490,11.09700,0.9237,0.8587
