,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.18960,0.33290,0.50010,16.07740,6.86150,6.86150,9.94640,7.89490,6.69050,0.78980,3.04230,15.05150,24.25010,12.11870,17.84680,5.29060,8.08400,34.50220,-0.1328,-0.0349
2021-12-31,2.56570,0.35560,0.55280,16.83900,6.97790,6.97790,10.12760,7.05060,6.02490,0.78230,2.96910,14.77570,24.70280,10.96110,16.00940,4.71980,7.06320,31.41490,3.7006,3.2986
2020-12-31,2.52230,0.35360,0.63420,13.36370,4.39450,4.39450,7.75040,2.42040,2.65210,0.75450,2.87330,14.80430,24.65500,5.28660,8.37850,2.00090,3.41700,25.81710,-1.0034,-0.8256
2019-12-31,2.06010,0.37060,0.69050,16.31700,7.86500,7.86500,10.91710,6.91120,5.97950,0.90760,2.80310,14.79910,24.66360,14.76990,24.19830,5.42680,9.29620,24.20180,-0.014,-0.0303
2018-12-31,2.13750,0.40450,0.72880,17.01980,7.89440,7.89440,11.02200,9.90550,8.74610,0.97950,3.03670,13.64450,26.75060,23.53620,41.08940,8.56700,14.01700,22.03740,0.8886,1.0608
2017-12-31,2.19370,0.40840,0.69280,16.69950,7.30380,7.30380,10.45220,5.36700,2.16230,0.92560,2.84990,10.41670,35.03980,5.41880,9.32070,1.99480,3.20590,21.59470,0.0866,0.1501
2016-12-31,2.09320,0.37310,0.66020,17.77630,8.22450,8.22450,11.48100,6.35340,6.97710,0.89780,2.53970,12.95870,28.16650,15.12380,24.35710,5.48900,9.48150,20.62150,-0.5144,-0.6451
2015-12-31,2.01050,0.40280,0.72720,18.20760,8.49290,8.49290,11.92730,7.23390,5.19260,0.91260,2.64940,12.82040,28.47020,14.06120,23.73340,4.74570,8.39750,18.10360,-0.3763,-0.3607
2014-12-31,2.01840,0.47510,0.90680,17.70430,7.89740,7.89740,11.20480,6.14640,4.32340,0.95020,2.90760,13.40870,27.22110,14.16200,26.94880,4.14240,7.43430,15.44470,1.4391,0.8519
2013-12-31,2.36860,0.42030,0.72700,16.30040,6.99770,6.99770,10.21150,5.56840,4.11430,0.93510,3.41920,12.36360,29.52210,11.35950,18.79960,3.84730,6.58470,15.54060,-0.2982,0.3956
2012-12-31,2.11100,0.53580,1.33300,18.12540,8.60510,8.60510,11.73490,6.87260,4.81330,0.93890,3.69430,14.76120,24.72710,19.42490,43.29360,4.45790,9.01750,11.02470,-0.3137,-0.566
2011-12-31,2.73490,0.60960,1.61490,17.44570,6.84700,6.84700,10.42130,2.98890,2.14630,0.82810,3.87510,13.17170,27.71090,8.81600,21.80180,1.77750,3.44140,9.84220,0.2074,-0.7033
2010-12-31,3.52430,0.66660,2.00610,18.24230,6.54630,6.54630,10.28030,0.81710,0.81710,0.68870,3.77910,11.79930,30.93400,3.09560,6.86570,0.60200,1.03200,10.77980,-0.6081,-1.0665
2009-12-31,4.64190,0.76340,3.27350,19.35240,6.60950,6.60950,10.50480,-1.41900,-0.29520,0.55440,3.72550,11.74500,31.07710,-2.58320,-6.06310,-0.38540,-0.61120,10.37830,3.8604,3.8528
