,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.81120,0.28450,0.39820,90.56310,67.48940,67.48940,81.42690,59.48360,45.48380,0.36790,13.58210,9.58550,38.07840,29.07580,29.07580,17.40620,20.80450,87.24370,13.5003,6.2099
2021-12-31,1.00560,0.33400,0.50490,88.56850,58.86420,58.86420,77.62250,42.76890,32.10240,0.29680,12.53230,10.12970,36.03280,17.18380,17.18380,9.93970,11.44470,74.59830,8.9204,10.4518
2020-12-31,0.48710,0.36450,0.59310,79.91470,-194.66760,-194.66760,-148.06260,-205.33240,-160.57590,0.15970,17.12120,6.43710,56.70280,-47.65400,-47.65400,-26.51680,-30.28260,62.01610,-3.3101,-5.3927
2019-12-31,0.68800,0.26490,0.36030,83.12310,17.53280,17.53280,54.21290,9.13220,6.05450,0.16850,18.08110,6.25240,58.37790,2.11320,2.11320,1.33870,1.55350,93.74730,1.8023,17.2496
2018-12-31,0.90780,0.23960,0.31510,86.07540,46.46140,46.46140,75.09190,51.14890,38.87870,0.10080,8.18920,5.55100,65.75370,6.67040,6.67040,4.37580,5.07220,86.24060,5.8145,-0.4056
2017-12-31,0.62100,0.20930,0.26470,87.55190,50.20750,50.20750,77.67640,41.24480,40.00000,0.15510,16.46900,5.20260,70.15660,9.26230,9.26240,6.65300,7.32390,56.85960,4.6772,0.7135
2016-12-31,8.56090,0.21580,0.27520,82.16040,-13.01770,-13.01770,21.26990,-31.24910,-31.30940,0.09850,47.42010,4.38810,83.17960,-4.10390,-4.10390,-3.08260,-3.21820,44.57640,-2.1859,-0.586
2015-12-31,0.76890,0.18790,0.23130,80.14120,-165.70720,-165.70720,-116.39410,-167.68400,-123.25660,0.16240,51.34030,5.66170,64.46800,-25.97430,-25.97430,-19.91440,-21.09500,31.57290,-0.0777,3.6077
2014-12-31,0.94370,0.25330,0.33930,88.16420,42.90140,42.90140,77.62480,61.51800,39.08570,0.16010,20.75420,5.05870,72.15360,9.87150,9.87150,6.33090,7.37090,34.89750,3.0002,-0.11
2013-12-31,0.51080,0.35230,0.54400,89.38710,45.76590,45.76590,78.27280,41.50970,26.24350,0.13670,3.92030,5.29630,68.91590,6.45590,6.45590,3.58740,4.18120,17.94980,3.6866,-3.4102
2012-12-31,0.63450,0.00040,0.00070,79.09470,23.08770,23.08770,58.79510,24.52180,-48.71940,0.12360,2.52960,5.06090,72.12160,-7.90380,-7.90380,-6.01960,-7.90050,12.49270,0.0,0.0
2011-12-31,0.72850,0.39710,0.65870,75.96320,30.68310,30.68310,63.81110,-0.78190,-0.78190,0.18730,1.97540,2.81930,129.46460,-0.29910,-0.29910,-0.14640,-0.18030,,0.0,0.0
2010-12-31,,,,79.79670,33.68800,33.68800,64.17280,30.20220,30.20220,,,,,,,,,,0.0,0.0
