,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,0.10050,0.34450,36.74370,27.71860,0.02750,12.05060,9.42840,0.81620,8.36210,88.58160,3.6195,3.3808
2020-12-31,0.13120,1.15130,35.47870,26.72870,0.02640,10.42520,9.23370,0.74670,7.86690,67.48640,-2.4541,-2.3272
2019-12-31,0.11460,1.44910,34.55320,26.86800,0.02820,10.68220,9.67150,0.79990,8.35830,58.42160,-1.1862,-1.366
2018-12-31,0.16170,1.20700,35.43060,26.81870,0.02990,11.03450,10.16000,0.86070,8.24820,52.62390,0.475,0.6935
2017-12-31,0.17620,1.28820,35.74820,27.41730,0.02910,11.09590,10.15370,0.86310,7.98370,48.35190,0.7025,0.2385
2016-12-31,0.10510,0.98590,38.23000,27.94000,0.02950,11.67300,10.31180,0.91900,8.72320,44.77650,1.2214,1.0208
2015-12-31,0.43690,0.79340,38.66520,25.93200,0.03030,11.07140,9.77230,0.88530,5.15320,39.05060,0.6366,0.5738
2014-12-31,0.54430,1.19440,42.06150,27.09040,0.03290,12.52280,10.79140,1.00720,4.64440,34.55920,-0.4613,-0.3152
2013-12-31,0.01030,1.24830,46.35230,29.43640,0.03400,14.12830,11.87540,1.09720,10.99340,31.33320,0.8603,0.825
2012-12-31,0.48530,0.96510,47.04210,28.88340,0.03720,13.88350,12.92010,1.17100,6.09550,25.90100,2.7717,2.7095
2011-12-31,0.04730,0.89750,49.91000,31.32460,0.04070,13.83390,14.84320,1.29170,13.17890,20.05860,-1.0289,-1.1806
2010-12-31,0.04050,0.31190,48.62540,28.07990,0.04320,12.40590,13.65520,1.23340,11.90380,17.26520,1.5324,1.336
2009-12-31,0.04510,0.83990,59.21260,33.88310,0.05130,25.17800,25.62860,1.76250,24.04300,,0.0,0.0
