,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-05-31,1.24910,0.20540,0.26140,70.59000,39.89850,39.89850,49.06650,39.56460,30.20140,0.47860,3.49850,104.33090,45.14460,135.34160,14.45530,35.87010,8.57240,0.6657,0.6171
2021-05-31,1.24930,0.21290,0.27300,68.66500,36.00620,36.00620,46.33950,35.35300,27.05330,0.43970,3.85040,94.79490,37.22860,128.89020,11.89420,29.30340,8.19340,-0.5109,-0.4756
2020-05-31,1.23440,0.22270,0.28830,68.30100,36.14650,36.14650,46.95210,35.56740,27.17730,0.47250,5.11260,71.39200,39.48010,166.45430,12.84220,30.68860,7.75200,0.477,0.4674
2019-05-31,1.17190,0.23310,0.30400,68.77930,36.34990,36.34990,47.23660,36.26240,27.41950,0.43480,4.41640,82.64630,39.48850,236.27220,11.92260,30.28190,7.29060,-0.0164,0.0674
2018-05-31,1.11270,,,69.85520,38.23610,38.23610,49.43010,38.49070,29.43130,0.42670,6.43860,56.68920,42.18010,70.93620,12.55910,42.18010,6.56490,0.8822,0.7162
2017-05-31,1.11570,,,70.84050,39.76850,39.76850,51.46530,39.93340,26.20680,0.46140,5.80240,62.90550,42.25950,66.60480,12.09160,42.25950,5.44050,-0.1602,-0.1507
2016-05-31,1.11400,,,70.96450,38.84280,38.84280,45.30640,38.99520,25.63770,0.45830,6.63800,54.98680,39.58780,63.85960,11.75010,39.58780,5.30440,0.3535,0.366
2015-05-31,1.11270,,,70.50660,38.45820,38.45820,45.13070,38.69180,24.63500,0.42360,12.77200,28.57810,37.79890,56.63810,10.43530,37.79890,4.94320,0.0491,-0.0032
2014-05-31,1.12700,,,70.91990,39.01310,39.01310,45.97250,39.22740,24.91170,0.39540,13.56440,26.90880,35.31230,52.46220,9.85070,35.31230,4.89530,0.5545,0.5955
2013-05-31,1.13220,,,71.14180,38.89610,38.89610,45.53350,39.17980,24.46050,0.37740,14.03020,26.01540,32.07980,47.63100,9.23150,32.07980,4.85410,-0.0949,-0.1187
2012-05-31,1.06960,,,69.94800,38.29490,38.29490,44.58700,38.58190,24.57620,0.34410,12.88900,28.31870,34.15400,53.13680,8.45730,34.15390,4.42500,-0.0272,0.0032
2011-05-31,1.12400,,,68.74250,37.72970,37.72970,43.85170,38.00800,24.72290,0.38640,10.94120,33.36010,34.44060,56.92040,9.55360,34.44060,4.13200,0.2848,0.177
2010-05-31,1.11140,,,67.33310,36.22550,36.22550,42.29810,36.45040,23.84050,0.38280,9.29310,39.27650,34.02280,51.91560,9.12690,34.02280,3.87830,-0.219,-0.211
2009-05-31,1.14530,,,67.32760,38.65950,38.65950,43.88320,38.99080,25.61460,0.40620,10.12640,36.04440,39.76960,64.15950,10.40490,39.76960,3.71630,1.908,1.7305
