,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-07-31,4.99550,0.00040,0.00040,45.88000,39.27530,39.27530,43.23440,38.30290,31.13840,0.65940,32.22770,5.57070,65.52160,23.56730,26.14870,20.53420,23.55720,9.71600,0.3778,0.6453
2021-07-31,4.04390,0.10130,0.11270,49.88250,42.20690,42.20690,46.77830,41.66540,34.78150,0.59020,30.00850,5.37810,67.86740,26.53560,29.94280,20.52750,23.84860,7.44510,0.1389,0.4157
2020-07-31,2.70690,0.13750,0.15940,45.69320,37.00150,37.00150,41.72850,36.30960,31.73340,0.63830,59.65050,5.85120,62.38060,28.11420,33.35870,20.25630,24.24830,5.28980,0.5784,0.0842
2019-07-31,2.43670,0.18370,0.22560,43.99420,35.08770,35.08770,39.26670,34.52330,28.97680,0.80150,54.61130,5.27920,69.13890,33.27140,42.57080,23.22540,27.16090,3.86960,0.2385,0.0978
2018-07-31,2.55760,0.20140,0.25290,42.22010,32.36120,32.36120,36.73850,31.15210,23.14160,0.78250,62.34790,4.92130,74.16720,26.43780,35.45520,18.11360,21.11310,3.37990,0.0681,0.1688
2017-07-31,1.94360,0.33400,0.57620,43.64890,31.85810,31.85810,35.82510,30.39410,27.22600,0.73040,80.28660,4.54960,80.22640,35.88760,57.77400,19.88710,23.90210,2.38320,0.3575,0.0113
2016-07-31,1.79100,0.42150,0.82700,42.93320,32.04470,32.04470,35.95830,31.20860,21.31420,0.76880,69.68260,4.45040,82.01570,34.90970,53.80330,16.38720,20.19430,1.75820,0.1763,-0.0307
2015-07-31,3.44670,0.37990,0.66830,42.17650,30.05040,30.05040,34.31650,28.97440,19.17700,0.63720,76.94220,5.16750,70.63440,22.78810,32.57220,12.21930,14.13120,2.00670,0.0039,0.0334
2014-07-31,1.68780,0.18200,0.30180,40.27310,23.63010,23.63010,28.24780,23.20910,15.35790,0.77220,95.73160,5.83870,62.51430,17.80640,25.72970,11.85870,14.56620,1.98880,0.1163,0.3461
2013-07-31,1.28460,0.27990,0.50990,40.22630,27.04470,27.04470,32.46600,26.45980,17.20450,0.78410,58.25860,5.44620,67.01870,23.61290,37.72280,13.49030,17.00260,1.51880,-0.0529,-0.353
2012-07-31,1.72410,0.39670,0.79150,44.32160,30.98420,30.98420,36.19600,30.08640,19.70580,0.80090,60.58100,6.59140,55.37530,32.45650,51.05750,15.78150,19.58130,1.12770,0.0409,0.0718
2011-07-31,1.45160,0.36950,0.67680,42.75110,30.41460,30.41460,35.65320,30.25260,19.07430,0.80430,62.29430,6.81420,53.56450,29.96820,48.39240,15.34210,18.89430,1.05140,0.1028,0.1044
2010-07-31,4.07950,0.00060,0.00090,45.02570,30.93240,30.93240,36.52730,30.98740,19.61850,0.62900,85.38690,6.43960,56.68020,13.94610,16.87840,12.33930,13.93840,1.61090,-0.0061,-0.0395
2009-07-31,3.05000,,,42.02230,30.32300,30.32300,35.88820,30.64700,18.98890,0.70230,92.31240,6.48000,56.32760,15.14400,18.85960,13.18920,15.14400,1.37220,0.2993,0.1934
