,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.17090,0.04930,0.05250,35.92750,15.27690,15.27690,18.20570,15.52400,11.78710,1.08830,5.11800,71.31670,18.60430,42.16540,12.82770,17.68750,24.18270,0.2226,0.1113
2021-12-31,2.08050,0.04960,0.05540,37.29940,15.26990,15.26990,18.37140,15.27530,11.54700,1.03670,5.20300,70.15210,17.82170,41.47100,11.97070,16.93750,22.84000,-1.3726,-1.1653
2020-12-31,1.93530,0.05770,0.06470,35.91760,12.69520,12.69520,16.05210,12.58710,8.35940,0.98400,5.39420,67.66490,12.84610,29.24980,8.22550,12.10540,20.44530,1.6355,1.5998
2019-12-31,2.55150,0.05970,0.06700,36.63830,14.61600,14.61600,17.75010,15.15220,10.97540,1.03570,5.15450,70.81210,16.71200,30.68980,11.36760,15.71400,20.11310,0.0241,-0.0303
2018-12-31,3.17710,0.06050,0.06520,38.98920,17.37050,17.37050,20.45890,17.34570,13.02950,1.01760,5.05490,72.20780,18.39110,30.92890,13.25890,17.27800,19.79900,0.393,0.2247
2017-12-31,3.20920,0.06140,0.08180,38.20390,16.75220,16.75220,19.74340,17.92710,10.15530,0.97300,4.59650,79.40780,14.09690,21.53490,9.88110,13.23130,18.14460,1.3487,1.3632
2016-12-31,3.55670,0.06920,0.08180,39.88290,16.97190,16.97190,19.78200,17.47610,11.51480,0.94570,4.64270,78.61830,14.47610,21.50080,10.88910,13.47510,17.64470,-0.871,-0.9174
2015-12-31,2.91410,0.08640,0.13830,40.07730,17.25190,17.25190,19.90980,17.42910,13.07990,0.95060,4.73530,77.08040,17.50380,27.02610,12.43400,15.99210,15.23480,1.1648,1.0652
2014-12-31,2.47700,0.10800,0.21160,40.16370,18.36700,18.36700,20.39370,18.74700,14.02120,0.89410,4.47520,81.56040,18.59130,32.90720,12.53590,16.58270,12.70140,0.0677,0.1509
2013-12-31,3.46460,,,40.45710,18.97390,18.97390,21.00820,19.08700,13.89320,1.08710,4.71570,77.40120,20.02350,22.09600,15.10320,20.02350,10.09630,0.4183,0.5361
2012-12-31,3.49540,,,41.76470,18.53270,18.53270,20.66410,18.88790,14.30980,1.12650,4.80560,75.95380,21.65600,23.58300,16.11980,21.65600,8.04560,0.507,0.4245
2011-12-31,3.37730,,,42.19030,18.56620,18.56620,20.59490,19.10010,14.43550,1.11130,4.64190,78.63130,22.35380,24.77550,16.04260,22.35370,6.52060,0.1731,0.0089
2010-12-31,3.78010,,,42.19630,18.76700,18.76700,21.16600,19.13120,15.97300,1.00200,4.52780,80.61330,20.46460,22.39590,16.00540,20.46460,5.89660,0.1204,-0.0524
2009-12-31,3.56870,,,43.59160,18.86410,18.86410,21.58990,19.42720,16.31650,0.98220,4.62280,78.95680,20.16310,22.42990,16.02530,20.16310,4.46320,1.1164,0.9891
