,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.80680,0.94270,16.59720,57.10610,20.57130,20.57130,35.18140,12.37640,10.91360,0.31620,4.34380,84.02820,88.27810,-9.91600,3.48280,5.05610,2.18960,0.5641,-0.703
2021-12-31,0.71400,0.91270,10.81820,57.98250,19.01740,19.01740,34.53480,14.00450,10.02370,0.31080,4.67180,78.12880,52.82250,-9.45640,3.13300,4.61040,2.95790,-0.8136,-2.395
2020-12-31,0.63630,0.88220,7.65650,57.62650,22.53980,22.53980,39.23620,8.98680,8.26310,0.29310,4.82610,75.63060,30.18280,-7.22630,2.42480,3.55680,3.94320,0.0616,2.3308
2019-12-31,0.63420,0.84970,5.91750,56.99050,18.33020,18.33020,34.16420,7.69820,6.27270,0.30850,5.01070,72.84450,18.31760,-6.07610,1.94120,2.75380,5.09650,0.0964,-0.4305
2018-12-31,0.81040,0.81150,4.37210,57.54720,19.12710,19.12710,34.63180,9.70980,8.37560,0.35640,4.98970,73.15000,19.73510,-8.99760,3.09990,3.72060,6.50480,0.5619,0.5084
2017-12-31,1.46620,0.75000,3.06380,56.70810,16.48780,16.48780,30.53900,5.22620,4.42360,0.35050,4.60140,79.32380,7.74370,-5.61210,1.62240,1.93580,8.12000,0.5022,0.548
2016-12-31,1.06260,0.75840,3.22780,55.35250,14.28490,14.28490,27.54080,4.17620,2.98520,0.37010,5.07990,71.85230,5.36380,-3.22520,1.09500,1.29610,7.34470,-0.3545,-0.2935
2015-12-31,1.01910,0.90000,9.16690,57.11320,17.43790,17.43790,29.23030,5.38790,4.09710,0.47370,5.32950,68.48670,23.68550,-5.14040,1.97150,2.36850,2.50120,0.1503,0.406
2014-12-31,1.07120,0.83990,5.30650,56.87080,17.61810,17.61810,29.20200,7.16470,10.46030,0.47790,5.15950,70.74360,37.81290,-15.21770,5.04280,6.05330,4.14620,-0.234,-0.3651
2013-12-31,0.96340,0.79660,3.96650,57.38720,16.17550,16.17550,27.06260,5.28570,3.18920,0.45460,4.90380,74.43270,9.42830,-4.91600,1.49050,1.91770,5.49420,0.1631,0.0489
2012-12-31,1.13170,0.76250,3.29050,57.48560,18.49120,18.49120,29.25340,9.88050,5.68990,0.47240,5.24980,69.52600,15.71740,-11.21980,2.87350,3.73290,6.11800,-0.6663,-0.9885
2011-12-31,1.07710,0.72340,2.67380,58.69580,18.94710,18.94710,31.29710,11.70600,13.12030,0.49900,5.54720,65.79930,19.64610,-17.47400,4.07880,5.43410,7.28620,0.0461,0.1701
2010-12-31,1.38610,0.59860,1.54040,58.75800,18.93100,18.93100,32.60400,11.55540,-1.99100,0.45080,5.51630,66.16730,8.53820,-23.60060,2.59860,3.42730,9.76120,0.0748,0.2919
2009-12-31,1.48690,0.59810,1.50720,56.67970,19.65210,19.65210,29.82750,12.44530,7.85580,0.40520,4.73950,77.01250,10.73090,-28.37030,3.38140,4.31240,10.59940,3.0201,1.6331
