,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.73760,0.65040,1.94790,43.27130,15.21470,15.21470,24.22010,2.73830,3.46940,0.36580,25.98090,14.04880,6.19760,-26.65300,1.26670,2.15480,23.52200,-0.1332,-0.2145
2021-12-31,1.96220,0.62040,1.70280,46.68920,17.94410,17.94410,24.16430,9.12960,7.12620,0.35000,30.28210,12.05330,10.32840,-70.31770,2.49230,3.89630,24.16280,2.5776,2.0975
2020-12-31,2.42440,0.80420,4.20120,47.80230,-11.46230,-11.46230,-0.76010,-23.31010,-18.70790,0.24400,37.12340,9.83210,-25.41500,4520.85600,-4.56180,-4.93380,17.05710,-3.447,-2.7364
2019-12-31,0.70980,0.77620,3.52490,44.26940,10.78770,10.78770,18.74600,1.62410,0.82810,0.37350,59.76780,6.10700,2.32730,-2.98210,0.30360,0.52080,15.97040,2.458,1.7643
2018-12-31,0.91770,0.92800,13.07520,42.91930,17.67330,17.67330,25.34910,2.50560,2.60600,0.32730,33.59460,10.86490,12.78720,-3.97180,0.85300,0.92010,6.26630,-1.5982,-1.4543
2017-12-31,0.75670,1.01580,-65.47260,42.41110,14.15820,14.15820,22.86530,-0.79730,15.03810,0.60140,50.12340,7.28200,-647.19880,-31.47920,9.04330,10.23780,-0.80180,0.6525,0.4876
2016-12-31,0.74450,1.12800,-9.07310,42.06900,17.89550,17.89550,27.07080,3.97500,3.60240,0.61000,49.05630,7.44040,-20.11890,-5.55300,2.19740,2.57560,-5.96260,-0.089,1.1983
2015-12-31,0.66780,1.15220,-7.78060,42.86920,16.48300,16.48300,25.85670,1.99450,0.02180,0.55230,62.81500,5.81070,-0.10120,-0.03460,0.01330,0.01540,-8.38240,1.2085,1.9108
2014-12-31,0.68570,1.17410,-6.85430,43.41110,9.92800,9.92800,20.48460,-5.91780,-7.09590,0.56020,62.24540,5.86390,25.96300,9.18350,-3.97490,-4.51960,-8.94390,-2.4657,-2.8714
2013-12-31,1.14970,1.13910,-8.31400,42.98560,-15.25870,-15.25870,-3.43550,-22.54870,-20.92430,0.62180,52.87380,6.90320,107.61460,34.12640,-13.26880,-14.97210,-7.08150,0.9233,2.9464
2012-12-31,0.97500,0.54060,1.21310,41.97120,14.78180,14.78180,24.24300,12.08810,7.82860,0.47640,50.05250,7.29230,8.33340,114.54220,3.32350,3.82810,29.06410,-0.414,-2.3025
2011-12-31,0.97530,0.50340,1.03630,40.89760,18.21790,18.21790,26.27980,14.19390,7.15650,0.59530,48.51230,7.52390,12.29190,65.55710,5.26120,6.10420,25.87000,-1.0164,0.9946
2010-12-31,0.67380,0.50490,1.22130,40.42980,6.23100,6.23100,15.37930,0.18370,-2.41820,0.55100,55.30690,6.59950,-3.46840,-34.86420,-1.38160,-1.71710,22.67150,1.9867,1.0317
2009-12-31,2.15890,0.54840,1.26060,39.73430,-8.21340,-8.21340,0.44620,-13.83890,-11.18270,0.50280,29.55460,12.35000,-14.43860,-312.45640,-5.67440,-6.52100,23.45230,4.3297,0.657
