,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.18160,0.19760,0.24630,73.40870,16.14930,16.14930,23.10110,15.46270,11.28590,0.50660,,10.75540,33.93650,10.34750,61.83390,5.71740,8.30260,27.23210,0.0166,-0.2161
2021-03-31,2.43350,0.19310,0.23930,73.45890,18.58230,18.58230,21.79780,18.06720,14.86940,0.42360,,10.80420,33.78310,10.67600,17.94980,6.29890,8.61470,27.41260,0.5318,0.5817
2020-03-31,2.44630,0.05050,0.13350,75.27540,26.09720,26.09720,28.80620,27.23500,54.88530,0.49830,,12.01090,30.38920,40.73180,55.02440,27.34880,38.67400,25.90630,1.0359,0.9502
2019-03-31,2.81720,0.15720,0.18650,73.29290,20.12120,20.12120,23.05050,21.79800,20.58590,0.55260,,7.94540,45.93840,19.11460,30.39980,11.37660,16.11070,17.88930,-0.3675,-0.4134
2018-03-31,2.41030,0.17760,0.21590,75.20390,27.84470,27.84470,30.48540,28.13590,20.25240,0.60000,,13.37660,27.28640,22.69860,39.49260,12.15050,18.66830,15.01630,0.3976,0.4463
2017-03-31,2.15280,0.19600,0.24380,73.20950,25.26320,25.26320,28.81320,24.97420,19.95870,0.62780,,13.49580,27.04540,23.81770,41.23670,12.52920,19.14850,13.18180,0.5861,0.4762
2016-03-31,1.80070,0.22590,0.33920,69.19930,20.42770,20.42770,24.90900,19.95000,26.29660,0.62350,,18.86700,19.34600,34.04010,70.96380,16.39720,26.35060,11.28240,1.1563,1.1668
2015-03-31,1.35420,0.01010,0.20850,68.35000,20.99670,20.99670,25.86930,20.48730,19.37980,0.73450,39.69440,12.47240,29.26470,28.82080,72.19470,14.23460,28.52950,9.79350,1.0299,1.0446
2014-03-31,1.31300,0.19320,0.23950,62.32170,0.92310,0.92310,7.27270,0.19580,0.22380,0.62540,24.05360,10.93270,33.38600,0.33030,1.53260,0.14000,0.26650,7.78780,1.2181,1.2497
2013-03-31,1.21280,0.19780,0.24660,63.44480,3.18670,3.18670,10.13960,3.66080,2.58100,0.74890,33.04760,12.16990,29.99210,4.32290,33.44710,1.93290,3.46780,7.50660,0.2107,0.3066
2012-03-31,1.23070,0.17980,0.21930,61.42890,0.84480,0.84480,6.05840,0.43450,1.83440,0.75450,27.08480,11.31970,32.24480,3.09190,20.48520,1.38410,2.53590,7.68130,-0.1453,-0.401
2011-03-31,1.51520,,,58.23350,-8.69320,-8.69320,-3.67790,-7.77380,-7.69020,0.72830,19.46750,10.71340,34.06940,-10.76440,-21.06870,-5.60060,-10.76440,7.69970,0.502,0.5447
2010-03-31,1.64230,,,48.93270,-18.77400,-18.77400,-13.51940,-19.32130,-18.52760,0.78650,18.66000,17.73790,20.57750,-24.80760,-47.27650,-14.57170,-24.80760,8.26970,0.4302,0.5681
2009-03-31,2.74650,,,49.50140,-19.63440,-19.63440,-6.19660,-20.29910,-25.83100,0.90040,9.80180,36.31030,10.05220,-34.71600,-51.66190,-23.25780,-34.71600,9.70280,0.0375,-0.3219
