,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.05210,0.44320,0.79620,98.20350,49.89030,49.89030,64.02910,24.79430,19.83000,0.03750,6.23780,58.51410,6.58140,-13.09440,0.77080,3.66450,40.71740,0.8077,0.7485
2021-12-31,1.00580,0.35270,0.61180,97.77500,48.26480,48.26480,62.38460,79.73690,56.78700,0.03690,5.91560,61.70170,17.88730,-33.59760,2.10280,11.57780,40.54900,0.3364,0.2751
2020-12-31,0.99110,0.41970,0.84660,97.61430,50.24850,50.24850,62.69050,45.82510,34.60900,0.04780,4.90730,74.37870,10.79140,-13.04050,1.67040,6.26260,34.82000,0.4848,0.2859
2019-12-31,0.98780,0.23300,0.45230,97.59710,51.38410,51.38410,64.11000,47.69320,37.15880,0.05510,5.26520,69.32330,11.33870,-31.04210,2.07420,8.69720,31.20220,0.3314,0.2752
2018-12-31,1.00880,0.27360,0.43180,97.36900,51.87790,51.87790,63.64730,50.61260,39.92770,0.05370,5.22460,69.86240,11.72310,-31.98230,2.17690,8.51570,30.28300,0.8647,0.9821
2017-12-31,0.98870,0.20080,0.35910,97.39110,51.29370,51.29370,62.82880,54.46310,54.46310,0.05930,5.13620,71.06400,15.03680,-46.43640,3.26330,12.01770,29.13380,-0.0775,-0.0692
2016-12-31,0.97470,0.19720,0.40400,96.96370,48.13830,48.13830,61.65780,45.27930,31.69330,0.05500,5.80700,62.85570,9.24840,-20.94290,1.77680,7.42420,26.47730,1.2423,1.1286
2015-12-31,0.97390,0.24120,0.49250,95.83580,52.42660,52.42660,62.94190,49.52070,38.16660,0.04280,4.76860,76.54280,8.72640,-16.19360,1.66050,6.62170,24.98320,-0.2079,-0.2672
2014-12-31,0.99600,0.15280,0.34510,94.14620,46.83050,46.83050,55.82150,45.50450,31.72700,0.04530,6.08660,59.96770,8.11010,-25.61820,1.47240,6.87090,21.93270,0.7456,0.7625
2013-12-31,0.99880,0.24060,0.40850,96.62080,49.43680,49.43680,58.76100,31.53940,15.89490,0.02480,2.92670,124.71210,2.58460,-5.21940,0.49670,1.96270,21.53220,-0.2006,-0.4675
2012-12-31,1.04660,0.20860,0.30790,97.57890,60.67500,60.67500,70.28610,57.96040,40.49890,0.03660,10.73230,34.00950,15.28420,59.78720,1.51010,12.09640,10.07400,0.0812,0.13
2011-12-31,1.02530,0.20940,0.28060,97.36250,59.75890,59.75890,69.55540,57.27200,38.43260,0.03670,9.73370,37.49870,16.50680,128.89460,1.44410,13.05050,8.73270,0.4936,0.3868
2010-12-31,1.01940,0.10370,0.20540,97.16530,56.72620,56.72620,67.78710,53.00020,34.63630,0.04320,10.04700,36.32910,14.47640,4121.94900,1.53050,12.97580,7.68530,0.1199,0.1124
2009-12-31,1.02590,0.07890,0.12640,96.42570,51.53050,51.53050,63.28440,49.62920,31.76440,0.04550,9.12080,40.01840,12.90880,118.38990,1.43550,11.89010,6.62320,1.3135,1.1927
