,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.40330,0.67580,50.84370,50.84370,72.08030,99.45750,99.04660,0.23830,75.06320,43.95160,24.87580,25.62730,58.00780,3.1953,1.9539
2021-12-31,0.44410,0.79900,49.19880,49.19880,70.08480,46.90160,50.71820,0.19650,37.28890,21.64770,11.27470,11.64330,53.41790,2.7899,1.7026
2020-12-31,0.22880,0.29670,48.40880,48.40880,67.38800,47.24380,37.67790,0.24670,28.45140,16.25880,11.51970,12.23920,49.12820,-0.1492,0.4972
2019-12-31,0.17320,0.20950,51.37780,51.37780,69.34270,50.71380,44.57860,0.25120,30.42380,17.19290,13.42360,13.89210,52.05660,0.0071,0.0624
2018-12-31,0.13380,0.15440,51.24370,51.24370,68.77020,50.95420,53.95500,0.25250,33.54130,19.21930,15.71360,16.26620,52.51640,0.5112,0.3807
2017-12-31,0.13770,0.15970,53.33060,53.33060,70.36340,53.55850,43.90470,0.24860,29.32490,16.55500,13.49560,13.93330,51.56290,0.1407,-0.4679
2016-12-31,0.03970,0.04140,53.67970,53.67970,70.60240,54.10650,46.23540,0.25280,28.78190,15.82460,14.41650,14.85330,54.48500,1.1119,0.7862
2015-12-31,0.03350,0.03470,51.72820,51.72820,69.61500,52.39720,44.21430,0.24360,25.62280,14.66350,13.47570,13.84610,53.18980,0.8144,0.4047
2014-12-31,0.00670,0.00680,48.47290,48.47290,68.54890,49.08540,41.71120,0.22180,22.19060,12.39370,11.71190,12.01430,55.13130,0.9788,0.6196
2013-12-31,0.01550,0.09510,48.40360,48.40360,68.11930,50.02030,42.99010,0.19900,20.11910,12.33700,10.70780,11.80560,51.33930,0.7934,0.3243
2012-12-31,0.05460,0.05770,47.32590,47.32590,66.76160,47.52770,36.34700,0.20950,17.59880,11.75410,10.57790,10.82630,47.39450,0.4414,0.5053
2011-12-31,0.04570,0.04790,43.94370,43.94370,64.59740,45.03320,32.36080,0.19430,16.02300,10.28430,9.32700,9.56620,48.81920,0.6087,0.6431
2010-12-31,0.06130,0.06530,42.92090,42.92090,64.88090,42.89730,24.73560,0.17000,12.95630,8.10570,7.24940,7.41970,51.45510,-0.1547,-0.2565
2009-12-31,0.05420,0.05730,44.78520,44.78520,65.86620,42.94190,36.10570,0.16550,14.08360,9.01120,8.13160,8.32290,53.80680,6.594,6.1406
