,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.57990,1.38060,14.76370,14.76370,43.71540,-20.05290,-22.70090,0.10910,-7.81810,-6.44480,-2.31980,-2.64500,31.66980,0.2008,-0.6529
2021-12-31,0.56940,1.32240,13.92770,13.92770,40.56640,12.39970,6.36080,0.09200,3.89200,3.26320,1.20210,1.37170,33.98240,1.7457,1.8817
2020-12-31,0.51570,1.06490,-1.49150,-1.49150,24.75700,-27.82910,-22.82430,0.09420,-8.01010,-6.66990,-2.84710,-3.21910,36.31030,-1.2483,-0.5918
2019-12-31,0.50320,1.01310,15.56320,15.56320,37.33820,178.61130,160.95010,0.10520,51.93790,45.80060,18.23310,22.65520,38.28020,-0.7281,-1.9359
2018-12-31,0.65820,1.92580,26.94250,26.94250,47.01040,21.24110,17.78570,0.12590,10.00730,8.48840,2.45600,2.82350,26.80810,-0.3014,-0.4348
2017-12-31,0.66020,1.94290,29.20410,29.20410,52.38110,15.34130,7.77390,0.11980,6.73900,5.72050,1.59420,1.88200,26.35850,-0.7352,1.2131
2016-12-31,0.55360,1.24000,28.93820,28.93820,55.99090,29.19200,41.10340,0.09630,8.76860,7.76720,2.77210,3.38120,40.28800,1.687,0.5597
2015-12-31,0.59730,1.48350,31.19700,31.19700,55.73260,27.74660,34.24110,0.09390,10.25820,8.77350,3.00770,3.42500,39.64470,-2.4713,-2.2077
2014-12-31,0.56000,1.27250,29.83310,29.83310,53.03820,18.70830,33.87610,0.10930,6.81460,5.82790,2.00090,2.48740,39.86110,0.4721,-0.0039
2013-12-31,0.56780,1.31390,29.33880,29.33880,51.48250,-0.52510,17.05110,0.11440,-0.05310,-0.04600,-0.01670,-0.01910,40.55180,1.1216,-0.8226
2012-12-31,0.58470,1.40780,27.47200,27.47200,46.47870,18.20270,20.73330,0.12010,7.11440,6.33070,2.14860,2.49110,42.32810,0.6466,0.0941
2011-12-31,0.57300,1.34200,30.05120,30.05120,49.21450,22.14310,22.26470,0.13220,8.85740,7.95720,2.81010,3.26730,40.56870,-0.4106,-0.164
2010-12-31,0.61450,1.59430,29.67030,29.67030,48.82870,28.27510,23.32770,0.12470,11.59520,10.81390,3.41760,3.95710,37.19010,0.5354,2.8279
2009-12-31,0.61640,1.60700,29.41590,29.41590,47.73840,3.73410,1.84870,0.13160,1.34780,1.26450,0.38900,0.45300,36.69360,3.6517,-0.2784
